"year","unitid","inst_name","state_name","level_of_study","enrollment_fall"
"1998","204848","OHIO UNIVERSITY-LANCASTER BRANCH","Ohio","Postbaccalaureate","222"
"1998","204857","OHIO UNIVERSITY-MAIN CAMPUS","Ohio","Undergraduate","16619"
"1998","204857","OHIO UNIVERSITY-MAIN CAMPUS","Ohio","Graduate","2626"
"1998","204857","OHIO UNIVERSITY-MAIN CAMPUS","Ohio","First professional","402"
"1998","204857","OHIO UNIVERSITY-MAIN CAMPUS","Ohio","Postbaccalaureate","3028"
"1998","204866","OHIO UNIVERSITY-ZANESVILLE BRANCH","Ohio","Undergraduate","1180"
"1998","204866","OHIO UNIVERSITY-ZANESVILLE BRANCH","Ohio","Graduate","82"
"1998","204866","OHIO UNIVERSITY-ZANESVILLE BRANCH","Ohio","Postbaccalaureate","82"
"1998","205443","SHAWNEE STATE UNIVERSITY","Ohio","Undergraduate","3438"
"1998","206084","UNIVERSITY OF TOLEDO","Ohio","Undergraduate","16729"
"1998","206084","UNIVERSITY OF TOLEDO","Ohio","Graduate","3052"
"1998","206084","UNIVERSITY OF TOLEDO","Ohio","First professional","630"
"1998","206084","UNIVERSITY OF TOLEDO","Ohio","Postbaccalaureate","3682"
"1998","206604","WRIGHT STATE UNIVERSITY-MAIN CAMPUS","Ohio","Undergraduate","10992"
"1998","206604","WRIGHT STATE UNIVERSITY-MAIN CAMPUS","Ohio","Graduate","3285"
"1998","206604","WRIGHT STATE UNIVERSITY-MAIN CAMPUS","Ohio","First professional","368"
"1998","206604","WRIGHT STATE UNIVERSITY-MAIN CAMPUS","Ohio","Postbaccalaureate","3653"
"1998","206613","WRIGHT STATE UNIVERSITY-LAKE CAMPUS","Ohio","Undergraduate","618"
"1998","206613","WRIGHT STATE UNIVERSITY-LAKE CAMPUS","Ohio","Graduate","2"
"1998","206613","WRIGHT STATE UNIVERSITY-LAKE CAMPUS","Ohio","Postbaccalaureate","2"
"1998","206695","YOUNGSTOWN STATE UNIVERSITY","Ohio","Undergraduate","11353"
"1998","206695","YOUNGSTOWN STATE UNIVERSITY","Ohio","Graduate","1180"
"1998","206695","YOUNGSTOWN STATE UNIVERSITY","Ohio","Postbaccalaureate","1180"
"1998","222831","ANGELO STATE UNIVERSITY","Texas","Undergraduate","5888"
"1998","222831","ANGELO STATE UNIVERSITY","Texas","Graduate","407"
