"year","unitid","inst_name","state_name","level_of_study","enrollment_fall"
"2017","103778","Thunderbird School of Global Management","Arizona","Graduate","327"
"2017","104151","Arizona State University-Tempe","Arizona","Undergraduate","42427"
"2017","104151","Arizona State University-Tempe","Arizona","Graduate","8737"
"2017","104179","University of Arizona","Arizona","Undergraduate","34101"
"2017","104179","University of Arizona","Arizona","Graduate","9650"
"2017","105297","Dine College","Arizona","Undergraduate","1465"
"2017","105330","Northern Arizona University","Arizona","Undergraduate","27084"
"2017","105330","Northern Arizona University","Arizona","Graduate","3967"
"2017","132693","Eastern Florida State College","Florida","Undergraduate","15769"
"2017","132709","Broward College","Florida","Undergraduate","40754"
"2017","132851","College of Central Florida","Florida","Undergraduate","7151"
"2017","132903","University of Central Florida","Florida","Undergraduate","56853"
"2017","132903","University of Central Florida","Florida","Graduate","9206"
"2017","133021","Chipola College","Florida","Undergraduate","2092"
"2017","133386","Daytona State College","Florida","Undergraduate","13970"
"2017","133508","Florida SouthWestern State College","Florida","Undergraduate","15731"
"2017","133650","Florida Agricultural and Mechanical University","Florida","Undergraduate","8024"
"2017","133650","Florida Agricultural and Mechanical University","Florida","Graduate","1889"
"2017","133669","Florida Atlantic University","Florida","Undergraduate","25030"
"2017","133669","Florida Atlantic University","Florida","Graduate","5178"
"2017","133702","Florida State College at Jacksonville","Florida","Undergraduate","21092"
"2017","133951","Florida International University","Florida","Undergraduate","47629"
"2017","133951","Florida International University","Florida","Graduate","9089"
"2017","133960","Florida Keys Community College","Florida","Undergraduate","1030"
"2017","134097","Florida State University","Florida","Undergraduate","33008"
"2017","134097","Florida State University","Florida","Graduate","8354"
"2017","134130","University of Florida","Florida","Undergraduate","35247"
"2017","134130","University of Florida","Florida","Graduate","17422"
"2017","134343","Gulf Coast State College","Florida","Undergraduate","5379"
"2017","134608","Indian River State College","Florida","Undergraduate","17598"
"2017","135160","Florida Gateway College","Florida","Undergraduate","3292"
"2017","135188","Lake-Sumter State College","Florida","Undergraduate","4881"
"2017","135391","State College of Florida-Manatee-Sarasota","Florida","Undergraduate","10886"
"2017","135717","Miami Dade College","Florida","Undergraduate","56001"
"2017","136145","North Florida Community College","Florida","Undergraduate","1367"
"2017","136172","University of North Florida","Florida","Undergraduate","14255"
"2017","136172","University of North Florida","Florida","Graduate","2054"
"2017","136233","Northwest Florida State College","Florida","Undergraduate","5727"
"2017","136358","Palm Beach State College","Florida","Undergraduate","30052"
"2017","136400","Pasco-Hernando State College","Florida","Undergraduate","11947"
"2017","136473","Pensacola State College","Florida","Undergraduate","9655"
"2017","136516","Polk State College","Florida","Undergraduate","10659"
"2017","137078","St Petersburg College","Florida","Undergraduate","29548"
"2017","137096","Santa Fe College","Florida","Undergraduate","14588"
"2017","137209","Seminole State College of Florida","Florida","Undergraduate","17550"
"2017","137281","Saint Johns River State College","Florida","Undergraduate","7249"
"2017","137315","South Florida State College","Florida","Undergraduate","2860"
"2017","137351","University of South Florida-Main Campus","Florida","Undergraduate","31772"
"2017","137351","University of South Florida-Main Campus","Florida","Graduate","11768"
"2017","137759","Tallahassee Community College","Florida","Undergraduate","11782"
"2017","138187","Valencia College","Florida","Undergraduate","44834"
"2017","138354","The University of West Florida","Florida","Undergraduate","10002"
"2017","138354","The University of West Florida","Florida","Graduate","3038"
"2017","138558","Abraham Baldwin Agricultural College","Georgia","Undergraduate","3394"
"2017","138716","Albany State University","Georgia","Undergraduate","6262"
"2017","138716","Albany State University","Georgia","Graduate","353"
"2017","138789","Armstrong State University","Georgia","Undergraduate","6281"
"2017","138789","Armstrong State University","Georgia","Graduate","760"
"2017","138901","Atlanta Metropolitan State College","Georgia","Undergraduate","2501"
"2017","139010","Bainbridge State College","Georgia","Undergraduate","1746"
"2017","139250","College of Coastal Georgia","Georgia","Undergraduate","3663"
"2017","139311","Clayton  State University","Georgia","Undergraduate","6555"
"2017","139311","Clayton  State University","Georgia","Graduate","448"
"2017","139366","Columbus State University","Georgia","Undergraduate","6799"
"2017","139366","Columbus State University","Georgia","Graduate","1654"
"2017","139463","Dalton State College","Georgia","Undergraduate","5164"
"2017","139621","East Georgia State College","Georgia","Undergraduate","3003"
"2017","139700","Georgia Highlands College","Georgia","Undergraduate","6013"
"2017","139719","Fort Valley State University","Georgia","Undergraduate","2344"
"2017","139719","Fort Valley State University","Georgia","Graduate","408"
"2017","139755","Georgia Institute of Technology-Main Campus","Georgia","Undergraduate","15573"
"2017","139755","Georgia Institute of Technology-Main Campus","Georgia","Graduate","13803"
"2017","139764","Georgia Southwestern State University","Georgia","Undergraduate","2606"
"2017","139764","Georgia Southwestern State University","Georgia","Graduate","446"
"2017","139861","Georgia College & State University","Georgia","Undergraduate","5987"
"2017","139861","Georgia College & State University","Georgia","Graduate","965"
"2017","139931","Georgia Southern University","Georgia","Undergraduate","17759"
"2017","139931","Georgia Southern University","Georgia","Graduate","2659"
"2017","139940","Georgia State University","Georgia","Undergraduate","25770"
"2017","139940","Georgia State University","Georgia","Graduate","7046"
"2017","139959","University of Georgia","Georgia","Undergraduate","28848"
"2017","139959","University of Georgia","Georgia","Graduate","8758"
"2017","139968","Gordon State College","Georgia","Undergraduate","3986"
"2017","140960","Savannah State University","Georgia","Undergraduate","4239"
"2017","140960","Savannah State University","Georgia","Graduate","190"
"2017","141264","Valdosta State University","Georgia","Undergraduate","8778"
"2017","141264","Valdosta State University","Georgia","Graduate","2563"
"2017","141334","University of West Georgia","Georgia","Undergraduate","11229"
"2017","141334","University of West Georgia","Georgia","Graduate","2291"
"2017","173124","Bemidji State University","Minnesota","Undergraduate","4815"
"2017","173124","Bemidji State University","Minnesota","Graduate","380"
"2017","173920","Minnesota State University-Mankato","Minnesota","Undergraduate","12782"
"2017","173920","Minnesota State University-Mankato","Minnesota","Graduate","1930"
"2017","174020","Metropolitan State University","Minnesota","Undergraduate","7317"
"2017","174020","Metropolitan State University","Minnesota","Graduate","831"
"2017","174066","University of Minnesota-Twin Cities","Minnesota","Undergraduate","35433"
"2017","174066","University of Minnesota-Twin Cities","Minnesota","Graduate","16415"
"2017","174075","University of Minnesota-Crookston","Minnesota","Undergraduate","2834"
"2017","174233","University of Minnesota-Duluth","Minnesota","Undergraduate","10118"
"2017","174233","University of Minnesota-Duluth","Minnesota","Graduate","1050"
"2017","174251","University of Minnesota-Morris","Minnesota","Undergraduate","1627"
"2017","174358","Minnesota State University Moorhead","Minnesota","Undergraduate","5130"
"2017","174358","Minnesota State University Moorhead","Minnesota","Graduate","875"
"2017","174783","Saint Cloud State University","Minnesota","Undergraduate","13128"
"2017","174783","Saint Cloud State University","Minnesota","Graduate","1847"
"2017","175078","Southwest Minnesota State University","Minnesota","Undergraduate","6713"
"2017","175078","Southwest Minnesota State University","Minnesota","Graduate","441"
"2017","175272","Winona State University","Minnesota","Undergraduate","7460"
"2017","175272","Winona State University","Minnesota","Graduate","521"
"2017","200697","Air Force Institute of Technology-Graduate School of Engineering & Management","Ohio","Graduate","898"
"2017","200800","University of Akron Main Campus","Ohio","Undergraduate","16872"
"2017","200800","University of Akron Main Campus","Ohio","Graduate","3297"
"2017","201441","Bowling Green State University-Main Campus","Ohio","Undergraduate","14680"
"2017","201441","Bowling Green State University-Main Campus","Ohio","Graduate","2677"
"2017","201690","Central State University","Ohio","Undergraduate","1784"
"2017","201885","University of Cincinnati-Main Campus","Ohio","Undergraduate","26559"
"2017","201885","University of Cincinnati-Main Campus","Ohio","Graduate","10596"
"2017","201946","University of Cincinnati-Clermont College","Ohio","Undergraduate","2799"
"2017","201955","University of Cincinnati-Blue Ash College","Ohio","Undergraduate","4779"
"2017","202134","Cleveland State University","Ohio","Undergraduate","12078"
"2017","202134","Cleveland State University","Ohio","Graduate","4293"
"2017","203447","Kent State University at Ashtabula","Ohio","Undergraduate","1971"
"2017","203447","Kent State University at Ashtabula","Ohio","Graduate","3"
"2017","203456","Kent State University at East Liverpool","Ohio","Undergraduate","1174"
"2017","203456","Kent State University at East Liverpool","Ohio","Graduate","1"
"2017","203465","Kent State University at Stark","Ohio","Undergraduate","4995"
"2017","203465","Kent State University at Stark","Ohio","Graduate","15"
"2017","203474","Kent State University at Trumbull","Ohio","Undergraduate","2277"
"2017","203474","Kent State University at Trumbull","Ohio","Graduate","1"
"2017","203483","Kent State University at Tuscarawas","Ohio","Undergraduate","2131"
"2017","203492","Kent State University at Salem","Ohio","Undergraduate","1694"
"2017","203492","Kent State University at Salem","Ohio","Graduate","1"
"2017","203517","Kent State University at Kent","Ohio","Undergraduate","23178"
"2017","203517","Kent State University at Kent","Ohio","Graduate","5794"
"2017","203526","Kent State University at Geauga","Ohio","Undergraduate","2247"
"2017","203526","Kent State University at Geauga","Ohio","Graduate","2"
"2017","204006","Miami University-Hamilton","Ohio","Undergraduate","2737"
"2017","204006","Miami University-Hamilton","Ohio","Graduate","14"
"2017","204015","Miami University-Middletown","Ohio","Undergraduate","1973"
"2017","204024","Miami University-Oxford","Ohio","Undergraduate","17147"
"2017","204024","Miami University-Oxford","Ohio","Graduate","2553"
"2017","204477","Northeast Ohio Medical University","Ohio","Graduate","930"
"2017","204671","Ohio State University-Lima Campus","Ohio","Undergraduate","1007"
"2017","204671","Ohio State University-Lima Campus","Ohio","Graduate","11"
"2017","204680","Ohio State University-Mansfield Campus","Ohio","Undergraduate","1056"
"2017","204680","Ohio State University-Mansfield Campus","Ohio","Graduate","5"
"2017","204699","Ohio State University-Marion Campus","Ohio","Undergraduate","1194"
"2017","204699","Ohio State University-Marion Campus","Ohio","Graduate","4"
"2017","204705","Ohio State University-Newark Campus","Ohio","Undergraduate","2607"
"2017","204705","Ohio State University-Newark Campus","Ohio","Graduate","16"
"2017","204796","Ohio State University-Main Campus","Ohio","Undergraduate","45946"
"2017","204796","Ohio State University-Main Campus","Ohio","Graduate","13891"
"2017","204802","Ohio University-Eastern Campus","Ohio","Undergraduate","611"
"2017","204820","Ohio University-Chillicothe Campus","Ohio","Undergraduate","1691"
"2017","204839","Ohio University-Southern Campus","Ohio","Undergraduate","1387"
"2017","204848","Ohio University-Lancaster Campus","Ohio","Undergraduate","1615"
"2017","204857","Ohio University-Main Campus","Ohio","Undergraduate","23167"
"2017","204857","Ohio University-Main Campus","Ohio","Graduate","6202"
"2017","204866","Ohio University-Zanesville Campus","Ohio","Undergraduate","1204"
"2017","205443","Shawnee State University","Ohio","Undergraduate","3406"
"2017","205443","Shawnee State University","Ohio","Graduate","176"
"2017","206084","University of Toledo","Ohio","Undergraduate","16194"
"2017","206084","University of Toledo","Ohio","Graduate","4385"
"2017","206604","Wright State University-Main Campus","Ohio","Undergraduate","12115"
"2017","206604","Wright State University-Main Campus","Ohio","Graduate","3842"
"2017","206613","Wright State University-Lake Campus","Ohio","Undergraduate","1037"
"2017","206695","Youngstown State University","Ohio","Undergraduate","11269"
"2017","206695","Youngstown State University","Ohio","Graduate","1252"
"2017","222831","Angelo State University","Texas","Undergraduate","8719"
"2017","222831","Angelo State University","Texas","Graduate","1698"
"2017","223506","Brazosport College","Texas","Undergraduate","4245"
"2017","224147","Texas A & M University-Corpus Christi","Texas","Undergraduate","10170"
"2017","224147","Texas A & M University-Corpus Christi","Texas","Graduate","2062"
"2017","224545","Texas A&M University-Texarkana","Texas","Undergraduate","1610"
"2017","224545","Texas A&M University-Texarkana","Texas","Graduate","456"
"2017","224554","Texas A & M University-Commerce","Texas","Undergraduate","8494"
"2017","224554","Texas A & M University-Commerce","Texas","Graduate","4750"
"2017","225414","University of Houston-Clear Lake","Texas","Undergraduate","5798"
"2017","225414","University of Houston-Clear Lake","Texas","Graduate","2744"
"2017","225432","University of Houston-Downtown","Texas","Undergraduate","12407"
"2017","225432","University of Houston-Downtown","Texas","Graduate","1512"
"2017","225502","University of Houston-Victoria","Texas","Undergraduate","3273"
"2017","225502","University of Houston-Victoria","Texas","Graduate","1080"
"2017","225511","University of Houston","Texas","Undergraduate","37215"
"2017","225511","University of Houston","Texas","Graduate","8149"
"2017","226091","Lamar University","Texas","Undergraduate","9268"
"2017","226091","Lamar University","Texas","Graduate","5238"
"2017","226152","Texas A & M International University","Texas","Undergraduate","6799"
"2017","226152","Texas A & M International University","Texas","Graduate","841"
"2017","226806","Midland College","Texas","Undergraduate","5564"
"2017","226833","Midwestern State University","Texas","Undergraduate","5330"
"2017","226833","Midwestern State University","Texas","Graduate","750"
"2017","227216","University of North Texas","Texas","Undergraduate","31448"
"2017","227216","University of North Texas","Texas","Graduate","6828"
"2017","227368","The University of Texas Rio Grande Valley","Texas","Undergraduate","24220"
"2017","227368","The University of Texas Rio Grande Valley","Texas","Graduate","3589"
"2017","227526","Prairie View A & M University","Texas","Undergraduate","7975"
"2017","227526","Prairie View A & M University","Texas","Graduate","1244"
"2017","227881","Sam Houston State University","Texas","Undergraduate","18416"
"2017","227881","Sam Houston State University","Texas","Graduate","2522"
"2017","228431","Stephen F Austin State University","Texas","Undergraduate","10985"
"2017","228431","Stephen F Austin State University","Texas","Graduate","1629"
"2017","228459","Texas State University","Texas","Undergraduate","34180"
"2017","228459","Texas State University","Texas","Graduate","4486"
"2017","228501","Sul Ross State University","Texas","Undergraduate","2294"
"2017","228501","Sul Ross State University","Texas","Graduate","652"
"2017","228529","Tarleton State University","Texas","Undergraduate","11288"
"2017","228529","Tarleton State University","Texas","Graduate","1731"
"2017","228635","University of Texas Southwestern Medical Center","Texas","Graduate","2238"
"2017","228644","The University of Texas Health Science Center at San Antonio","Texas","Undergraduate","807"
"2017","228644","The University of Texas Health Science Center at San Antonio","Texas","Graduate","2470"
"2017","228653","The University of Texas Medical Branch","Texas","Undergraduate","733"
"2017","228653","The University of Texas Medical Branch","Texas","Graduate","2569"
"2017","228705","Texas A & M University-Kingsville","Texas","Undergraduate","6785"
"2017","228705","Texas A & M University-Kingsville","Texas","Graduate","1889"
"2017","228723","Texas A & M University-College Station","Texas","Undergraduate","53065"
"2017","228723","Texas A & M University-College Station","Texas","Graduate","14864"
"2017","228769","The University of Texas at Arlington","Texas","Undergraduate","33307"
"2017","228769","The University of Texas at Arlington","Texas","Graduate","13190"
"2017","228778","The University of Texas at Austin","Texas","Undergraduate","40492"
"2017","228778","The University of Texas at Austin","Texas","Graduate","11033"
"2017","228787","The University of Texas at Dallas","Texas","Undergraduate","18470"
"2017","228787","The University of Texas at Dallas","Texas","Graduate","9172"
"2017","228796","The University of Texas at El Paso","Texas","Undergraduate","21341"
"2017","228796","The University of Texas at El Paso","Texas","Graduate","3737"
"2017","228802","The University of Texas at Tyler","Texas","Undergraduate","7440"
"2017","228802","The University of Texas at Tyler","Texas","Graduate","2962"
"2017","228909","University of North Texas Health Science Center","Texas","Graduate","2285"
"2017","229018","The University of Texas of the Permian Basin","Texas","Undergraduate","6065"
"2017","229018","The University of Texas of the Permian Basin","Texas","Graduate","957"
"2017","229027","The University of Texas at San Antonio","Texas","Undergraduate","26444"
"2017","229027","The University of Texas at San Antonio","Texas","Graduate","4324"
"2017","229063","Texas Southern University","Texas","Undergraduate","7967"
"2017","229063","Texas Southern University","Texas","Graduate","2270"
"2017","229115","Texas Tech University","Texas","Undergraduate","30737"
"2017","229115","Texas Tech University","Texas","Graduate","6259"
"2017","229179","Texas Woman's University","Texas","Undergraduate","10310"
"2017","229179","Texas Woman's University","Texas","Graduate","5163"
"2017","229300","The University of Texas Health Science Center at Houston","Texas","Undergraduate","709"
"2017","229300","The University of Texas Health Science Center at Houston","Texas","Graduate","4533"
"2017","229337","Texas Tech University Health Sciences Center","Texas","Undergraduate","1597"
"2017","229337","Texas Tech University Health Sciences Center","Texas","Graduate","3856"
"2017","229355","Tyler Junior College","Texas","Undergraduate","11649"
"2017","229814","West Texas A & M University","Texas","Undergraduate","7394"
"2017","229814","West Texas A & M University","Texas","Graduate","2666"
"2017","262129","New College of Florida","Florida","Undergraduate","835"
"2017","262129","New College of Florida","Florida","Graduate","24"
"2017","407009","Arizona State University-West","Arizona","Undergraduate","3630"
"2017","407009","Arizona State University-West","Arizona","Graduate","433"
"2017","409315","South Texas College","Texas","Undergraduate","31321"
"2017","416801","The University of Texas MD Anderson Cancer Center","Texas","Undergraduate","321"
"2017","416801","The University of Texas MD Anderson Cancer Center","Texas","Graduate","36"
"2017","420574","Arizona State University-Polytechnic","Arizona","Undergraduate","4239"
"2017","420574","Arizona State University-Polytechnic","Arizona","Graduate","570"
"2017","433660","Florida Gulf Coast University","Florida","Undergraduate","13854"
"2017","433660","Florida Gulf Coast University","Florida","Graduate","1111"
"2017","447689","Georgia Gwinnett College","Georgia","Undergraduate","12287"
"2017","448840","University of South Florida-St Petersburg","Florida","Undergraduate","4251"
"2017","448840","University of South Florida-St Petersburg","Florida","Graduate","644"
"2017","448886","Arizona State University-Downtown Phoenix","Arizona","Undergraduate","8902"
"2017","448886","Arizona State University-Downtown Phoenix","Arizona","Graduate","2563"
"2017","451671","University of South Florida-Sarasota-Manatee","Florida","Undergraduate","1935"
"2017","451671","University of South Florida-Sarasota-Manatee","Florida","Graduate","182"
"2017","456959","University of Minnesota-Rochester","Minnesota","Undergraduate","472"
"2017","459949","Texas A&M University-San Antonio","Texas","Undergraduate","5401"
"2017","459949","Texas A&M University-San Antonio","Texas","Graduate","936"
"2017","482149","Augusta University","Georgia","Undergraduate","5291"
"2017","482149","Augusta University","Georgia","Graduate","2929"
"2017","482158","Middle Georgia State University","Georgia","Undergraduate","7221"
"2017","482158","Middle Georgia State University","Georgia","Graduate","120"
"2017","482680","University of North Georgia","Georgia","Undergraduate","18173"
"2017","482680","University of North Georgia","Georgia","Graduate","609"
"2017","482699","South Georgia State College","Georgia","Undergraduate","2540"
"2017","482936","Florida Polytechnic University","Florida","Undergraduate","1439"
"2017","482936","Florida Polytechnic University","Florida","Graduate","17"
"2017","483036","Texas A & M University-Central Texas","Texas","Undergraduate","1940"
"2017","483036","Texas A & M University-Central Texas","Texas","Graduate","635"
"2017","483124","Arizona State University-Skysong","Arizona","Undergraduate","24346"
"2017","483124","Arizona State University-Skysong","Arizona","Graduate","7356"
"2017","484473","University of Florida-Online","Florida","Undergraduate","2865"
"2017","484905","University of North Texas at Dallas","Texas","Undergraduate","2687"
"2017","484905","University of North Texas at Dallas","Texas","Graduate","822"
"2017","485111","Georgia Military College","Georgia","Undergraduate","8595"
"2017","485537","University of Texas Health Science Center at Tyler","Texas","Graduate","35"
"2017","486840","Kennesaw State University","Georgia","Undergraduate","32945"
"2017","486840","Kennesaw State University","Georgia","Graduate","2901"
"2017","487296","University of Arizona-South","Arizona","Undergraduate","417"
"2017","487296","University of Arizona-South","Arizona","Graduate","48"
"2016","103778","Thunderbird School of Global Management","Arizona","Graduate","297"
"2016","104151","Arizona State University-Tempe","Arizona","Undergraduate","42477"
"2016","104151","Arizona State University-Tempe","Arizona","Graduate","9392"
"2016","104179","University of Arizona","Arizona","Undergraduate","33694"
"2016","104179","University of Arizona","Arizona","Graduate","9467"
"2016","105297","Dine College","Arizona","Undergraduate","1396"
"2016","105330","Northern Arizona University","Arizona","Undergraduate","26500"
"2016","105330","Northern Arizona University","Arizona","Graduate","3861"
"2016","132693","Eastern Florida State College","Florida","Undergraduate","15825"
"2016","132709","Broward College","Florida","Undergraduate","43700"
"2016","132851","College of Central Florida","Florida","Undergraduate","7375"
"2016","132903","University of Central Florida","Florida","Undergraduate","55723"
"2016","132903","University of Central Florida","Florida","Graduate","8365"
"2016","133021","Chipola College","Florida","Undergraduate","2231"
"2016","133386","Daytona State College","Florida","Undergraduate","12706"
"2016","133508","Florida SouthWestern State College","Florida","Undergraduate","16627"
"2016","133650","Florida Agricultural and Mechanical University","Florida","Undergraduate","7769"
"2016","133650","Florida Agricultural and Mechanical University","Florida","Graduate","1850"
"2016","133669","Florida Atlantic University","Florida","Undergraduate","25402"
"2016","133669","Florida Atlantic University","Florida","Graduate","5139"
"2016","133702","Florida State College at Jacksonville","Florida","Undergraduate","24078"
"2016","133951","Florida International University","Florida","Undergraduate","45856"
"2016","133951","Florida International University","Florida","Graduate","9147"
"2016","134097","Florida State University","Florida","Undergraduate","32933"
"2016","134097","Florida State University","Florida","Graduate","8240"
"2016","134130","University of Florida","Florida","Undergraduate","34554"
"2016","134130","University of Florida","Florida","Graduate","17813"
"2016","134343","Gulf Coast State College","Florida","Undergraduate","5483"
"2016","134608","Indian River State College","Florida","Undergraduate","18244"
"2016","135160","Florida Gateway College","Florida","Undergraduate","3197"
"2016","135188","Lake-Sumter State College","Florida","Undergraduate","4613"
"2016","135391","State College of Florida-Manatee-Sarasota","Florida","Undergraduate","10480"
"2016","135717","Miami Dade College","Florida","Undergraduate","55206"
"2016","136172","University of North Florida","Florida","Undergraduate","13846"
"2016","136172","University of North Florida","Florida","Graduate","1916"
"2016","136233","Northwest Florida State College","Florida","Undergraduate","5761"
"2016","136358","Palm Beach State College","Florida","Undergraduate","30520"
"2016","136400","Pasco-Hernando State College","Florida","Undergraduate","11822"
"2016","136473","Pensacola State College","Florida","Undergraduate","9643"
"2016","136516","Polk State College","Florida","Undergraduate","11364"
"2016","137078","St Petersburg College","Florida","Undergraduate","30028"
"2016","137096","Santa Fe College","Florida","Undergraduate","15404"
"2016","137209","Seminole State College of Florida","Florida","Undergraduate","17706"
"2016","137281","Saint Johns River State College","Florida","Undergraduate","7114"
"2016","137315","South Florida State College","Florida","Undergraduate","2722"
"2016","137351","University of South Florida-Main Campus","Florida","Undergraduate","31461"
"2016","137351","University of South Florida-Main Campus","Florida","Graduate","11400"
"2016","137759","Tallahassee Community College","Florida","Undergraduate","12200"
"2016","138187","Valencia College","Florida","Undergraduate","44515"
"2016","138354","The University of West Florida","Florida","Undergraduate","10078"
"2016","138354","The University of West Florida","Florida","Graduate","2888"
"2016","138558","Abraham Baldwin Agricultural College","Georgia","Undergraduate","3475"
"2016","138691","Darton State College","Georgia","Undergraduate","4120"
"2016","138716","Albany State University","Georgia","Undergraduate","2594"
"2016","138716","Albany State University","Georgia","Graduate","447"
"2016","138789","Armstrong State University","Georgia","Undergraduate","6397"
"2016","138789","Armstrong State University","Georgia","Graduate","760"
"2016","138901","Atlanta Metropolitan State College","Georgia","Undergraduate","2783"
"2016","139010","Bainbridge State College","Georgia","Undergraduate","2468"
"2016","139250","College of Coastal Georgia","Georgia","Undergraduate","3529"
"2016","139311","Clayton  State University","Georgia","Undergraduate","6555"
"2016","139311","Clayton  State University","Georgia","Graduate","441"
"2016","139366","Columbus State University","Georgia","Undergraduate","6789"
"2016","139366","Columbus State University","Georgia","Graduate","1618"
"2016","139463","Dalton State College","Georgia","Undergraduate","5188"
"2016","139621","East Georgia State College","Georgia","Undergraduate","3152"
"2016","139700","Georgia Highlands College","Georgia","Undergraduate","6013"
"2016","139719","Fort Valley State University","Georgia","Undergraduate","2252"
"2016","139719","Fort Valley State University","Georgia","Graduate","427"
"2016","139755","Georgia Institute of Technology-Main Campus","Georgia","Undergraduate","15489"
"2016","139755","Georgia Institute of Technology-Main Campus","Georgia","Graduate","11350"
"2016","139764","Georgia Southwestern State University","Georgia","Undergraduate","2558"
"2016","139764","Georgia Southwestern State University","Georgia","Graduate","396"
"2016","139861","Georgia College and State University","Georgia","Undergraduate","6047"
"2016","139861","Georgia College and State University","Georgia","Graduate","868"
"2016","139931","Georgia Southern University","Georgia","Undergraduate","18005"
"2016","139931","Georgia Southern University","Georgia","Graduate","2668"
"2016","139940","Georgia State University","Georgia","Undergraduate","25228"
"2016","139940","Georgia State University","Georgia","Graduate","7009"
"2016","139959","University of Georgia","Georgia","Undergraduate","27951"
"2016","139959","University of Georgia","Georgia","Graduate","8623"
"2016","139968","Gordon State College","Georgia","Undergraduate","3901"
"2016","140960","Savannah State University","Georgia","Undergraduate","4772"
"2016","140960","Savannah State University","Georgia","Graduate","183"
"2016","141264","Valdosta State University","Georgia","Undergraduate","8780"
"2016","141264","Valdosta State University","Georgia","Graduate","2595"
"2016","141334","University of West Georgia","Georgia","Undergraduate","11155"
"2016","141334","University of West Georgia","Georgia","Graduate","2153"
"2016","173124","Bemidji State University","Minnesota","Undergraduate","4808"
"2016","173124","Bemidji State University","Minnesota","Graduate","330"
"2016","173920","Minnesota State University-Mankato","Minnesota","Undergraduate","13192"
"2016","173920","Minnesota State University-Mankato","Minnesota","Graduate","1973"
"2016","174020","Metropolitan State University","Minnesota","Undergraduate","7571"
"2016","174020","Metropolitan State University","Minnesota","Graduate","786"
"2016","174066","University of Minnesota-Twin Cities","Minnesota","Undergraduate","34871"
"2016","174066","University of Minnesota-Twin Cities","Minnesota","Graduate","16709"
"2016","174075","University of Minnesota-Crookston","Minnesota","Undergraduate","2676"
"2016","174233","University of Minnesota-Duluth","Minnesota","Undergraduate","9967"
"2016","174233","University of Minnesota-Duluth","Minnesota","Graduate","1051"
"2016","174251","University of Minnesota-Morris","Minnesota","Undergraduate","1771"
"2016","174358","Minnesota State University Moorhead","Minnesota","Undergraduate","5205"
"2016","174358","Minnesota State University Moorhead","Minnesota","Graduate","718"
"2016","174783","Saint Cloud State University","Minnesota","Undergraduate","13878"
"2016","174783","Saint Cloud State University","Minnesota","Graduate","1866"
"2016","175078","Southwest Minnesota State University","Minnesota","Undergraduate","7007"
"2016","175078","Southwest Minnesota State University","Minnesota","Graduate","488"
"2016","175272","Winona State University","Minnesota","Undergraduate","7661"
"2016","175272","Winona State University","Minnesota","Graduate","478"
"2016","200697","Air Force Institute of Technology-Graduate School of Engineering & Management","Ohio","Graduate","966"
"2016","200800","University of Akron Main Campus","Ohio","Undergraduate","17417"
"2016","200800","University of Akron Main Campus","Ohio","Graduate","3683"
"2016","201441","Bowling Green State University-Main Campus","Ohio","Undergraduate","14852"
"2016","201441","Bowling Green State University-Main Campus","Ohio","Graduate","2792"
"2016","201690","Central State University","Ohio","Undergraduate","1729"
"2016","201690","Central State University","Ohio","Graduate","12"
"2016","201885","University of Cincinnati-Main Campus","Ohio","Undergraduate","25820"
"2016","201885","University of Cincinnati-Main Campus","Ohio","Graduate","10776"
"2016","201946","University of Cincinnati-Clermont College","Ohio","Undergraduate","2883"
"2016","201955","University of Cincinnati-Blue Ash College","Ohio","Undergraduate","4818"
"2016","202134","Cleveland State University","Ohio","Undergraduate","12352"
"2016","202134","Cleveland State University","Ohio","Graduate","4512"
"2016","203447","Kent State University at Ashtabula","Ohio","Undergraduate","2074"
"2016","203456","Kent State University at East Liverpool","Ohio","Undergraduate","1302"
"2016","203465","Kent State University at Stark","Ohio","Undergraduate","4998"
"2016","203465","Kent State University at Stark","Ohio","Graduate","17"
"2016","203474","Kent State University at Trumbull","Ohio","Undergraduate","2377"
"2016","203474","Kent State University at Trumbull","Ohio","Graduate","2"
"2016","203483","Kent State University at Tuscarawas","Ohio","Undergraduate","2035"
"2016","203483","Kent State University at Tuscarawas","Ohio","Graduate","31"
"2016","203492","Kent State University at Salem","Ohio","Undergraduate","1673"
"2016","203492","Kent State University at Salem","Ohio","Graduate","2"
"2016","203517","Kent State University at Kent","Ohio","Undergraduate","23684"
"2016","203517","Kent State University at Kent","Ohio","Graduate","6483"
"2016","203526","Kent State University at Geauga","Ohio","Undergraduate","2415"
"2016","203526","Kent State University at Geauga","Ohio","Graduate","1"
"2016","204006","Miami University-Hamilton","Ohio","Undergraduate","2884"
"2016","204006","Miami University-Hamilton","Ohio","Graduate","10"
"2016","204015","Miami University-Middletown","Ohio","Undergraduate","1914"
"2016","204024","Miami University-Oxford","Ohio","Undergraduate","16981"
"2016","204024","Miami University-Oxford","Ohio","Graduate","2716"
"2016","204477","Northeast Ohio Medical University","Ohio","Graduate","959"
"2016","204671","Ohio State University-Lima Campus","Ohio","Undergraduate","1024"
"2016","204671","Ohio State University-Lima Campus","Ohio","Graduate","15"
"2016","204680","Ohio State University-Mansfield Campus","Ohio","Undergraduate","1123"
