"year","unitid","inst_name","state_name","ftpt","retention_rate"
"2014","173920","Minnesota State University-Mankato","Minnesota","Full-time","0.73"
"2014","173920","Minnesota State University-Mankato","Minnesota","Part-time","0.25"
"2014","173920","Minnesota State University-Mankato","Minnesota","Total","0.73"
"2014","174020","Metropolitan State University","Minnesota","Full-time","0.7"
"2014","174020","Metropolitan State University","Minnesota","Part-time","0.67"
"2014","174020","Metropolitan State University","Minnesota","Total","0.69"
"2014","174066","University of Minnesota-Twin Cities","Minnesota","Full-time","0.92"
"2014","174066","University of Minnesota-Twin Cities","Minnesota","Part-time","0.83"
"2014","174066","University of Minnesota-Twin Cities","Minnesota","Total","0.92"
"2014","174075","University of Minnesota-Crookston","Minnesota","Full-time","0.66"
"2014","174075","University of Minnesota-Crookston","Minnesota","Part-time","0.54"
"2014","174075","University of Minnesota-Crookston","Minnesota","Total","0.65"
"2014","174233","University of Minnesota-Duluth","Minnesota","Full-time","0.77"
"2014","174233","University of Minnesota-Duluth","Minnesota","Part-time","0.25"
"2014","174233","University of Minnesota-Duluth","Minnesota","Total","0.77"
"2014","174251","University of Minnesota-Morris","Minnesota","Full-time","0.79"
"2014","174251","University of Minnesota-Morris","Minnesota","Part-time","1"
"2014","174251","University of Minnesota-Morris","Minnesota","Total","0.79"
"2014","174358","Minnesota State University Moorhead","Minnesota","Full-time","0.71"
"2014","174358","Minnesota State University Moorhead","Minnesota","Part-time","0.6"
"2014","174358","Minnesota State University Moorhead","Minnesota","Total","0.7"
"2014","174783","Saint Cloud State University","Minnesota","Full-time","0.73"
"2014","174783","Saint Cloud State University","Minnesota","Part-time","0.5"
"2014","174783","Saint Cloud State University","Minnesota","Total","0.72"
"2014","175078","Southwest Minnesota State University","Minnesota","Full-time","0.69"
"2014","175078","Southwest Minnesota State University","Minnesota","Part-time","0.25"
"2014","175078","Southwest Minnesota State University","Minnesota","Total","0.68"
"2014","175272","Winona State University","Minnesota","Full-time","0.76"
"2014","175272","Winona State University","Minnesota","Part-time","0.27"
"2014","175272","Winona State University","Minnesota","Total","0.76"
"2014","200800","University of Akron Main Campus","Ohio","Full-time","0.74"
"2014","200800","University of Akron Main Campus","Ohio","Part-time","0.43"
"2014","200800","University of Akron Main Campus","Ohio","Total","0.73"
"2014","201441","Bowling Green State University-Main Campus","Ohio","Full-time","0.76"
"2014","201441","Bowling Green State University-Main Campus","Ohio","Part-time","0.39"
"2014","201441","Bowling Green State University-Main Campus","Ohio","Total","0.76"
"2014","201690","Central State University","Ohio","Full-time","0.51"
"2014","201690","Central State University","Ohio","Part-time","0"
"2014","201690","Central State University","Ohio","Total","0.5"
"2014","201885","University of Cincinnati-Main Campus","Ohio","Full-time","0.86"
"2014","201885","University of Cincinnati-Main Campus","Ohio","Part-time","0.6"
"2014","201885","University of Cincinnati-Main Campus","Ohio","Total","0.86"
"2014","201946","University of Cincinnati-Clermont College","Ohio","Full-time",""
"2014","201946","University of Cincinnati-Clermont College","Ohio","Part-time",""
"2014","201946","University of Cincinnati-Clermont College","Ohio","Total",""
"2014","201955","University of Cincinnati-Blue Ash College","Ohio","Full-time",""
"2014","201955","University of Cincinnati-Blue Ash College","Ohio","Part-time",""
"2014","201955","University of Cincinnati-Blue Ash College","Ohio","Total",""
"2014","202134","Cleveland State University","Ohio","Full-time","0.7"
"2014","202134","Cleveland State University","Ohio","Part-time","0.57"
"2014","202134","Cleveland State University","Ohio","Total","0.69"
"2014","203447","Kent State University at Ashtabula","Ohio","Full-time","0.55"
"2014","203447","Kent State University at Ashtabula","Ohio","Part-time","0.35"
"2014","203447","Kent State University at Ashtabula","Ohio","Total","0.49"
"2014","203456","Kent State University at East Liverpool","Ohio","Full-time","0.54"
"2014","203456","Kent State University at East Liverpool","Ohio","Part-time","0.4"
"2014","203456","Kent State University at East Liverpool","Ohio","Total","0.53"
"2014","203465","Kent State University at Stark","Ohio","Full-time","0.64"
"2014","203465","Kent State University at Stark","Ohio","Part-time","0.52"
"2014","203465","Kent State University at Stark","Ohio","Total","0.62"
"2014","203474","Kent State University at Trumbull","Ohio","Full-time","0.58"
"2014","203474","Kent State University at Trumbull","Ohio","Part-time","0.44"
"2014","203474","Kent State University at Trumbull","Ohio","Total","0.55"
"2014","203483","Kent State University at Tuscarawas","Ohio","Full-time","0.61"
"2014","203483","Kent State University at Tuscarawas","Ohio","Part-time","0.27"
"2014","203483","Kent State University at Tuscarawas","Ohio","Total","0.54"
"2014","203492","Kent State University at Salem","Ohio","Full-time","0.58"
"2014","203492","Kent State University at Salem","Ohio","Part-time","0.48"
"2014","203492","Kent State University at Salem","Ohio","Total","0.56"
"2014","203517","Kent State University at Kent","Ohio","Full-time","0.82"
"2014","203517","Kent State University at Kent","Ohio","Part-time","0.53"
"2014","203517","Kent State University at Kent","Ohio","Total","0.81"
"2014","203526","Kent State University at Geauga","Ohio","Full-time","0.57"
"2014","203526","Kent State University at Geauga","Ohio","Part-time","0.48"
"2014","203526","Kent State University at Geauga","Ohio","Total","0.55"
"2014","204006","Miami University-Hamilton","Ohio","Full-time","0.62"
"2014","204006","Miami University-Hamilton","Ohio","Part-time","0.31"
"2014","204006","Miami University-Hamilton","Ohio","Total","0.57"
"2014","204015","Miami University-Middletown","Ohio","Full-time","0.58"
"2014","204015","Miami University-Middletown","Ohio","Part-time","0.21"
"2014","204015","Miami University-Middletown","Ohio","Total","0.52"
"2014","204024","Miami University-Oxford","Ohio","Full-time","0.9"
"2014","204024","Miami University-Oxford","Ohio","Part-time","0.71"
"2014","204024","Miami University-Oxford","Ohio","Total","0.9"
"2014","204671","Ohio State University-Lima Campus","Ohio","Full-time","0.64"
"2014","204671","Ohio State University-Lima Campus","Ohio","Part-time","0.38"
"2014","204671","Ohio State University-Lima Campus","Ohio","Total","0.63"
"2014","204680","Ohio State University-Mansfield Campus","Ohio","Full-time","0.67"
"2014","204680","Ohio State University-Mansfield Campus","Ohio","Part-time","0.24"
"2014","204680","Ohio State University-Mansfield Campus","Ohio","Total","0.66"
"2014","204699","Ohio State University-Marion Campus","Ohio","Full-time","0.7"
"2014","204699","Ohio State University-Marion Campus","Ohio","Part-time","0.59"
"2014","204699","Ohio State University-Marion Campus","Ohio","Total","0.69"
"2014","204705","Ohio State University-Newark Campus","Ohio","Full-time","0.63"
"2014","204705","Ohio State University-Newark Campus","Ohio","Part-time","0.28"
"2014","204705","Ohio State University-Newark Campus","Ohio","Total","0.62"
"2014","204796","Ohio State University-Main Campus","Ohio","Full-time","0.94"
"2014","204796","Ohio State University-Main Campus","Ohio","Part-time","0.44"
"2014","204796","Ohio State University-Main Campus","Ohio","Total","0.94"
"2014","204802","Ohio University-Eastern Campus","Ohio","Full-time","0.63"
"2014","204802","Ohio University-Eastern Campus","Ohio","Part-time","0.5"
"2014","204802","Ohio University-Eastern Campus","Ohio","Total","0.63"
"2014","204820","Ohio University-Chillicothe Campus","Ohio","Full-time","0.5"
"2014","204820","Ohio University-Chillicothe Campus","Ohio","Part-time","0.26"
"2014","204820","Ohio University-Chillicothe Campus","Ohio","Total","0.47"
"2014","204839","Ohio University-Southern Campus","Ohio","Full-time","0.5"
"2014","204839","Ohio University-Southern Campus","Ohio","Part-time","0.19"
"2014","204839","Ohio University-Southern Campus","Ohio","Total","0.47"
"2014","204848","Ohio University-Lancaster Campus","Ohio","Full-time","0.65"
"2014","204848","Ohio University-Lancaster Campus","Ohio","Part-time","0.51"
"2014","204848","Ohio University-Lancaster Campus","Ohio","Total","0.63"
"2014","204857","Ohio University-Main Campus","Ohio","Full-time","0.8"
"2014","204857","Ohio University-Main Campus","Ohio","Part-time","0.6"
"2014","204857","Ohio University-Main Campus","Ohio","Total","0.8"
"2014","204866","Ohio University-Zanesville Campus","Ohio","Full-time","0.59"
"2014","204866","Ohio University-Zanesville Campus","Ohio","Part-time","0.31"
"2014","204866","Ohio University-Zanesville Campus","Ohio","Total","0.57"
"2014","205443","Shawnee State University","Ohio","Full-time","0.57"
"2014","205443","Shawnee State University","Ohio","Part-time","0.35"
"2014","205443","Shawnee State University","Ohio","Total","0.56"
"2014","206084","University of Toledo","Ohio","Full-time","0.7"
"2014","206084","University of Toledo","Ohio","Part-time","0.48"
"2014","206084","University of Toledo","Ohio","Total","0.7"
"2014","206604","Wright State University-Main Campus","Ohio","Full-time","0.66"
"2014","206604","Wright State University-Main Campus","Ohio","Part-time","0.53"
"2014","206604","Wright State University-Main Campus","Ohio","Total","0.66"
"2014","206613","Wright State University-Lake Campus","Ohio","Full-time","0.71"
"2014","206613","Wright State University-Lake Campus","Ohio","Part-time","0.33"
"2014","206613","Wright State University-Lake Campus","Ohio","Total","0.68"
"2014","206695","Youngstown State University","Ohio","Full-time","0.7"
"2014","206695","Youngstown State University","Ohio","Part-time","0.34"
"2014","206695","Youngstown State University","Ohio","Total","0.68"
"2014","222831","Angelo State University","Texas","Full-time","0.62"
"2014","222831","Angelo State University","Texas","Part-time","0.31"
"2014","222831","Angelo State University","Texas","Total","0.62"
"2014","223506","Brazosport College","Texas","Full-time","0.94"
"2014","223506","Brazosport College","Texas","Part-time","0.7"
"2014","223506","Brazosport College","Texas","Total","0.76"
"2014","224147","Texas A & M University-Corpus Christi","Texas","Full-time","0.56"
"2014","224147","Texas A & M University-Corpus Christi","Texas","Part-time","0.32"
"2014","224147","Texas A & M University-Corpus Christi","Texas","Total","0.55"
"2014","224545","Texas A & M University-Texarkana","Texas","Full-time","0.56"
"2014","224545","Texas A & M University-Texarkana","Texas","Part-time","0"
"2014","224545","Texas A & M University-Texarkana","Texas","Total","0.55"
"2014","224554","Texas A & M University-Commerce","Texas","Full-time","0.68"
"2014","224554","Texas A & M University-Commerce","Texas","Part-time","0.74"
"2014","224554","Texas A & M University-Commerce","Texas","Total","0.68"
"2014","225414","University of Houston-Clear Lake","Texas","Full-time",""
"2014","225414","University of Houston-Clear Lake","Texas","Part-time",""
"2014","225414","University of Houston-Clear Lake","Texas","Total",""
"2014","225432","University of Houston-Downtown","Texas","Full-time","0.66"
"2014","225432","University of Houston-Downtown","Texas","Part-time","0.55"
"2014","225432","University of Houston-Downtown","Texas","Total","0.65"
"2014","225502","University of Houston-Victoria","Texas","Full-time","0.55"
"2014","225502","University of Houston-Victoria","Texas","Part-time","0.29"
"2014","225502","University of Houston-Victoria","Texas","Total","0.55"
"2014","225511","University of Houston","Texas","Full-time","0.86"
"2014","225511","University of Houston","Texas","Part-time","0.64"
"2014","225511","University of Houston","Texas","Total","0.85"
"2014","226091","Lamar University","Texas","Full-time","0.6"
"2014","226091","Lamar University","Texas","Part-time","0.51"
"2014","226091","Lamar University","Texas","Total","0.6"
"2014","226152","Texas A & M International University","Texas","Full-time","0.76"
"2014","226152","Texas A & M International University","Texas","Part-time","0.4"
"2014","226152","Texas A & M International University","Texas","Total","0.75"
"2014","226806","Midland College","Texas","Full-time",""
"2014","226806","Midland College","Texas","Part-time",""
"2014","226806","Midland College","Texas","Total",""
"2014","226833","Midwestern State University","Texas","Full-time","0.72"
"2014","226833","Midwestern State University","Texas","Part-time","0.63"
"2014","226833","Midwestern State University","Texas","Total","0.72"
"2014","227216","University of North Texas","Texas","Full-time","0.78"
"2014","227216","University of North Texas","Texas","Part-time","0.65"
"2014","227216","University of North Texas","Texas","Total","0.78"
"2014","227368","The University of Texas-Pan American","Texas","Full-time","0.76"
"2014","227368","The University of Texas-Pan American","Texas","Part-time","0.57"
"2014","227368","The University of Texas-Pan American","Texas","Total","0.75"
"2014","227377","The University of Texas at Brownsville","Texas","Full-time","0.71"
"2014","227377","The University of Texas at Brownsville","Texas","Part-time","0.47"
"2014","227377","The University of Texas at Brownsville","Texas","Total","0.68"
"2014","227526","Prairie View A & M University","Texas","Full-time","0.67"
"2014","227526","Prairie View A & M University","Texas","Part-time","0.33"
"2014","227526","Prairie View A & M University","Texas","Total","0.67"
"2014","227881","Sam Houston State University","Texas","Full-time","0.79"
"2014","227881","Sam Houston State University","Texas","Part-time","0.62"
"2014","227881","Sam Houston State University","Texas","Total","0.78"
"2014","228431","Stephen F Austin State University","Texas","Full-time","0.7"
"2014","228431","Stephen F Austin State University","Texas","Part-time","0.62"
"2014","228431","Stephen F Austin State University","Texas","Total","0.7"
"2014","228459","Texas State University","Texas","Full-time","0.76"
"2014","228459","Texas State University","Texas","Part-time","0.69"
"2014","228459","Texas State University","Texas","Total","0.76"
"2014","228501","Sul Ross State University","Texas","Full-time","0.51"
"2014","228501","Sul Ross State University","Texas","Part-time","0.25"
"2014","228501","Sul Ross State University","Texas","Total","0.51"
"2014","228529","Tarleton State University","Texas","Full-time","0.68"
"2014","228529","Tarleton State University","Texas","Part-time","0.6"
"2014","228529","Tarleton State University","Texas","Total","0.68"
"2014","228635","University of Texas Southwestern Medical Center","Texas","Full-time",""
"2014","228635","University of Texas Southwestern Medical Center","Texas","Part-time",""
"2014","228635","University of Texas Southwestern Medical Center","Texas","Total",""
"2014","228644","The University of Texas Health Science Center at San Antonio","Texas","Full-time",""
"2014","228644","The University of Texas Health Science Center at San Antonio","Texas","Part-time",""
"2014","228644","The University of Texas Health Science Center at San Antonio","Texas","Total",""
"2014","228653","The University of Texas Medical Branch","Texas","Full-time",""
"2014","228653","The University of Texas Medical Branch","Texas","Part-time",""
"2014","228653","The University of Texas Medical Branch","Texas","Total",""
"2014","228705","Texas A & M University-Kingsville","Texas","Full-time","0.64"
"2014","228705","Texas A & M University-Kingsville","Texas","Part-time","0.41"
"2014","228705","Texas A & M University-Kingsville","Texas","Total","0.63"
"2014","228723","Texas A & M University-College Station","Texas","Full-time","0.9"
"2014","228723","Texas A & M University-College Station","Texas","Part-time","0.89"
"2014","228723","Texas A & M University-College Station","Texas","Total","0.9"
"2014","228769","The University of Texas at Arlington","Texas","Full-time","0.69"
"2014","228769","The University of Texas at Arlington","Texas","Part-time","0.51"
"2014","228769","The University of Texas at Arlington","Texas","Total","0.69"
"2014","228778","The University of Texas at Austin","Texas","Full-time","0.94"
"2014","228778","The University of Texas at Austin","Texas","Part-time","0.8"
"2014","228778","The University of Texas at Austin","Texas","Total","0.94"
"2014","228787","The University of Texas at Dallas","Texas","Full-time","0.86"
"2014","228787","The University of Texas at Dallas","Texas","Part-time","0.68"
"2014","228787","The University of Texas at Dallas","Texas","Total","0.86"
"2014","228796","The University of Texas at El Paso","Texas","Full-time","0.68"
"2014","228796","The University of Texas at El Paso","Texas","Part-time","0.45"
"2014","228796","The University of Texas at El Paso","Texas","Total","0.66"
"2014","228802","The University of Texas at Tyler","Texas","Full-time","0.61"
"2014","228802","The University of Texas at Tyler","Texas","Part-time","0.5"
"2014","228802","The University of Texas at Tyler","Texas","Total","0.61"
"2014","229018","The University of Texas of the Permian Basin","Texas","Full-time","0.69"
"2014","229018","The University of Texas of the Permian Basin","Texas","Part-time","0.33"
"2014","229018","The University of Texas of the Permian Basin","Texas","Total","0.67"
"2014","229027","The University of Texas at San Antonio","Texas","Full-time","0.64"
"2014","229027","The University of Texas at San Antonio","Texas","Part-time","0.38"
"2014","229027","The University of Texas at San Antonio","Texas","Total","0.63"
"2014","229063","Texas Southern University","Texas","Full-time","0.53"
"2014","229063","Texas Southern University","Texas","Part-time","0.13"
"2014","229063","Texas Southern University","Texas","Total","0.51"
"2014","229115","Texas Tech University","Texas","Full-time","0.83"
"2014","229115","Texas Tech University","Texas","Part-time","0.62"
"2014","229115","Texas Tech University","Texas","Total","0.83"
"2014","229179","Texas Woman's University","Texas","Full-time","0.74"
"2014","229179","Texas Woman's University","Texas","Part-time","0.5"
"2014","229179","Texas Woman's University","Texas","Total","0.73"
"2014","229300","The University of Texas Health Science Center at Houston","Texas","Full-time",""
"2014","229300","The University of Texas Health Science Center at Houston","Texas","Part-time",""
"2014","229300","The University of Texas Health Science Center at Houston","Texas","Total",""
"2014","229337","Texas Tech University Health Sciences Center","Texas","Full-time",""
"2014","229337","Texas Tech University Health Sciences Center","Texas","Part-time",""
"2014","229337","Texas Tech University Health Sciences Center","Texas","Total",""
"2014","229814","West Texas A & M University","Texas","Full-time","0.67"
"2014","229814","West Texas A & M University","Texas","Part-time","0.44"
"2014","229814","West Texas A & M University","Texas","Total","0.66"
"2014","262129","New College of Florida","Florida","Full-time","0.8"
"2014","262129","New College of Florida","Florida","Part-time",""
"2014","262129","New College of Florida","Florida","Total","0.8"
"2014","407009","Arizona State University-West","Arizona","Full-time","0.86"
"2014","407009","Arizona State University-West","Arizona","Part-time","0.25"
"2014","407009","Arizona State University-West","Arizona","Total","0.85"
"2014","409315","South Texas College","Texas","Full-time","0.67"
"2014","409315","South Texas College","Texas","Part-time","0.44"
"2014","409315","South Texas College","Texas","Total","0.59"
"2014","416801","The University of Texas MD Anderson Cancer Center","Texas","Full-time",""
"2014","416801","The University of Texas MD Anderson Cancer Center","Texas","Part-time",""
"2014","416801","The University of Texas MD Anderson Cancer Center","Texas","Total",""
"2014","420574","Arizona State University-Polytechnic","Arizona","Full-time","0.82"
"2014","420574","Arizona State University-Polytechnic","Arizona","Part-time","0.5"
"2014","420574","Arizona State University-Polytechnic","Arizona","Total","0.81"
"2014","433660","Florida Gulf Coast University","Florida","Full-time","0.78"
"2014","433660","Florida Gulf Coast University","Florida","Part-time","0.58"
"2014","433660","Florida Gulf Coast University","Florida","Total","0.78"
"2014","447689","Georgia Gwinnett College","Georgia","",""
"2014","448840","University of South Florida-St Petersburg","Florida","Full-time","0.65"
"2014","448840","University of South Florida-St Petersburg","Florida","Part-time","0.3"
"2014","448840","University of South Florida-St Petersburg","Florida","Total","0.64"
"2014","448886","Arizona State University-Downtown Phoenix","Arizona","",""
"2014","451671","University of South Florida-Sarasota-Manatee","Florida","Full-time","0.75"
"2014","451671","University of South Florida-Sarasota-Manatee","Florida","Part-time","1"
"2014","451671","University of South Florida-Sarasota-Manatee","Florida","Total","0.76"
"2014","456959","University of Minnesota-Rochester","Minnesota","Full-time","0.81"
"2014","456959","University of Minnesota-Rochester","Minnesota","Part-time",""
"2014","456959","University of Minnesota-Rochester","Minnesota","Total","0.81"
"2014","482149","Georgia Regents University","Georgia","",""
"2014","482158","Middle Georgia State College","Georgia","",""
"2014","482680","University of North Georgia","Georgia","",""
"2014","482699","South Georgia State College","Georgia","",""
"2014","482936","Florida Polytechnic University","Florida","Full-time",""
"2014","482936","Florida Polytechnic University","Florida","Part-time",""
"2014","482936","Florida Polytechnic University","Florida","Total",""
"2014","483036","Texas A & M University-Central Texas","Texas","Full-time",""
"2014","483036","Texas A & M University-Central Texas","Texas","Part-time",""
"2014","483036","Texas A & M University-Central Texas","Texas","Total",""
"2014","483124","Arizona State University-Skysong","Arizona","",""
"2014","484473","University of Florida-Online","Florida","Full-time",""
"2014","484473","University of Florida-Online","Florida","Part-time",""
"2014","484473","University of Florida-Online","Florida","Total",""
"2014","484905","University of North Texas at Dallas","Texas","Full-time","0.56"
"2014","484905","University of North Texas at Dallas","Texas","Part-time","0"
"2014","484905","University of North Texas at Dallas","Texas","Total","0.54"
"2013","104151","Arizona State University-Tempe","Arizona","Full-time","0.84"
"2013","104151","Arizona State University-Tempe","Arizona","Part-time","0.4"
"2013","104151","Arizona State University-Tempe","Arizona","Total","0.84"
"2013","104179","University of Arizona","Arizona","Full-time","0.81"
"2013","104179","University of Arizona","Arizona","Part-time","0.59"
"2013","104179","University of Arizona","Arizona","Total","0.8"
"2013","105297","Dine College","Arizona","Full-time","0.8"
"2013","105297","Dine College","Arizona","Part-time",""
"2013","105297","Dine College","Arizona","Total","0.8"
"2013","105330","Northern Arizona University","Arizona","Full-time","0.72"
"2013","105330","Northern Arizona University","Arizona","Part-time","0.44"
"2013","105330","Northern Arizona University","Arizona","Total","0.71"
"2013","132693","Eastern Florida State College","Florida","Full-time",""
"2013","132693","Eastern Florida State College","Florida","Part-time",""
"2013","132693","Eastern Florida State College","Florida","Total",""
"2013","132709","Broward College","Florida","Full-time",""
"2013","132709","Broward College","Florida","Part-time",""
"2013","132709","Broward College","Florida","Total",""
"2013","132851","College of Central Florida","Florida","Full-time",""
"2013","132851","College of Central Florida","Florida","Part-time",""
"2013","132851","College of Central Florida","Florida","Total",""
"2013","132903","University of Central Florida","Florida","Full-time","0.87"
"2013","132903","University of Central Florida","Florida","Part-time","0.78"
"2013","132903","University of Central Florida","Florida","Total","0.87"
"2013","133021","Chipola College","Florida","Full-time",""
"2013","133021","Chipola College","Florida","Part-time",""
"2013","133021","Chipola College","Florida","Total",""
"2013","133386","Daytona State College","Florida","Full-time",""
"2013","133386","Daytona State College","Florida","Part-time",""
"2013","133386","Daytona State College","Florida","Total",""
"2013","133508","Edison State College","Florida","Full-time",""
"2013","133508","Edison State College","Florida","Part-time",""
"2013","133508","Edison State College","Florida","Total",""
"2013","133650","Florida Agricultural and Mechanical University","Florida","Full-time","0.82"
"2013","133650","Florida Agricultural and Mechanical University","Florida","Part-time","0.29"
"2013","133650","Florida Agricultural and Mechanical University","Florida","Total","0.81"
"2013","133669","Florida Atlantic University","Florida","Full-time","0.77"
"2013","133669","Florida Atlantic University","Florida","Part-time","0.68"
"2013","133669","Florida Atlantic University","Florida","Total","0.76"
"2013","133702","Florida State College at Jacksonville","Florida","Full-time",""
"2013","133702","Florida State College at Jacksonville","Florida","Part-time",""
"2013","133702","Florida State College at Jacksonville","Florida","Total",""
"2013","133951","Florida International University","Florida","Full-time","0.84"
"2013","133951","Florida International University","Florida","Part-time","0.66"
"2013","133951","Florida International University","Florida","Total","0.83"
"2013","134097","Florida State University","Florida","Full-time","0.92"
"2013","134097","Florida State University","Florida","Part-time","0.69"
"2013","134097","Florida State University","Florida","Total","0.92"
"2013","134130","University of Florida","Florida","Full-time","0.96"
"2013","134130","University of Florida","Florida","Part-time","0.82"
"2013","134130","University of Florida","Florida","Total","0.96"
"2013","134343","Gulf Coast State College","Florida","Full-time",""
"2013","134343","Gulf Coast State College","Florida","Part-time",""
"2013","134343","Gulf Coast State College","Florida","Total",""
"2013","134608","Indian River State College","Florida","Full-time",""
"2013","134608","Indian River State College","Florida","Part-time",""
"2013","134608","Indian River State College","Florida","Total",""
"2013","135160","Florida Gateway College","Florida","Full-time",""
"2013","135160","Florida Gateway College","Florida","Part-time",""
"2013","135160","Florida Gateway College","Florida","Total",""
"2013","135188","Lake-Sumter State College","Florida","Full-time",""
"2013","135188","Lake-Sumter State College","Florida","Part-time",""
"2013","135188","Lake-Sumter State College","Florida","Total",""
"2013","135391","State College of Florida-Manatee-Sarasota","Florida","Full-time",""
"2013","135391","State College of Florida-Manatee-Sarasota","Florida","Part-time",""
"2013","135391","State College of Florida-Manatee-Sarasota","Florida","Total",""
"2013","135717","Miami Dade College","Florida","Full-time",""
"2013","135717","Miami Dade College","Florida","Part-time",""
"2013","135717","Miami Dade College","Florida","Total",""
"2013","136172","University of North Florida","Florida","Full-time","0.82"
"2013","136172","University of North Florida","Florida","Part-time","0.7"
"2013","136172","University of North Florida","Florida","Total","0.81"
"2013","136233","Northwest Florida State College","Florida","Full-time",""
"2013","136233","Northwest Florida State College","Florida","Part-time",""
"2013","136233","Northwest Florida State College","Florida","Total",""
"2013","136358","Palm Beach State College","Florida","Full-time",""
"2013","136358","Palm Beach State College","Florida","Part-time",""
"2013","136358","Palm Beach State College","Florida","Total",""
"2013","136473","Pensacola State College","Florida","Full-time",""
"2013","136473","Pensacola State College","Florida","Part-time",""
"2013","136473","Pensacola State College","Florida","Total",""
"2013","136516","Polk State College","Florida","Full-time",""
"2013","136516","Polk State College","Florida","Part-time",""
"2013","136516","Polk State College","Florida","Total",""
"2013","137078","St Petersburg College","Florida","Full-time",""
"2013","137078","St Petersburg College","Florida","Part-time",""
"2013","137078","St Petersburg College","Florida","Total",""
"2013","137096","Santa Fe College","Florida","Full-time",""
"2013","137096","Santa Fe College","Florida","Part-time",""
"2013","137096","Santa Fe College","Florida","Total",""
"2013","137209","Seminole State College of Florida","Florida","Full-time",""
"2013","137209","Seminole State College of Florida","Florida","Part-time",""
"2013","137209","Seminole State College of Florida","Florida","Total",""
"2013","137281","Saint Johns River State College","Florida","Full-time",""
"2013","137281","Saint Johns River State College","Florida","Part-time",""
"2013","137281","Saint Johns River State College","Florida","Total",""
"2013","137315","South Florida State College","Florida","Full-time",""
"2013","137315","South Florida State College","Florida","Part-time",""
"2013","137315","South Florida State College","Florida","Total",""
"2013","137351","University of South Florida-Main Campus","Florida","Full-time","0.89"
"2013","137351","University of South Florida-Main Campus","Florida","Part-time","0.49"
"2013","137351","University of South Florida-Main Campus","Florida","Total","0.88"
"2013","138187","Valencia College","Florida","Full-time",""
"2013","138187","Valencia College","Florida","Part-time",""
"2013","138187","Valencia College","Florida","Total",""
"2013","138354","The University of West Florida","Florida","Full-time","0.7"
"2013","138354","The University of West Florida","Florida","Part-time","0.68"
"2013","138354","The University of West Florida","Florida","Total","0.7"
"2013","138558","Abraham Baldwin Agricultural College","Georgia","Full-time","0.6"
"2013","138558","Abraham Baldwin Agricultural College","Georgia","Part-time","0.17"
"2013","138558","Abraham Baldwin Agricultural College","Georgia","Total","0.59"
"2013","138716","Albany State University","Georgia","Full-time","0.7"
"2013","138716","Albany State University","Georgia","Part-time","0.43"
"2013","138716","Albany State University","Georgia","Total","0.69"
"2013","138789","Armstrong Atlantic State University","Georgia","Full-time","0.67"
"2013","138789","Armstrong Atlantic State University","Georgia","Part-time","0.41"
"2013","138789","Armstrong Atlantic State University","Georgia","Total","0.65"
"2013","138901","Atlanta Metropolitan State College","Georgia","Full-time","0.8"
"2013","138901","Atlanta Metropolitan State College","Georgia","Part-time",""
"2013","138901","Atlanta Metropolitan State College","Georgia","Total","0.8"
"2013","139250","College of Coastal Georgia","Georgia","Full-time","0.57"
"2013","139250","College of Coastal Georgia","Georgia","Part-time","0.52"
"2013","139250","College of Coastal Georgia","Georgia","Total","0.57"
"2013","139311","Clayton  State University","Georgia","Full-time","0.73"
"2013","139311","Clayton  State University","Georgia","Part-time","0.67"
"2013","139311","Clayton  State University","Georgia","Total","0.72"
"2013","139366","Columbus State University","Georgia","Full-time","0.66"
"2013","139366","Columbus State University","Georgia","Part-time","0.53"
"2013","139366","Columbus State University","Georgia","Total","0.66"
"2013","139463","Dalton State College","Georgia","Full-time","0.71"
"2013","139463","Dalton State College","Georgia","Part-time","0.55"
"2013","139463","Dalton State College","Georgia","Total","0.69"
"2013","139621","East Georgia State College","Georgia","Full-time",""
"2013","139621","East Georgia State College","Georgia","Part-time",""
"2013","139621","East Georgia State College","Georgia","Total",""
"2013","139719","Fort Valley State University","Georgia","Full-time","0.59"
"2013","139719","Fort Valley State University","Georgia","Part-time","0.22"
"2013","139719","Fort Valley State University","Georgia","Total","0.57"
"2013","139755","Georgia Institute of Technology-Main Campus","Georgia","Full-time","0.96"
"2013","139755","Georgia Institute of Technology-Main Campus","Georgia","Part-time","1"
"2013","139755","Georgia Institute of Technology-Main Campus","Georgia","Total","0.96"
"2013","139764","Georgia Southwestern State University","Georgia","Full-time","0.65"
"2013","139764","Georgia Southwestern State University","Georgia","Part-time","0.33"
"2013","139764","Georgia Southwestern State University","Georgia","Total","0.64"
"2013","139861","Georgia College and State University","Georgia","Full-time","0.85"
"2013","139861","Georgia College and State University","Georgia","Part-time","0.71"
"2013","139861","Georgia College and State University","Georgia","Total","0.85"
"2013","139931","Georgia Southern University","Georgia","Full-time","0.8"
"2013","139931","Georgia Southern University","Georgia","Part-time","0.54"
"2013","139931","Georgia Southern University","Georgia","Total","0.8"
"2013","139940","Georgia State University","Georgia","Full-time","0.82"
"2013","139940","Georgia State University","Georgia","Part-time","0.54"
"2013","139940","Georgia State University","Georgia","Total","0.81"
"2013","139959","University of Georgia","Georgia","Full-time","0.94"
"2013","139959","University of Georgia","Georgia","Part-time","1"
"2013","139959","University of Georgia","Georgia","Total","0.94"
