"year","unitid","inst_name","state_name","years_after_entry","earnings_mean","earnings_sd"
"2010","226806","Midland College","Texas","7","34700","27700"
"2010","226806","Midland College","Texas","9","36100","25900"
"2010","226833","Midwestern State University","Texas","7","37400","24000"
"2010","226833","Midwestern State University","Texas","9","40700","25900"
"2010","227216","University of North Texas","Texas","7","39100","24900"
"2010","227216","University of North Texas","Texas","9","43800","29700"
"2010","227368","The University of Texas-Pan American","Texas","7","36200","24100"
"2010","227368","The University of Texas-Pan American","Texas","9","41400","28900"
"2010","227377","The University of Texas at Brownsville","Texas","7","31600","24100"
"2010","227377","The University of Texas at Brownsville","Texas","9","34700","27000"
"2010","227526","Prairie View A & M University","Texas","7","33100","23800"
"2010","227526","Prairie View A & M University","Texas","9","35800","25500"
"2010","227881","Sam Houston State University","Texas","7","39800","24300"
"2010","227881","Sam Houston State University","Texas","9","43800","30100"
"2010","228431","Stephen F Austin State University","Texas","7","37500","23300"
"2010","228431","Stephen F Austin State University","Texas","9","41400","26700"
"2010","228459","Texas State University-San Marcos","Texas","7","40900","27500"
"2010","228459","Texas State University-San Marcos","Texas","9","45500","28500"
"2010","228501","Sul Ross State University","Texas","7","34200","24300"
"2010","228501","Sul Ross State University","Texas","9","38400","22800"
"2010","228529","Tarleton State University","Texas","7","38600","22800"
"2010","228529","Tarleton State University","Texas","9","42900","28100"
"2010","228635","University of Texas Southwestern Medical Center at Dallas","Texas","7","80200","56800"
"2010","228635","University of Texas Southwestern Medical Center at Dallas","Texas","9","113100","90800"
"2010","228644","The University of Texas Health Science Center at San Antonio","Texas","7","84900","74800"
"2010","228644","The University of Texas Health Science Center at San Antonio","Texas","9","91800","89300"
"2010","228653","The University of Texas Medical Branch","Texas","7","70900","36600"
"2010","228653","The University of Texas Medical Branch","Texas","9","70800","41500"
"2010","228705","Texas A & M University-Kingsville","Texas","7","38300","25300"
"2010","228705","Texas A & M University-Kingsville","Texas","9","41000","29300"
"2010","228714","Texas A & M University-Galveston","Texas","7","52400","38700"
"2010","228714","Texas A & M University-Galveston","Texas","9","59100","43800"
"2010","228723","Texas A & M University-College Station","Texas","7","52400","38700"
"2010","228723","Texas A & M University-College Station","Texas","9","59100","43800"
"2010","228769","The University of Texas at Arlington","Texas","7","43400","29900"
"2010","228769","The University of Texas at Arlington","Texas","9","48500","31700"
"2010","228778","The University of Texas at Austin","Texas","7","55400","49100"
"2010","228778","The University of Texas at Austin","Texas","9","61400","55300"
"2010","228787","The University of Texas at Dallas","Texas","7","47800","30000"
"2010","228787","The University of Texas at Dallas","Texas","9","55800","43500"
"2010","228796","The University of Texas at El Paso","Texas","7","35400","28700"
"2010","228796","The University of Texas at El Paso","Texas","9","41300","30900"
"2010","228802","The University of Texas at Tyler","Texas","7","42700","27800"
"2010","228802","The University of Texas at Tyler","Texas","9","45700","29200"
"2010","228909","University of North Texas Health Science Center","Texas","7","115400","82700"
"2010","228909","University of North Texas Health Science Center","Texas","9","147100","107800"
"2010","229018","The University of Texas of the Permian Basin","Texas","7","38400","24300"
"2010","229018","The University of Texas of the Permian Basin","Texas","9","44800","29300"
"2010","229027","The University of Texas at San Antonio","Texas","7","39600","25300"
"2010","229027","The University of Texas at San Antonio","Texas","9","45500","28800"
"2010","229063","Texas Southern University","Texas","7","30300","27300"
"2010","229063","Texas Southern University","Texas","9","35700","31700"
"2010","229115","Texas Tech University","Texas","7","46000","36000"
"2010","229115","Texas Tech University","Texas","9","51100","42200"
"2010","229179","Texas Woman's University","Texas","7","44200","33700"
"2010","229179","Texas Woman's University","Texas","9","47600","28900"
"2010","229300","The University of Texas Health Science Center at Houston","Texas","7","92600","77600"
"2010","229300","The University of Texas Health Science Center at Houston","Texas","9","102300","93000"
"2010","229337","Texas Tech University Health Sciences Center","Texas","7","78900","54600"
"2010","229337","Texas Tech University Health Sciences Center","Texas","9","73700","59800"
"2010","229814","West Texas A & M University","Texas","7","37800","23500"
"2010","229814","West Texas A & M University","Texas","9","43200","36200"
"2010","262129","New College of Florida","Florida","7","Suppressed data","Suppressed data"
"2010","409315","South Texas College","Texas","7","29200","22300"
"2010","409315","South Texas College","Texas","9","33100","24000"
"2010","416801","The University of Texas M.D.  Anderson Cancer Center","Texas","7","71600","27100"
"2010","416801","The University of Texas M.D.  Anderson Cancer Center","Texas","9","Suppressed data","Suppressed data"
"2010","433660","Florida Gulf Coast University","Florida","7","37400","22100"
"2010","433660","Florida Gulf Coast University","Florida","9","42700","28000"
"2010","448840","University of South Florida-St. Petersburg Campus","Florida","7","38600","28600"
"2010","448840","University of South Florida-St. Petersburg Campus","Florida","9","44300","29300"
"2010","451671","University of South Florida Sarasota-Manatee","Florida","7","38600","28600"
"2010","451671","University of South Florida Sarasota-Manatee","Florida","9","44300","29300"
"2010","451680","University of South Florida-Polytechnic","Florida","7","38600","28600"
"2010","451680","University of South Florida-Polytechnic","Florida","9","44300","29300"
"2010","456959","University of Minnesota-Rochester","Minnesota","7","46500","35300"
"2010","456959","University of Minnesota-Rochester","Minnesota","9","51300","39500"
"2009","104151","Arizona State University","Arizona","10","54000","38800"
"2009","104151","Arizona State University","Arizona","6","41100","28400"
"2009","104151","Arizona State University","Arizona","8","48000","34700"
"2009","104179","University of Arizona","Arizona","10","54300","48600"
"2009","104179","University of Arizona","Arizona","6","40100","31500"
"2009","104179","University of Arizona","Arizona","8","47400","37900"
"2009","105297","Dine College","Arizona","10","24700","17500"
"2009","105297","Dine College","Arizona","6","21000","16100"
"2009","105297","Dine College","Arizona","8","23900","20100"
"2009","105330","Northern Arizona University","Arizona","10","45700","29600"
"2009","105330","Northern Arizona University","Arizona","6","36200","21800"
"2009","105330","Northern Arizona University","Arizona","8","40900","25300"
"2009","132709","Broward College","Florida","10","39800","28900"
"2009","132709","Broward College","Florida","6","31500","21600"
"2009","132709","Broward College","Florida","8","35600","25000"
"2009","132903","University of Central Florida","Florida","10","49700","34800"
"2009","132903","University of Central Florida","Florida","6","38500","25500"
"2009","132903","University of Central Florida","Florida","8","44500","32400"
"2009","133021","Chipola College","Florida","10","33300","21300"
"2009","133021","Chipola College","Florida","6","27600","17500"
"2009","133021","Chipola College","Florida","8","31300","20300"
"2009","133386","Daytona State College","Florida","10","33100","25400"
"2009","133386","Daytona State College","Florida","6","26400","19400"
"2009","133386","Daytona State College","Florida","8","30100","24300"
"2009","133508","Edison State College","Florida","10","37000","27500"
"2009","133508","Edison State College","Florida","6","31400","22500"
"2009","133508","Edison State College","Florida","8","34100","23200"
"2009","133650","Florida Agricultural and Mechanical University","Florida","10","48200","35500"
"2009","133650","Florida Agricultural and Mechanical University","Florida","6","35400","29600"
"2009","133650","Florida Agricultural and Mechanical University","Florida","8","42300","32900"
"2009","133669","Florida Atlantic University","Florida","10","48600","37400"
"2009","133669","Florida Atlantic University","Florida","6","37900","24200"
"2009","133669","Florida Atlantic University","Florida","8","43500","33900"
"2009","133702","Florida State College at Jacksonville","Florida","10","37000","27000"
"2009","133702","Florida State College at Jacksonville","Florida","6","30200","20700"
"2009","133702","Florida State College at Jacksonville","Florida","8","33300","23800"
"2009","133951","Florida International University","Florida","10","51600","38300"
"2009","133951","Florida International University","Florida","6","39500","26700"
"2009","133951","Florida International University","Florida","8","46700","31100"
"2009","134097","Florida State University","Florida","10","51600","41800"
"2009","134097","Florida State University","Florida","6","39100","33000"
"2009","134097","Florida State University","Florida","8","46000","36500"
"2009","134130","University of Florida","Florida","10","61300","47600"
"2009","134130","University of Florida","Florida","6","46700","41600"
"2009","134130","University of Florida","Florida","8","53800","39500"
"2009","134608","Indian River State College","Florida","10","33900","36900"
"2009","134608","Indian River State College","Florida","6","27100","19900"
"2009","134608","Indian River State College","Florida","8","30600","22400"
"2009","135391","State College of Florida-Manatee-Sarasota","Florida","10","36300","28700"
"2009","135391","State College of Florida-Manatee-Sarasota","Florida","6","28200","21200"
"2009","135391","State College of Florida-Manatee-Sarasota","Florida","8","32000","22800"
"2009","135717","Miami Dade College","Florida","10","38000","29800"
"2009","135717","Miami Dade College","Florida","6","29100","21700"
"2009","135717","Miami Dade College","Florida","8","33200","24300"
"2009","136172","University of North Florida","Florida","10","47100","31500"
"2009","136172","University of North Florida","Florida","6","37800","22800"
"2009","136172","University of North Florida","Florida","8","43600","27500"
"2009","136233","Northwest Florida State College","Florida","10","34500","25500"
"2009","136233","Northwest Florida State College","Florida","6","27500","19600"
"2009","136233","Northwest Florida State College","Florida","8","29900","21300"
"2009","136358","Palm Beach State College","Florida","10","39200","35400"
"2009","136358","Palm Beach State College","Florida","6","30300","26900"
"2009","136358","Palm Beach State College","Florida","8","33800","24500"
"2009","137078","St Petersburg College","Florida","10","37000","28300"
"2009","137078","St Petersburg College","Florida","6","30100","21700"
"2009","137078","St Petersburg College","Florida","8","34100","24500"
"2009","137096","Santa Fe College","Florida","10","38400","31100"
"2009","137096","Santa Fe College","Florida","6","29900","19900"
"2009","137096","Santa Fe College","Florida","8","35100","25200"
"2009","137351","University of South Florida-Main Campus","Florida","10","48300","38400"
"2009","137351","University of South Florida-Main Campus","Florida","6","36600","25900"
"2009","137351","University of South Florida-Main Campus","Florida","8","42700","26700"
"2009","138354","The University of West Florida","Florida","10","44800","31300"
"2009","138354","The University of West Florida","Florida","6","33300","20400"
"2009","138354","The University of West Florida","Florida","8","37300","23700"
"2009","138558","Abraham Baldwin Agricultural College","Georgia","10","35200","22200"
"2009","138558","Abraham Baldwin Agricultural College","Georgia","6","28900","19500"
"2009","138558","Abraham Baldwin Agricultural College","Georgia","8","33400","22500"
"2009","138716","Albany State University","Georgia","10","33800","21900"
"2009","138716","Albany State University","Georgia","6","27600","18000"
"2009","138716","Albany State University","Georgia","8","32200","21400"
"2009","138789","Armstrong Atlantic State University","Georgia","10","41800","27400"
"2009","138789","Armstrong Atlantic State University","Georgia","6","36700","23300"
"2009","138789","Armstrong Atlantic State University","Georgia","8","40600","25300"
"2009","138983","Augusta State University","Georgia","10","38300","26300"
"2009","138983","Augusta State University","Georgia","6","32800","22000"
"2009","138983","Augusta State University","Georgia","8","35500","24300"
"2009","139250","College of Coastal Georgia","Georgia","10","34700","25800"
"2009","139250","College of Coastal Georgia","Georgia","6","28000","21700"
"2009","139250","College of Coastal Georgia","Georgia","8","29600","22700"
"2009","139311","Clayton  State University","Georgia","10","43500","28600"
"2009","139311","Clayton  State University","Georgia","6","35400","23000"
"2009","139311","Clayton  State University","Georgia","8","39100","25000"
"2009","139366","Columbus State University","Georgia","10","40000","27000"
"2009","139366","Columbus State University","Georgia","6","30600","19400"
"2009","139366","Columbus State University","Georgia","8","36500","25100"
"2009","139463","Dalton State College","Georgia","10","33200","23700"
"2009","139463","Dalton State College","Georgia","6","27900","17000"
"2009","139463","Dalton State College","Georgia","8","31200","20800"
"2009","139719","Fort Valley State University","Georgia","10","33200","23100"
"2009","139719","Fort Valley State University","Georgia","6","25000","16700"
"2009","139719","Fort Valley State University","Georgia","8","28700","18400"
"2009","139755","Georgia Institute of Technology-Main Campus","Georgia","10","75700","54100"
"2009","139755","Georgia Institute of Technology-Main Campus","Georgia","6","59800","45000"
"2009","139755","Georgia Institute of Technology-Main Campus","Georgia","8","69300","48300"
"2009","139764","Georgia Southwestern State University","Georgia","10","39700","27800"
"2009","139764","Georgia Southwestern State University","Georgia","6","31000","20000"
"2009","139764","Georgia Southwestern State University","Georgia","8","37600","24000"
"2009","139773","Gainesville State College","Georgia","10","35800","24100"
"2009","139773","Gainesville State College","Georgia","6","28800","20300"
"2009","139773","Gainesville State College","Georgia","8","33600","23500"
"2009","139861","Georgia College & State University","Georgia","10","42600","26700"
"2009","139861","Georgia College & State University","Georgia","6","34200","19600"
"2009","139861","Georgia College & State University","Georgia","8","38800","24400"
"2009","139931","Georgia Southern University","Georgia","10","43200","29900"
"2009","139931","Georgia Southern University","Georgia","6","34200","20900"
"2009","139931","Georgia Southern University","Georgia","8","39500","24100"
"2009","139940","Georgia State University","Georgia","10","47600","34900"
"2009","139940","Georgia State University","Georgia","6","36800","23900"
"2009","139940","Georgia State University","Georgia","8","41800","28700"
"2009","139959","University of Georgia","Georgia","10","55300","51000"
"2009","139959","University of Georgia","Georgia","6","42100","42500"
"2009","139959","University of Georgia","Georgia","8","48900","43700"
"2009","139968","Gordon College","Georgia","10","35900","25700"
"2009","139968","Gordon College","Georgia","6","28500","19400"
"2009","139968","Gordon College","Georgia","8","31300","21600"
"2009","140164","Kennesaw State University","Georgia","10","45900","37100"
"2009","140164","Kennesaw State University","Georgia","6","36800","23300"
"2009","140164","Kennesaw State University","Georgia","8","41800","34700"
"2009","140322","Macon State College","Georgia","10","38600","25300"
"2009","140322","Macon State College","Georgia","6","31100","21000"
"2009","140322","Macon State College","Georgia","8","36000","25400"
"2009","140401","Medical College of Georgia","Georgia","10","72700","53300"
"2009","140401","Medical College of Georgia","Georgia","6","60200","32800"
"2009","140401","Medical College of Georgia","Georgia","8","70100","49400"
"2009","140483","Middle Georgia College","Georgia","10","35400","25200"
"2009","140483","Middle Georgia College","Georgia","6","29300","20000"
"2009","140483","Middle Georgia College","Georgia","8","32800","24200"
"2009","140669","North Georgia College & State University","Georgia","10","45500","27200"
"2009","140669","North Georgia College & State University","Georgia","6","36900","21400"
"2009","140669","North Georgia College & State University","Georgia","8","41300","23700"
"2009","140960","Savannah State University","Georgia","10","35500","24200"
"2009","140960","Savannah State University","Georgia","6","26500","17900"
"2009","140960","Savannah State University","Georgia","8","33300","22000"
"2009","141097","Southern Polytechnic State University","Georgia","10","54700","32700"
"2009","141097","Southern Polytechnic State University","Georgia","6","44800","26000"
"2009","141097","Southern Polytechnic State University","Georgia","8","48000","29400"
"2009","141264","Valdosta State University","Georgia","10","41900","29000"
"2009","141264","Valdosta State University","Georgia","6","32000","18900"
"2009","141264","Valdosta State University","Georgia","8","37300","23900"
"2009","141334","University of West Georgia","Georgia","10","40600","26000"
"2009","141334","University of West Georgia","Georgia","6","31700","20100"
"2009","141334","University of West Georgia","Georgia","8","36400","23100"
"2009","173124","Bemidji State University","Minnesota","10","39800","23700"
"2009","173124","Bemidji State University","Minnesota","6","33400","19000"
"2009","173124","Bemidji State University","Minnesota","8","36000","21200"
"2009","173920","Minnesota State University-Mankato","Minnesota","10","46000","27600"
"2009","173920","Minnesota State University-Mankato","Minnesota","6","37100","19500"
"2009","173920","Minnesota State University-Mankato","Minnesota","8","41700","22300"
"2009","174020","Metropolitan State University","Minnesota","10","46000","28300"
"2009","174020","Metropolitan State University","Minnesota","6","42400","25400"
"2009","174020","Metropolitan State University","Minnesota","8","43300","26800"
"2009","174066","University of Minnesota-Twin Cities","Minnesota","10","55400","47000"
"2009","174066","University of Minnesota-Twin Cities","Minnesota","6","43600","32800"
"2009","174066","University of Minnesota-Twin Cities","Minnesota","8","48500","37700"
"2009","174075","University of Minnesota-Crookston","Minnesota","10","43700","30600"
"2009","174075","University of Minnesota-Crookston","Minnesota","6","36400","21400"
"2009","174075","University of Minnesota-Crookston","Minnesota","8","38700","24600"
"2009","174233","University of Minnesota-Duluth","Minnesota","10","52900","43500"
"2009","174233","University of Minnesota-Duluth","Minnesota","6","37600","21100"
"2009","174233","University of Minnesota-Duluth","Minnesota","8","44400","35800"
"2009","174251","University of Minnesota-Morris","Minnesota","10","44300","30900"
"2009","174251","University of Minnesota-Morris","Minnesota","6","32500","20600"
"2009","174251","University of Minnesota-Morris","Minnesota","8","38700","25100"
"2009","174358","Minnesota State University-Moorhead","Minnesota","10","41600","25600"
"2009","174358","Minnesota State University-Moorhead","Minnesota","6","33400","18100"
"2009","174358","Minnesota State University-Moorhead","Minnesota","8","37000","21500"
"2009","174783","Saint Cloud State University","Minnesota","10","44600","28400"
"2009","174783","Saint Cloud State University","Minnesota","6","36800","20900"
"2009","174783","Saint Cloud State University","Minnesota","8","41000","27800"
"2009","175078","Southwest Minnesota State University","Minnesota","10","37700","23500"
"2009","175078","Southwest Minnesota State University","Minnesota","6","33200","17400"
"2009","175078","Southwest Minnesota State University","Minnesota","8","35200","19900"
"2009","175272","Winona State University","Minnesota","10","44000","24900"
"2009","175272","Winona State University","Minnesota","6","38100","19700"
"2009","175272","Winona State University","Minnesota","8","42600","23300"
"2009","200800","University of Akron Main Campus","Ohio","10","39600","30900"
"2009","200800","University of Akron Main Campus","Ohio","6","31500","21800"
"2009","200800","University of Akron Main Campus","Ohio","8","35800","32700"
"2009","201441","Bowling Green State University-Main Campus","Ohio","10","44700","29500"
"2009","201441","Bowling Green State University-Main Campus","Ohio","6","33400","20000"
"2009","201441","Bowling Green State University-Main Campus","Ohio","8","39000","27100"
"2009","201690","Central State University","Ohio","10","29900","21500"
"2009","201690","Central State University","Ohio","6","21600","16300"
"2009","201690","Central State University","Ohio","8","23900","17800"
"2009","201885","University of Cincinnati-Main Campus","Ohio","10","45800","34400"
"2009","201885","University of Cincinnati-Main Campus","Ohio","6","36600","25400"
"2009","201885","University of Cincinnati-Main Campus","Ohio","8","42200","38500"
"2009","201946","University of Cincinnati-Clermont College","Ohio","10","45800","34400"
"2009","201946","University of Cincinnati-Clermont College","Ohio","6","36600","25400"
"2009","201946","University of Cincinnati-Clermont College","Ohio","8","42200","38500"
"2009","201955","University of Cincinnati-Raymond Walters College","Ohio","10","45800","34400"
"2009","201955","University of Cincinnati-Raymond Walters College","Ohio","6","36600","25400"
"2009","201955","University of Cincinnati-Raymond Walters College","Ohio","8","42200","38500"
"2009","202134","Cleveland State University","Ohio","10","44200","30900"
"2009","202134","Cleveland State University","Ohio","6","36400","24600"
"2009","202134","Cleveland State University","Ohio","8","40500","26400"
"2009","202648","Edison State Community College","Ohio","10","32600","24200"
"2009","202648","Edison State Community College","Ohio","6","25500","16600"
"2009","202648","Edison State Community College","Ohio","8","30500","19800"
"2009","203447","Kent State University Ashtabula Campus","Ohio","10","38800","26500"
"2009","203447","Kent State University Ashtabula Campus","Ohio","6","31800","27100"
"2009","203447","Kent State University Ashtabula Campus","Ohio","8","36300","26900"
"2009","203456","Kent State University East Liverpool Campus","Ohio","10","38800","26500"
"2009","203456","Kent State University East Liverpool Campus","Ohio","6","31800","27100"
"2009","203456","Kent State University East Liverpool Campus","Ohio","8","36300","26900"
"2009","203465","Kent State University Stark Campus","Ohio","10","38800","26500"
"2009","203465","Kent State University Stark Campus","Ohio","6","31800","27100"
"2009","203465","Kent State University Stark Campus","Ohio","8","36300","26900"
"2009","203474","Kent State University Trumbull Campus","Ohio","10","38800","26500"
"2009","203474","Kent State University Trumbull Campus","Ohio","6","31800","27100"
"2009","203474","Kent State University Trumbull Campus","Ohio","8","36300","26900"
"2009","203483","Kent State University Tuscarawas Campus","Ohio","10","38800","26500"
"2009","203483","Kent State University Tuscarawas Campus","Ohio","6","31800","27100"
"2009","203483","Kent State University Tuscarawas Campus","Ohio","8","36300","26900"
"2009","203492","Kent State University Salem Campus","Ohio","10","38800","26500"
"2009","203492","Kent State University Salem Campus","Ohio","6","31800","27100"
"2009","203492","Kent State University Salem Campus","Ohio","8","36300","26900"
"2009","203517","Kent State University Kent Campus","Ohio","10","38800","26500"
"2009","203517","Kent State University Kent Campus","Ohio","6","31800","27100"
"2009","203517","Kent State University Kent Campus","Ohio","8","36300","26900"
"2009","203526","Kent State University Geauga Campus","Ohio","10","38800","26500"
"2009","203526","Kent State University Geauga Campus","Ohio","6","31800","27100"
"2009","203526","Kent State University Geauga Campus","Ohio","8","36300","26900"
"2009","204006","Miami University-Hamilton","Ohio","10","53600","41700"
"2009","204006","Miami University-Hamilton","Ohio","6","39100","27200"
"2009","204006","Miami University-Hamilton","Ohio","8","46600","35000"
"2009","204015","Miami University-Middletown","Ohio","10","53600","41700"
"2009","204015","Miami University-Middletown","Ohio","6","39100","27200"
"2009","204015","Miami University-Middletown","Ohio","8","46600","35000"
"2009","204024","Miami University-Oxford","Ohio","10","53600","41700"
"2009","204024","Miami University-Oxford","Ohio","6","39100","27200"
"2009","204024","Miami University-Oxford","Ohio","8","46600","35000"
"2009","204477","Northeastern Ohio Universities Colleges of Medicine and Pharmacy","Ohio","10","Suppressed data","Suppressed data"
"2009","204477","Northeastern Ohio Universities Colleges of Medicine and Pharmacy","Ohio","6","Suppressed data","Suppressed data"
"2009","204477","Northeastern Ohio Universities Colleges of Medicine and Pharmacy","Ohio","8","Suppressed data","Suppressed data"
"2009","204671","Ohio State University-Lima Campus","Ohio","10","49000","36600"
"2009","204671","Ohio State University-Lima Campus","Ohio","6","37900","31400"
"2009","204671","Ohio State University-Lima Campus","Ohio","8","43700","33200"
"2009","204680","Ohio State University-Mansfield Campus","Ohio","10","49000","36600"
"2009","204680","Ohio State University-Mansfield Campus","Ohio","6","37900","31400"
"2009","204680","Ohio State University-Mansfield Campus","Ohio","8","43700","33200"
"2009","204699","Ohio State University-Marion Campus","Ohio","10","49000","36600"
"2009","204699","Ohio State University-Marion Campus","Ohio","6","37900","31400"
"2009","204699","Ohio State University-Marion Campus","Ohio","8","43700","33200"
"2009","204705","Ohio State University-Newark Campus","Ohio","10","49000","36600"
"2009","204705","Ohio State University-Newark Campus","Ohio","6","37900","31400"
"2009","204705","Ohio State University-Newark Campus","Ohio","8","43700","33200"
"2009","204796","Ohio State University-Main Campus","Ohio","10","49000","36600"
"2009","204796","Ohio State University-Main Campus","Ohio","6","37900","31400"
"2009","204796","Ohio State University-Main Campus","Ohio","8","43700","33200"
"2009","204802","Ohio University-Eastern Campus","Ohio","10","45000","31300"
"2009","204802","Ohio University-Eastern Campus","Ohio","6","33900","21200"
"2009","204802","Ohio University-Eastern Campus","Ohio","8","39100","25500"
"2009","204820","Ohio University-Chillicothe Campus","Ohio","10","45000","31300"
"2009","204820","Ohio University-Chillicothe Campus","Ohio","6","33900","21200"
"2009","204820","Ohio University-Chillicothe Campus","Ohio","8","39100","25500"
"2009","204839","Ohio University-Southern Campus","Ohio","10","45000","31300"
"2009","204839","Ohio University-Southern Campus","Ohio","6","33900","21200"
"2009","204839","Ohio University-Southern Campus","Ohio","8","39100","25500"
"2009","204848","Ohio University-Lancaster Campus","Ohio","10","45000","31300"
"2009","204848","Ohio University-Lancaster Campus","Ohio","6","33900","21200"
"2009","204848","Ohio University-Lancaster Campus","Ohio","8","39100","25500"
"2009","204857","Ohio University-Main Campus","Ohio","10","45000","31300"
"2009","204857","Ohio University-Main Campus","Ohio","6","33900","21200"
"2009","204857","Ohio University-Main Campus","Ohio","8","39100","25500"
"2009","204866","Ohio University-Zanesville Campus","Ohio","10","45000","31300"
"2009","204866","Ohio University-Zanesville Campus","Ohio","6","33900","21200"
"2009","204866","Ohio University-Zanesville Campus","Ohio","8","39100","25500"
"2009","205443","Shawnee State University","Ohio","10","35700","24400"
"2009","205443","Shawnee State University","Ohio","6","29400","21000"
"2009","205443","Shawnee State University","Ohio","8","33300","22600"
"2009","206084","University of Toledo","Ohio","10","44500","34000"
"2009","206084","University of Toledo","Ohio","6","37900","27400"
"2009","206084","University of Toledo","Ohio","8","42500","29800"
"2009","206604","Wright State University-Main Campus","Ohio","10","44200","33000"
"2009","206604","Wright State University-Main Campus","Ohio","6","34300","23200"
"2009","206604","Wright State University-Main Campus","Ohio","8","40000","27300"
"2009","206613","Wright State University-Lake Campus","Ohio","10","44200","33000"
"2009","206613","Wright State University-Lake Campus","Ohio","6","34300","23200"
"2009","206613","Wright State University-Lake Campus","Ohio","8","40000","27300"
"2009","206695","Youngstown State University","Ohio","10","39800","29000"
"2009","206695","Youngstown State University","Ohio","6","30700","20400"
"2009","206695","Youngstown State University","Ohio","8","34900","23000"
"2009","222831","Angelo State University","Texas","10","42300","26600"
"2009","222831","Angelo State University","Texas","6","33600","20400"
"2009","222831","Angelo State University","Texas","8","38500","23400"
"2009","223214","Texas A&M Health Science Center","Texas","10","Suppressed data","Suppressed data"
"2009","223214","Texas A&M Health Science Center","Texas","6","Suppressed data","Suppressed data"
"2009","223214","Texas A&M Health Science Center","Texas","8","Suppressed data","Suppressed data"
"2009","223506","Brazosport College","Texas","10","35800","24200"
"2009","223506","Brazosport College","Texas","6","31100","24700"
"2009","223506","Brazosport College","Texas","8","33700","25200"
"2009","224147","Texas A & M University-Corpus Christi","Texas","10","47300","30600"
"2009","224147","Texas A & M University-Corpus Christi","Texas","6","36400","22900"
"2009","224147","Texas A & M University-Corpus Christi","Texas","8","43400","28400"
"2009","224545","Texas A & M University-Texarkana","Texas","10","39800","24300"
"2009","224545","Texas A & M University-Texarkana","Texas","6","34700","25600"
"2009","224545","Texas A & M University-Texarkana","Texas","8","38700","22500"
"2009","224554","Texas A & M University-Commerce","Texas","10","42100","25800"
"2009","224554","Texas A & M University-Commerce","Texas","6","35400","21300"
"2009","224554","Texas A & M University-Commerce","Texas","8","36300","21300"
"2009","225414","University of Houston-Clear Lake","Texas","10","51700","31500"
"2009","225414","University of Houston-Clear Lake","Texas","6","45000","24800"
"2009","225414","University of Houston-Clear Lake","Texas","8","50900","40600"
"2009","225432","University of Houston-Downtown","Texas","10","44500","34800"
"2009","225432","University of Houston-Downtown","Texas","6","37800","25100"
"2009","225432","University of Houston-Downtown","Texas","8","42700","28100"
"2009","225502","University of Houston-Victoria","Texas","10","45700","40700"
"2009","225502","University of Houston-Victoria","Texas","6","38000","22400"
"2009","225502","University of Houston-Victoria","Texas","8","40300","21600"
"2009","225511","University of Houston","Texas","10","54500","42800"
"2009","225511","University of Houston","Texas","6","45100","33500"
"2009","225511","University of Houston","Texas","8","49900","35900"
"2009","226091","Lamar University","Texas","10","44200","30800"
"2009","226091","Lamar University","Texas","6","35800","23100"
"2009","226091","Lamar University","Texas","8","41200","28900"
"2009","226152","Texas A & M International University","Texas","10","45900","24300"
"2009","226152","Texas A & M International University","Texas","6","38100","24000"
"2009","226152","Texas A & M International University","Texas","8","43300","22400"
"2009","226806","Midland College","Texas","10","35500","27300"
"2009","226806","Midland College","Texas","6","31500","24300"
"2009","226806","Midland College","Texas","8","34000","24500"
"2009","226833","Midwestern State University","Texas","10","43200","30700"
"2009","226833","Midwestern State University","Texas","6","36200","22500"
"2009","226833","Midwestern State University","Texas","8","39400","25800"
"2009","227216","University of North Texas","Texas","10","45900","30200"
"2009","227216","University of North Texas","Texas","6","37000","21400"
"2009","227216","University of North Texas","Texas","8","42200","29800"
"2009","227368","The University of Texas-Pan American","Texas","10","44100","38100"
"2009","227368","The University of Texas-Pan American","Texas","6","33900","22100"
"2009","227368","The University of Texas-Pan American","Texas","8","39800","26100"
"2009","227377","The University of Texas at Brownsville","Texas","10","36500","25700"
"2009","227377","The University of Texas at Brownsville","Texas","6","29800","23000"
"2009","227377","The University of Texas at Brownsville","Texas","8","33800","26900"
"2009","227526","Prairie View A & M University","Texas","10","39100","28800"
"2009","227526","Prairie View A & M University","Texas","6","31400","22800"
"2009","227526","Prairie View A & M University","Texas","8","34700","23800"
"2009","227881","Sam Houston State University","Texas","10","45900","32900"
"2009","227881","Sam Houston State University","Texas","6","37800","22100"
"2009","227881","Sam Houston State University","Texas","8","42600","27500"
"2009","228431","Stephen F Austin State University","Texas","10","44900","29600"
"2009","228431","Stephen F Austin State University","Texas","6","35800","21800"
"2009","228431","Stephen F Austin State University","Texas","8","39800","23500"
"2009","228459","Texas State University-San Marcos","Texas","10","48200","31800"
"2009","228459","Texas State University-San Marcos","Texas","6","38700","26700"
"2009","228459","Texas State University-San Marcos","Texas","8","43500","25100"
"2009","228501","Sul Ross State University","Texas","10","40200","27900"
"2009","228501","Sul Ross State University","Texas","6","31900","20600"
"2009","228501","Sul Ross State University","Texas","8","37500","21700"
"2009","228529","Tarleton State University","Texas","10","45300","29600"
"2009","228529","Tarleton State University","Texas","6","36900","21300"
"2009","228529","Tarleton State University","Texas","8","41400","26200"
"2009","228635","University of Texas Southwestern Medical Center at Dallas","Texas","10","131200","134500"
