year,unitid,inst_name,state_name,admission_rate,enrollement_rate,number_applied,number_admitted,number_enrolled_ft,number_enrolled_pt,number_enrolled_total,zip,region,inst_category,inst_size,longitude,latitude,default_rate,default_rate_denom,rev_tuition_fees_gross,rev_tuition_fees_net,rev_appropriations_local,rev_grants_contracts_local,rev_fed_approps_grants,rev_state_local_approps_grants,rev_gifts_grants_contracts,rev_other,rev_operating,rev_nonoperating,rev_total_current,exp_instruc_total,exp_research_total,exp_pub_serv_total,exp_res_pub_serv_total,exp_acad_supp_total,exp_student_serv_total,exp_total_current,exp_total_salaries,exp_total_benefits,endowment_beg,endowment_end,total_revenues_additions,total_expenses_deductions,completers_150pct,completion_rate_150pct,room_board_charge,independent_pct,female_pct,married_pct,faminc_med
2004,216010,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA,Pennsylvania,0.667917448,0.381256384,5863,3916,1486,7,1493,,,,,,,,,44614056,38463532,,59478,6211377,38301080,,1041765,70620688,33195720,112795800,42876488,232484.02,5197174,5429658,10694924,10060781,102370512,44060536,17924526,15681065,17459328,112795800,102370512,872,0.633,,0.0876494,0.521248,0.0312085,58153
2005,216010,Shippensburg University of Pennsylvania,Pennsylvania,0.642260062,0.352374066,6460,4149,1461,1,1462,,,,,,,,,45576440,38965524,,644831,6025559,40272216,,1519349,73288672,35215056,110195656,43851044,406937.81,5429954,5836892,11639346,10674081,106145344,44430636,19005120,17459328,19916304,110195656,106145344,958,0.63,,0.0870937,0.523509,0.0280846,59376
2006,216010,Shippensburg University of Pennsylvania,Pennsylvania,0.657697819,0.363834423,6281,4131,1499,4,1503,,,,,,,,,46437468,39122508,,589368,5876465,41156684,,1578541,75824040,36188460,114325384,45902060,449985.41,5760506.5,6210492,12339945,11727567,112288256,47275580,20274106,19916304,24828884,114325384,112288256,965,0.653,,0.0877415,0.520431,0.0291416,60552
2007,216010,Shippensburg University of Pennsylvania,Pennsylvania,0.704135398,0.340816327,6263,4410,1496,7,1503,17257-2299,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","5,000-9,999",,,,,49069784,41114408,,630936,6191821,43522808,,1938803,76532784,41655480,120154008,47058564,1302794.63,6004583,7307377.5,12836422,12267534,117172360,49226112,20641144,24828884,22580724,120154008,117172360,959,0.636,,0.0883062,0.53255,0.026522,63022
2008,216010,Shippensburg University of Pennsylvania,Pennsylvania,0.754055808,0.371342513,6164,4648,1722,4,1726,,,,,,,,,51933636,43929728,,886423,6975027,40889004,,2133777,80191168,39233700,120655392,49459084,1055497.25,6300305.5,7355803,14036382,12707004,121921592,52031620,22159848,22589724,17433528,120655392,121921592,937,0.631,,0.0906166,0.535925,0.0257373,66434.5
2009,216010,Shippensburg University of Pennsylvania,Pennsylvania,0.708203991,0.359841369,6765,4791,1718,6,1724,,,,,,,,,56859488,46039640,,928589,9771747,39313632,,6183513,83856072,44507996,129547032,53631272,970372,5199708,6170080,14088115,13721973,126398880,53759312,24452220,17433528,18604124,129547032,126398880,880,0.604,,0.0979835,0.527146,0.0292141,66859.5
2010,216010,Shippensburg University of Pennsylvania,Pennsylvania,0.686429702,0.358909853,6949,4770,1708,4,1712,,,,,,,,,61352028,49865360,,761042,10706020,38981676,,3647258,90450200,44446120,135442208,56037720,1148842,4930818,6079660,13891281,13389254,130152080,55374560,25572048,18604124,27895060,135442208,130152080,890,0.595,,0.104417,0.52821,0.030891,64422
2011,216010,Shippensburg University of Pennsylvania,Pennsylvania,0.799651315,0.318313953,6883,5504,1746,6,1752,,,,,,,0.038,1783,66091088,51844688,,722270,11052316,37868896,,1908702,97714928,38363728,136935920,57125280,916129,5036196,5952325,14668823,13619664,132854688,56207984,26685212,27895060,27577704,136935920,132854688,855,0.572,,0.0942718,0.523504,0.0285127,65421
2012,216010,Shippensburg University of Pennsylvania,Pennsylvania,0.805685723,0.287902288,6402,5158,1480,5,1485,17257-2299,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","5,000-9,999",-77.5229,40.0574,0.059,1814,63910396,50518604,,830980,10715285,37022804,,1766994,93547416,37889004,132561776,60287604,1094705,5001294,6095999,15530761,14912189,140218128,57974368,28790068,27577704,31303040,132561776,140218128,943,0.548,,0.0839199,0.502436,0.0227396,67365.5
2013,216010,Shippensburg University of Pennsylvania,Pennsylvania,0.834089763,0.306328094,5949,4962,1514,6,1520,,,,,,,0.057,2024,64680368,50247608,,1018693,10656095,38218292,,1966409,93647328,38806696,134106112,61459872,971226,5561972,6533198,16391796,15286221,143088528,58626236,30749630,31303040,39055164,134106112,143088528,943,0.55,,0.0929442,0.498725,0.0223859,67506
2014,216010,Shippensburg University of Pennsylvania,Pennsylvania,0.831302421,0.282505235,6319,5253,1478,6,1484,,,,,,,0.054,2281,65140360,50598176,,1187198,10676221,38920932,,1312942,96057160,38257336,135873424,60533328,871905,5937504,6809409,16465451,14920295,144100384,58911672,31709236,39055164,36223792,135873424,144100384,948,0.567,,0.088831,0.495081,0.0199653,68057
2015,216010,Shippensburg University of Pennsylvania,Pennsylvania,0.891446294,0.254532137,6126,5461,1384,6,1390,,,,,,,0.052,2170,65407392,51249856,,1688903,10073118,39627400,,1197562,92593192,38294840,132881176,57064820,835236,6556307,7391543,16153639,15227690,140196496,56536248,32267976,36223792,34518024,132881176,140196496,957,0.561,,0.0761619,0.501349,0.0149925,68441
2016,216010,Shippensburg University of Pennsylvania,Pennsylvania,0.88308329,0.269673892,5799,5121,1378,3,1381,,,,,,,0.054,2145,70643344,55394456,,2004950,10400358,41742628,,1927467,97497640,40024272,139960160,60583960,626365,7717426,8343791,16255214,15751932,144456112,58823888,33171402,34518024,36842400,139960160,144456112,899,0.515,,0.0778385,0.527179,0.015439,65945
2017,216010,Shippensburg University of Pennsylvania,Pennsylvania,0.835525062,0.277828467,5247,4384,1209,9,1218,,,,,,,0.055,2185,68009992,52141408,,1599399,11248943,40682340,,2290822,90913200,41095040,133762912,51334484,839160,7459352,8298512,15623468,14985304,139434624,60268300,28149904,38090576,43526224,133762912,139434624,,,,,,,
1990,216038,SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA,Pennsylvania,,,,,,,,16057,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,20461218,,,650196,3879718,29705418,64038,2742982,,,67127984,25396012,67087,873686,940773,4974496,3977994,66048384,30396550,9615276,,,,,,,,,,,
1991,216038,SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA,Pennsylvania,,,,,,,,16057,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,23414548,,,728543,4339968,31936096,51505,2855873,,,73672320,27176714,55993,904716,960709,5533631,4300974,73297248,32119402,11243914,,,,,,,,,,,
1992,216038,SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA,Pennsylvania,,,,,,,,16057,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,25955616,,,739008,4439258,31456690,38462,2430622,,,74916224,28833528,167341,978204,1145545,6163781,4729086,75057296,34057592,12031826,,,,,,,,,,,
1993,216038,SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA,Pennsylvania,,,,,,,,16057,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,27930216,,,788655,4110930,32905288,32659,3198287,,,78976824,30933088,165590,965263,1130853,6420081,5295239,100389656,37207516,13483562,,,,,,,,,,,
1994,216038,SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA,Pennsylvania,,,,,,,,16057,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,28793230,,,708114,4136686,34781208,111379,3530984,,,82481344,31731084,147856,1186020,1333876,6719899,5490205,82425816,38548148,13266120,,,,,,,,,,,
1995,216038,SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA,Pennsylvania,,,,,,,,16057,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,28995950,,,794503,4196519,36288744,201722,3385536,,,84465552,32776492,208460,1599336,1807796,6606834,5648123,85001920,39614844,14071523,,,,,,,,,,,
1996,216038,SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA,Pennsylvania,,,,,,,,16057,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,28414846,,,900621,4245432,36467960,132083,2932139,,,84537984,32032590,236595,1507131,1743726,6521486,6395159,82087384,39574352,13233643,2022074,3130923,,,599,0.503,,,,,
1997,216038,SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA,Pennsylvania,,,,,,,,16057,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,28921958,,,1025535,4640642,37837440,159027,3320663,,,86941056,31594798,247220,1274548,1521768,6124668,6968283,84223456,39909928,13359135,3130923,8366926,,,613,0.527,,0.150658,0.592177,0.0526723,38447
1998,216038,SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA,Pennsylvania,,,,,,,,16057,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,28961628,,,1078603,4931636,38794632,113758,3599560,,,88693816,32112962,122768,1220559,1343327,7737418,6866796,88619328,40877600,13536873,8366926,8685199,,,623,0.503,,0.146225,0.590055,0.0486188,40432
1999,216038,SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA,Pennsylvania,,,,,,,,16057,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,30431956,,,1166147,4666037,39700312,80367,3624910,,,91264736,32819304,154254,1513314,1667568,8538036,7027603,90731304,41434972,14324870,8685199,11149000,,,614,0.498,,0.134235,0.584461,0.0464794,44073
2000,216038,SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA,Pennsylvania,,,,,,,,16057,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,34086324,,,1272374,4708457,41917772,81215,4379625,,,98420696,34934320,154113,1759987,1914100,8420307,7296683,97426984,44244792,13661279,11149000,11448650,,,607,0.475,,0.129339,0.571709,0.0464964,46880
2001,216038,SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA,Pennsylvania,0.806649169,0.480838756,3429,2766,1329,1,1330,16057,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,37040692,27000180,,1517181,5585431,41722868,2250,4298041,54436784,36928496,95049728,43058360,208304.91,2074431.88,2282736.75,8246602,8490495,92951072,43601692,14073775,,,95049728,92951072,586,0.49,,0.134604,0.575907,0.0543946,48620
2002,216038,SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA,Pennsylvania,0.49339207,0.754726891,3859,1904,1435,2,1437,16057,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,42575504,31695268,,1868202,6982284,40934832,2530,1970125,62487928,34761492,97773392,44552408,196471.44,3265969.5,3462441,11263763,9639962,102479232,45442968,16037205,,,97773392,102479232,599,0.502,,0.130397,0.569059,0.0534744,49621
2003,216038,SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA,Pennsylvania,0.542923434,0.637179487,4310,2340,1487,4,1491,,,,,,,,,46581736,35708744,,1978991,6935864,39322192,2650,1678427,66738548,32424216,100693272,44550400,385995.63,2345629.5,2731625,10262915,11573255,107944944,46485096,18965508,10912742,14582032,100693272,107944944,625,0.496,,0.124695,0.5492,0.0490648,50394
2004,216038,SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA,Pennsylvania,0.807656613,0.428325194,4310,3481,1487,4,1491,,,,,,,,,48586052,37983020,,1910035,7200795,41913840,2940,2001528,71943696,33981776,108508536,46800796,237272.75,2261796.75,2499069.5,10342559,11763879,106886504,46937332,18796310,14582032,16473232,108508536,106886504,674,0.518,,0.118561,0.549314,0.0424541,49786
2005,216038,Slippery Rock University of Pennsylvania,Pennsylvania,0.790137356,0.439726418,4441,3509,1540,3,1543,,,,,,,,,51188344,40223528,,2062115,7039908,46131824,2235,2689317,75856424,38227560,115611224,45962088,250091,2674029.75,2924120.75,11231366,11097027,108752224,47073344,19961526,16473232,17918792,115611224,108752224,697,0.518,,0.109324,0.549887,0.0339281,51330
2006,216038,Slippery Rock University of Pennsylvania,Pennsylvania,0.765899248,0.436309524,4387,3360,1464,2,1466,,,,,,,,,53716360,41516776,,2382176,7849010,50673140,18700,3378852,80865832,42387480,124801704,50269712,234343.39,3159224.5,3393568,10897832,13282453,119727888,52408924,21517074,17918792,21203140,124801704,119727888,697,0.53,,0.118311,0.549318,0.0354145,52886.5
2007,216038,Slippery Rock University of Pennsylvania,Pennsylvania,0.705651815,0.418591055,4848,3421,1429,3,1432,16057-1383,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","5,000-9,999",,,,,55518704,42488076,,2615011,8554937,52390776,,3229110,77961896,49451152,128487680,50524264,413157.22,2963211.25,3376368.5,12805951,13250309,124462232,54328468,22101472,21203140,19868480,128487680,124462232,841,0.592,,0.12532,0.54818,0.0386981,55774.5
2008,216038,Slippery Rock University of Pennsylvania,Pennsylvania,0.701858108,0.453670277,4736,3324,1506,2,1508,,,,,,,,,59313112,46178456,,2756344,8995113,51490560,1771,4148494,82103216,48593608,131717184,54475836,431130.09,2986327.25,3417457.25,15443735,13770925,133283480,57177916,23844210,19868480,16354092,131717184,133283480,845,0.577,,0.111459,0.538036,0.0375542,60207
2009,216038,Slippery Rock University of Pennsylvania,Pennsylvania,0.594047413,0.450626274,5779,3433,1546,1,1547,,,,,,,,,63476336,46922824,,3046820,12527955,50920432,1600,8829038,84787400,55763380,140834944,55578464,381371,3482098,3863469,14004225,14517092,134973824,59260420,26400552,16354092,14650279,140834944,134973824,927,0.606,,0.116518,0.545625,0.0386055,61267
2010,216038,Slippery Rock University of Pennsylvania,Pennsylvania,0.627192982,0.415545992,5928,3718,1545,0,1545,,,,,,,,,68578656,52217420,,2842527,12767721,47581748,,5585789,86745328,53294544,143004000,58775912,340546,2471481,2812027,13242342,14665509,138453632,59442604,27151774,14650279,17786232,143004000,138453632,861,0.591,,0.124283,0.569136,0.0396698,61989
2011,216038,Slippery Rock University of Pennsylvania,Pennsylvania,0.670576408,0.393553223,5968,4002,1575,0,1575,,,,,,,0.054,2202,74112624,56164932,,3691728,11602946,44872920,,1661129,95059304,44057904,142764128,58748608,296468,1984796,2281264,12791288,15773902,140923536,57548988,27799368,17786232,17480032,142764128,140923536,877,0.619,,0.115635,0.587483,0.0337366,63965.5
2012,216038,Slippery Rock University of Pennsylvania,Pennsylvania,0.614365846,0.389551103,6418,3943,1534,2,1536,16057-1383,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","5,000-9,999",-80.0518,41.0608,0.057,2186,76293624,58765392,,3836675,11926621,43063480,,672723,95591664,43319984,140424544,62174704,231655,1710714,1942369,12539539,15804085,145170704,59337528,28942140,17480032,20171948,140424544,145170704,938,0.626,,0.112111,0.576605,0.0279669,65522
2013,216038,Slippery Rock University of Pennsylvania,Pennsylvania,0.669771689,0.384237797,5475,3667,1408,1,1409,,,,,,,0.052,2342,78179096,60248848,,3633302,10933522,43948420,208046,797572,97068184,44249552,142390304,62952928,159523,1684044,1843567,12837580,16175988,147712832,59612376,31475176,20171948,25113300,142390304,147712832,1030,0.675,,0.111251,0.556755,0.0316424,66762.5
2014,216038,Slippery Rock University of Pennsylvania,Pennsylvania,0.65974026,0.416272966,5775,3810,1586,,1586,,,,,,,0.044,2417,81928304,63638456,,3995502,11370696,43957392,,618678,101685416,44243640,146986624,66386808,177142,1830411,2007553,14563431,17597634,148779344,59782224,31111160,25113300,26435202,146986624,148779344,1043,0.68,,0.099877,0.560394,0.0334563,67804
2015,216038,Slippery Rock University of Pennsylvania,Pennsylvania,0.683618751,0.385374494,5781,3952,1522,1,1523,,,,,,,0.049,2465,86257192,67354408,,4394926,11096595,46510020,,1320053,107109696,46692824,155015248,68172144,182639,1985225,2167864,17516570,17890828,155217680,60872460,33711904,26435202,25111758,155015248,155217680,1067,0.683,,0.0912548,0.568821,0.0271229,70209
2016,216038,Slippery Rock University of Pennsylvania,Pennsylvania,0.694854814,0.382209189,5889,4092,1564,0,1564,,,,,,,0.054,2495,92029800,71970064,,4899114,11348357,49391864,,2044127,113242248,48973332,163803168,77267760,205973,2317203,2523176,16033281,18932200,167663152,64731528,38587328,25111758,30558628,163803168,167663152,1004,0.661,,0.087915,0.569721,0.0220452,70320
2017,216038,Slippery Rock University of Pennsylvania,Pennsylvania,0.714873201,0.382790029,5836,4172,1596,1,1597,,,,,,,0.05,2497,95786800,74179224,,4644167,12675271,50487384,,1957465,115321824,52481088,169282160,65457832,250183,1811247,2061430,15240793,17113472,174097136,66703528,39429412,30558628,33551842,169282160,174097136,,,,,,,
1990,216339,TEMPLE UNIVERSITY,Pennsylvania,,,,,,,,19122,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,146858448,,,2613020,40933964,141378656,23040544,6081653,,,643838912,150874336,32974160,5850093,38824252,42448512,15355305,634387968,204351088,49667896,,,,,,,,,,,
1991,216339,TEMPLE UNIVERSITY,Pennsylvania,,,,,,,,19122,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,166276992,,,3058000,41309000,144721008,21947000,8959000,,,728883968,164852992,29767000,6128000,35895000,45088000,15961000,702862976,218740000,52755000,,,,,,,,,,,
1992,216339,TEMPLE UNIVERSITY,Pennsylvania,,,,,,,,19122,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,172224992,,,2179000,43749000,143845984,26978000,15061000,,,786065984,175555008,31220000,7880000,39100000,48565000,17816000,755044992,228344000,56156000,,,,,,,,,,,
1993,216339,TEMPLE UNIVERSITY,Pennsylvania,,,,,,,,19122,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,179611008,,,2324000,46664000,147910992,26431000,7593000,,,820465024,183714000,32116000,9586000,41702000,51698000,19487000,806097024,232000992,57041000,,,,,,,,,,,
1994,216339,TEMPLE UNIVERSITY,Pennsylvania,,,,,,,,19122,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,188784992,,,1911000,49295000,152409024,24308000,12157000,,,895043968,188770000,32414000,9572000,41986000,52145000,20395000,889436032,239867008,64389000,,,,,,,,,,,
1995,216339,TEMPLE UNIVERSITY,Pennsylvania,,,,,,,,19122,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,190032000,,,1778000,50057000,155749008,29443000,13442000,,,995852992,195099008,31907000,20364000,52271000,49146000,19923000,1002467968,236374000,65766000,,,,,,,,,,,
1996,216339,TEMPLE UNIVERSITY,Pennsylvania,,,,,,,,19122,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,203214000,,,1959000,51302000,158744000,25906000,10138000,,,1002352000,194448000,30086000,28440000,58526000,49815000,20878000,1023206976,233487008,61174000,89834000,102838000,,,760,0.365,,,,,
1997,216339,TEMPLE UNIVERSITY,Pennsylvania,,,,,,,,19122,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,210752992,,,2011000,52081000,163702016,23251000,16433000,,,1147289984,194676992,30667000,13726000,44393000,55648000,23908000,1152532992,240468992,53193000,102838000,109289000,,,854,0.421,,0.288513,0.611103,0.065597,24754
1998,216339,TEMPLE UNIVERSITY,Pennsylvania,,,,,,,,19122,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,225771008,,,1786000,58312000,171588000,28235000,7115000,,,1256544000,210439008,36989000,15867000,52856000,60236000,25570000,1284620032,258131008,61867000,122759000,141527008,,,914,0.418,,0.274732,0.596135,0.0649964,26838
1999,216339,TEMPLE UNIVERSITY,Pennsylvania,,,,,,,,19122,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,233027008,,,2363000,67697000,180341008,31495000,12684000,,,1443860992,215496000,46744000,18272000,65016000,66147000,28431000,1430454016,286164000,71320000,141527008,156762000,,,1014,0.439,,0.245962,0.602852,0.0584301,31018.5
2000,216339,TEMPLE UNIVERSITY,Pennsylvania,,,,,,,,19122,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,271376992,241506000,,3315000,62168000,195983008,53843000,21420000,,,1491234048,271936000,51789000,29109000,80898000,89288000,34706000,1429655040,693398016,160448992,,,1491234048,1429655040,1033,0.449,,0.23248,0.598069,0.0550011,34080
2001,216339,TEMPLE UNIVERSITY,Pennsylvania,0.648959201,0.433025404,12010,7794,3315,60,3375,191226096,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,303588000,268564992,,5764000,67316000,209256992,59441000,31119000,,,1598782976,273824000,52745000,30015000,82760000,90792000,35618000,1569485952,715756992,178020992,,,1598782976,1569485952,1013,0.47,,0.228555,0.590056,0.0506043,36793
2002,216339,TEMPLE UNIVERSITY,Pennsylvania,0.615798099,0.378645944,15255,9394,3530,27,3557,19122-6096,"Mid East: DE, DC, MD, NJ, NY, and PA",,,,,,,349755008,310072000,,6682000,72412000,187449984,59635000,27145000,,,1734206976,281343008,59504000,37044000,96548000,94778000,37187000,1517235968,688932992,179214000,141164000,158111008,1734206976,1517235968,1142,0.531,,0.219271,0.587483,0.0480864,40003
2003,216339,TEMPLE UNIVERSITY,Pennsylvania,0.613345521,0.372152438,15316,9394,3470,26,3496,,,,,,,,,382580000,338212992,,6338000,72952000,183616992,70983000,33537000,,,1717154048,302863008,63832000,31682000,95514000,102232000,39107000,1645339008,751702976,201698000,158111008,166128000,1717154048,1645339008,1160,0.54,,0.215024,0.586617,0.0450389,41858
2004,216339,TEMPLE UNIVERSITY,Pennsylvania,0.600190954,0.358520581,16758,10058,3593,13,3606,,,,,,,,,414275008,364528000,,5615000,75514000,191015008,60068000,21548000,,,1873968000,318444000,75324000,31333000,106657000,107648000,42992000,1735249024,807212032,222394000,166128000,195159008,1873968000,1735249024,1606,0.585,,0.218758,0.581339,0.0441544,41858
2005,216339,Temple University,Pennsylvania,0.630537738,0.362711542,16681,10518,3795,20,3815,,,,,,,,,441123008,388324000,,5076000,67508000,194830000,67125000,29679000,,,1806535936,324871008,75217000,30641000,105858000,116335000,50518000,1805842048,842609024,233326000,195159008,204178432,1806535936,1805842048,1775,0.586,,0.210167,0.570228,0.0441748,44350
