,year,unitid,inst_name,state_name,number_applied,number_admitted,number_enrolled_ft,number_enrolled_pt,number_enrolled_total,zip,region,inst_category,inst_size,longitude,latitude,default_rate,default_rate_denom,rev_tuition_fees_gross,rev_tuition_fees_net,rev_appropriations_local,rev_grants_contracts_local,rev_fed_approps_grants,rev_state_local_approps_grants,rev_gifts_grants_contracts,rev_other,rev_operating,rev_nonoperating,rev_total_current,exp_instruc_total,exp_research_total,exp_pub_serv_total,exp_res_pub_serv_total,exp_acad_supp_total,exp_student_serv_total,exp_total_current,exp_total_salaries,exp_total_benefits,endowment_beg,endowment_end,total_revenues_additions,total_expenses_deductions,completers_150pct,completion_rate_150pct,room_board_charge,independent_pct,female_pct,married_pct,faminc_med
28873,2016,196680,Excelsior College,New York,,,,,,12203-5159,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-73.8622,42.7049,0.045,1224.0,94708680.0,93942416.0,,,362189.0,179459.0,1639634.0,3761250,,,102192560.0,20798774.0,,,,36270024.0,13191900.0,99264744.0,57880212.0,13534444.0,1442184.0,1805902.0,102192560.0,99264744.0,,,,0.884509,0.670105,0.469147,37975
28947,2016,413413,Capella University,Minnesota,,,,,,55402-3389,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","20,000 and above",-93.2687,44.9762,0.069,17879.0,456929984.0,412672000.0,,,,,,10095000,,,423496000.0,42773000.0,,,,74741000.0,40154000.0,374715008.0,174156000.0,16580000.0,,,423496000.0,374715008.0,,,,0.970042,0.746928,0.395755,31525
29206,2015,125231,Walden University,Minnesota,,,,,,55401,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","20,000 and above",-93.2657,44.9814,0.067,21214.0,671913984.0,580881024.0,,,,,,37311000,,,633046016.0,167451008.0,,,,42546000.0,12561000.0,519705984.0,122340000.0,7078000.0,,,633046016.0,519705984.0,2.0,0.111,,0.97315,0.797533,0.386819,28403
29342,2015,174066,University of Minnesota-Twin Cities,Minnesota,46165.0,20579.0,5756.0,15.0,5771.0,55455-0213,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","20,000 and above",-93.2354,44.9779,0.022000000000000002,9482.0,851355008.0,634781760.0,,432988256.0,490709856.0,1143399936.0,192829280.0,74313104,2033308416.0,1000881472.0,3186612224.0,752549312.0,810882496.0,268934304.0,1079816832.0,429890208.0,121926928.0,3082281472.0,1408225920.0,390860416.0,3113770240.0,3089349632.0,3186612224.0,3082281472.0,4162.0,0.784,,0.124185,0.547591,0.0272602,74601
29450,2015,190150,Columbia University in the City of New York,New York,36911.0,2438.0,1520.0,7.0,1527.0,10027,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-73.9619,40.8083,0.013999999999999999,4604.0,1365438976.0,1003600000.0,,420000.0,789953024.0,10510000.0,558361024.0,379000,,,3716139008.0,2465409024.0,619443008.0,176148000.0,795591040.0,117529000.0,143944992.0,4044401920.0,1910774016.0,461416992.0,9639064576.0,9041027072.0,3716139008.0,4044401920.0,1310.0,0.941,,0.402017,0.475504,0.068684,32414.5
29458,2015,190415,Cornell University,New York,41900.0,6315.0,3180.0,,3180.0,14853,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-76.4835,42.4472,0.006,2916.0,961049408.0,623719040.0,,50952952.0,317190656.0,420649760.0,454997536.0,62424116,,,2082458112.0,631822528.0,362429664.0,151076816.0,513506496.0,232417488.0,163262336.0,2154076672.0,916062272.0,353353056.0,4760560640.0,4524419072.0,2082458112.0,2154076672.0,2978.0,0.9390000000000001,,0.108399,0.530709,0.0107612,72703
29471,2015,190594,CUNY Hunter College,New York,28041.0,10842.0,2168.0,32.0,2200.0,10065,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-73.9648,40.7687,0.039,2407.0,176107248.0,112564776.0,1522800.0,24906976.0,58003144.0,186171168.0,601212.0,23685988,195148032.0,190388128.0,407138368.0,219832272.0,30820910.0,6829526.0,37650436.0,33334804.0,32570576.0,416790144.0,207175520.0,102440360.0,99012536.0,105741680.0,407138368.0,416790144.0,928.0,0.5329999999999999,,0.237885,0.667403,0.0489345,21684
29578,2015,193900,New York University,New York,57727.0,18515.0,5886.0,31.0,5917.0,10012-1091,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-73.9973,40.7295,0.019,9685.0,2276873728.0,1662911744.0,,3072273.0,362802624.0,24877384.0,798820672.0,2170744320,,,5608125952.0,1498449024.0,984702016.0,10930000.0,995632000.0,79729000.0,129320000.0,5548776960.0,2619859968.0,739998976.0,3475939072.0,3587112960.0,5608125952.0,5548776960.0,4600.0,0.847,,0.112192,0.594606,0.0197414,53143
29634,2015,195809,St John's University-New York,New York,36086.0,23429.0,3251.0,2.0,3253.0,11439,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-73.7953,40.722,0.046,4298.0,571708736.0,350790720.0,,289781.0,7389773.0,2221141.0,22672000.0,32346086,,,438326016.0,181920992.0,6378000.0,,6378000.0,58192000.0,44931000.0,452489984.0,185475472.0,69203440.0,685937408.0,643376000.0,438326016.0,452489984.0,1801.0,0.58,,0.0614717,0.589586,0.0101248,49458
29647,2015,196088,University at Buffalo,New York,23629.0,14175.0,3607.0,14.0,3621.0,14260-1660,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-78.7901,43.0014,0.031,5623.0,341472864.0,281078272.0,,41367624.0,150792416.0,512247296.0,5421892.0,37371348,559318080.0,493555200.0,1062086144.0,508273472.0,147991952.0,12388117.0,160380064.0,134113208.0,40406804.0,1107485696.0,443285728.0,295148032.0,619295680.0,600960832.0,1062086144.0,1107485696.0,2366.0,0.7440000000000001,,0.109955,0.437964,0.0188212,45592.5
29648,2015,196097,Stony Brook University,New York,34146.0,13995.0,2836.0,0.0,2836.0,11794,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-73.1236,40.9131,0.032,4308.0,311563136.0,244593184.0,,64906152.0,169752272.0,568463040.0,4144342.0,21046018,1739318144.0,531929312.0,2279776000.0,520399136.0,122410256.0,30088810.0,152499072.0,122318584.0,63590788.0,2419279616.0,963205312.0,571393408.0,207914112.0,219656880.0,2279776000.0,2419279616.0,1978.0,0.7240000000000001,,0.131417,0.501343,0.0244827,39974
29669,2015,196413,Syracuse University,New York,33254.0,16071.0,3478.0,3.0,3481.0,13244,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-76.1366,43.04,0.03,3703.0,830284608.0,522622080.0,,40979.0,46224180.0,14301962.0,102199280.0,,,,896631936.0,356730240.0,65365464.0,,65365464.0,125143368.0,66669964.0,905148736.0,398130720.0,126026016.0,1166108672.0,1156828032.0,896631936.0,905148736.0,2838.0,0.8220000000000001,,0.0597047,0.551252,0.0156217,71828
29678,2015,196680,Excelsior College,New York,,,,,,12203-5159,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-73.8622,42.7049,0.039,868.0,100110288.0,99399344.0,,,490624.0,186214.0,970159.0,3000711,,,105463888.0,19759372.0,,,,39592968.0,15246860.0,107429992.0,61187568.0,14778468.0,1276269.0,1442184.0,105463888.0,107429992.0,,,,0.908261,0.675696,0.493265,37841
29755,2015,413413,Capella University,Minnesota,,,,,,55402-3389,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","20,000 and above",-93.2687,44.9762,0.065,17982.0,452220992.0,411547008.0,,,,,,3463000,,,415388992.0,41702000.0,,,,72635000.0,37421000.0,368241984.0,168152992.0,15693000.0,,,415388992.0,368241984.0,,,,0.971677,0.73641,0.392523,29029.5
30013,2014,125231,Walden University,Minnesota,,,,,,55401,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","20,000 and above",-93.2657,44.9814,0.068,17458.0,655785024.0,566201024.0,,,,,,37884000,,,621310976.0,184252992.0,,,,34679000.0,12764000.0,498278016.0,121290000.0,6291000.0,,,621310976.0,498278016.0,,,,0.972392,0.796756,0.388119,27771
30060,2014,139755,Georgia Institute of Technology-Main Campus,Georgia,25884.0,8641.0,2805.0,4.0,2809.0,30332-0530,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-84.396,33.7737,0.017,2455.0,359168000.0,318573216.0,,204703280.0,532379872.0,442381504.0,34074456.0,2648845,1204924672.0,289930752.0,1563387392.0,332329216.0,737075392.0,57986612.0,795062016.0,56941428.0,38598732.0,1436558208.0,675943424.0,144580048.0,1889014016.0,1858977024.0,1563387392.0,1436558208.0,2250.0,0.848,,0.103249,0.329183,0.0267234,64938
30064,2014,139931,Georgia Southern University,Georgia,9679.0,6107.0,3476.0,22.0,3498.0,30460-8126,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-81.7822,32.4278,0.061,4442.0,141104976.0,111214656.0,,8326241.0,40528344.0,94371520.0,4216706.0,51774,221149920.0,122086880.0,344175968.0,115858664.0,18626932.0,1859464.0,20486396.0,35566100.0,29667630.0,340686240.0,140944800.0,41256416.0,49173484.0,49156428.0,344175968.0,340686240.0,1758.0,0.504,,0.11396,0.510182,0.0377821,50031.5
30065,2014,139940,Georgia State University,Georgia,12858.0,7643.0,3641.0,60.0,3701.0,30303-3083,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-84.3867,33.7527,0.06,7632.0,295473984.0,233169808.0,,25996852.0,120419056.0,221632848.0,7088255.0,35912892,435135040.0,259932464.0,782713024.0,242399328.0,156391936.0,18665718.0,175057648.0,83694968.0,46607000.0,693672832.0,313692928.0,76841256.0,184643792.0,184290560.0,782713024.0,693672832.0,1583.0,0.539,,0.305575,0.621887,0.071121,25120
30066,2014,139959,University of Georgia,Georgia,20918.0,11655.0,5230.0,13.0,5243.0,30602,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-83.374,33.9564,0.028999999999999998,5272.0,523437568.0,401047776.0,,55324092.0,161332016.0,478573376.0,50126092.0,19167156,867540032.0,498361696.0,1475768192.0,311994080.0,373317024.0,177468944.0,550785984.0,107793160.0,53385012.0,1321399808.0,645237504.0,179305728.0,939024192.0,1004987008.0,1475768192.0,1321399808.0,3986.0,0.853,,0.0738916,0.574595,0.0216983,62205.5
30073,2014,140164,Kennesaw State University,Georgia,11615.0,6208.0,3652.0,100.0,3752.0,30144-5591,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-84.5808,34.0363,0.071,6703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.293174,0.537853,0.083232,36265.5
30150,2014,174066,University of Minnesota-Twin Cities,Minnesota,44760.0,20300.0,5521.0,9.0,5530.0,55455-0213,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","20,000 and above",-93.2354,44.9779,0.026000000000000002,9732.0,827524352.0,622508352.0,,405399168.0,515255680.0,1081190016.0,175439360.0,55828580,1964076032.0,1014190208.0,3093036288.0,732627392.0,818240896.0,256751072.0,1074992000.0,418247776.0,119282632.0,3002216960.0,1356072064.0,386378912.0,2992707072.0,3113770240.0,3093036288.0,3002216960.0,4154.0,0.772,,0.137477,0.542464,0.032205,72658
30572,2014,413413,Capella University,Minnesota,,,,,,55402-3389,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","20,000 and above",-93.2687,44.9762,0.08900000000000001,19054.0,435608000.0,401940992.0,,,,,,2237000,,,404456992.0,41120000.0,,,,68268000.0,34432000.0,359400000.0,158380000.0,14034000.0,,,404456992.0,359400000.0,,,,0.973162,0.726074,0.385826,26880
30824,2013,125231,Walden University,Minnesota,,,,,,55401,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","20,000 and above",-93.2657,44.9814,0.078,15840.0,617457984.0,545638976.0,,,,,,35737000,,,594171008.0,178536000.0,,,,33706000.0,11320000.0,488185984.0,139552000.0,9755000.0,,,594171008.0,488185984.0,1.0,0.33299999999999996,,0.975138,0.793356,0.390157,26659
30873,2013,139755,Georgia Institute of Technology-Main Campus,Georgia,14645.0,8045.0,3039.0,5.0,3044.0,30332-0530,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-84.396,33.7737,0.025,2242.0,326785472.0,287203040.0,,189450048.0,505556032.0,423815200.0,31842764.0,11675733,1123451520.0,291651360.0,1422078720.0,295792864.0,723954048.0,55311980.0,779266048.0,57502904.0,37845816.0,1357610880.0,638403904.0,142542192.0,1714876032.0,1889014016.0,1422078720.0,1357610880.0,2147.0,0.815,,0.0936875,0.314196,0.02485,64958
30878,2013,139931,Georgia Southern University,Georgia,10525.0,5473.0,3576.0,28.0,3604.0,30460-8126,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-81.7822,32.4278,0.08900000000000001,4135.0,137741984.0,107971600.0,,10625306.0,37399608.0,92164144.0,4243746.0,2116822,213235520.0,118515576.0,336473536.0,114552744.0,19396882.0,1912618.0,21309500.0,33721256.0,28924764.0,338667104.0,137901824.0,41404712.0,42242300.0,49173484.0,336473536.0,338667104.0,1594.0,0.513,,0.119924,0.520186,0.0433588,48953.5
30879,2013,139940,Georgia State University,Georgia,13890.0,7592.0,3379.0,81.0,3460.0,30303-3083,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-84.3867,33.7527,0.085,6515.0,278617056.0,225837008.0,,21344604.0,112215808.0,214846448.0,4146132.0,25235360,397428704.0,256282800.0,661898304.0,228037808.0,128463848.0,19299738.0,147763584.0,78268904.0,43123112.0,636290432.0,291902496.0,72857544.0,163128160.0,184643792.0,661898304.0,636290432.0,1463.0,0.5329999999999999,,0.312109,0.623033,0.0764762,25096
30880,2013,139959,University of Georgia,Georgia,18458.0,10352.0,4923.0,13.0,4936.0,30602,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-83.374,33.9564,0.038,4816.0,485085440.0,364533216.0,,50536424.0,154068192.0,468730080.0,44939356.0,30030348,803476736.0,508442624.0,1346314368.0,302412512.0,360681088.0,177823936.0,538505024.0,99261248.0,46573424.0,1271453184.0,614299392.0,182965760.0,786170880.0,939024192.0,1346314368.0,1271453184.0,4043.0,0.846,,0.0828822,0.568267,0.0216528,60099
30888,2013,140164,Kennesaw State University,Georgia,9471.0,5355.0,3091.0,103.0,3194.0,30144-5591,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-84.5808,34.0363,0.086,4741.0,158859712.0,128408768.0,,429192.0,44527388.0,83560976.0,1282229.0,5894416,196817552.0,130576440.0,331271136.0,131232592.0,1408317.0,5394546.0,6802863.0,41298888.0,30654864.0,330928320.0,145138144.0,39444456.0,25357728.0,26008888.0,331271136.0,330928320.0,1125.0,0.426,,0.315634,0.564254,0.0951619,35615
30973,2013,174066,University of Minnesota-Twin Cities,Minnesota,43048.0,19121.0,5538.0,6.0,5544.0,55455-0213,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","20,000 and above",-93.2354,44.9779,0.036000000000000004,8976.0,811360512.0,614105536.0,,364368128.0,525231680.0,1024246656.0,189886368.0,32196312,1901092992.0,1149601280.0,3194809856.0,732353792.0,792892160.0,260219840.0,1053112000.0,435340896.0,118891568.0,3027768064.0,1329874944.0,435109824.0,2610544128.0,2992707072.0,3194809856.0,3027768064.0,3990.0,0.784,,0.150693,0.539107,0.0355982,69997
31082,2013,190150,Columbia University in the City of New York,New York,31851.0,2362.0,1415.0,0.0,1415.0,10027,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-73.9619,40.8083,0.02,4544.0,1215249024.0,887364992.0,,543000.0,756604032.0,13044000.0,465785984.0,1728000,,,4953687040.0,2152386048.0,656011008.0,128019000.0,784030016.0,116073000.0,130619000.0,3605778944.0,1700237056.0,385104000.0,8197879808.0,9223047168.0,4953687040.0,3605778944.0,1301.0,0.9470000000000001,,0.442427,0.507222,0.0680974,32240
31090,2013,190415,Cornell University,New York,39999.0,6222.0,3223.0,0.0,3223.0,14853,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-76.4827,42.4453,0.015,2751.0,889782208.0,555860992.0,,480259.0,339696832.0,190826224.0,549390464.0,42169904,,,2657764864.0,528179936.0,334452896.0,125027904.0,459480800.0,196970688.0,131571896.0,1834267904.0,843587840.0,181884624.0,4133841664.0,4646133760.0,2657764864.0,1834267904.0,2919.0,0.932,,0.156295,0.52114,0.012114,66592.5
31103,2013,190594,CUNY Hunter College,New York,30758.0,9140.0,1924.0,47.0,1971.0,10065,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-73.9648,40.7687,0.053,2005.0,155397184.0,106984944.0,675.0,17519366.0,56330724.0,148860160.0,1293297.0,24955536,181509664.0,161715936.0,352916960.0,165063072.0,31182164.0,4266765.0,35448928.0,35678344.0,26216540.0,353301696.0,160734288.0,66002120.0,73847744.0,92874568.0,352916960.0,353301696.0,1027.0,0.517,,0.314829,0.669935,0.0594358,20261
31212,2013,193900,New York University,New York,45779.0,14829.0,5168.0,39.0,5207.0,10012-1091,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-73.9973,40.7295,0.025,9597.0,2027766016.0,1546675968.0,,2081000.0,342560992.0,19910000.0,760611008.0,964859008,,,5262554112.0,1460621056.0,810883968.0,5764000.0,816647936.0,75516000.0,118299000.0,4607555072.0,1944408960.0,551772032.0,2980026880.0,3435034112.0,5262554112.0,4607555072.0,3973.0,0.83,,0.126361,0.603727,0.0220444,51603
31274,2013,195809,St John's University-New York,New York,51634.0,27449.0,2786.0,6.0,2792.0,11439,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-73.7953,40.722,0.09300000000000001,4114.0,553734080.0,357612416.0,,98805.0,8115299.0,3882402.0,20333760.0,184057488,,,704234368.0,183037968.0,10701268.0,,10701268.0,64476832.0,47189736.0,507026176.0,219437536.0,80602696.0,416230496.0,664643264.0,704234368.0,507026176.0,1914.0,0.5870000000000001,,0.0762938,0.542059,0.0154722,47916
31288,2013,196088,University at Buffalo,New York,23093.0,13053.0,3650.0,19.0,3669.0,14260-1660,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-78.7901,43.0014,0.045,5246.0,297273280.0,247881024.0,,38795980.0,142509728.0,491770336.0,6677235.0,38947752,505390560.0,487238784.0,999742976.0,454128928.0,125537472.0,12382834.0,137920304.0,126900728.0,34387140.0,996805632.0,417091200.0,247385744.0,554392384.0,624790656.0,999742976.0,996805632.0,2245.0,0.7190000000000001,,0.126561,0.466499,0.0237752,47157.5
31289,2013,196097,Stony Brook University,New York,30300.0,11963.0,2708.0,1.0,2709.0,11794,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-73.1236,40.9131,0.051,4158.0,248386704.0,186194592.0,,60620680.0,166048816.0,495801856.0,3419933.0,46066836,1587524352.0,475415776.0,2114150656.0,479129408.0,117442304.0,25609098.0,143051408.0,120449720.0,51547220.0,2161645056.0,886630080.0,461250144.0,154681216.0,196350992.0,2114150656.0,2161645056.0,1972.0,0.6859999999999999,,0.148583,0.48223,0.0358541,41343
31310,2013,196413,Syracuse University,New York,28269.0,13990.0,3476.0,11.0,3487.0,13244,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-76.1367,43.0405,0.037000000000000005,3492.0,764185088.0,480527488.0,,93123.0,41389084.0,10006110.0,95788720.0,,,,1008324480.0,330633312.0,62657396.0,,62657396.0,115334848.0,66209072.0,838167040.0,363802496.0,114802832.0,1053213568.0,1183243648.0,1008324480.0,838167040.0,2540.0,0.804,,0.0548288,0.570412,0.0159677,66496
31319,2013,196680,Excelsior College,New York,,,,,,12203-5159,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-73.8622,42.7049,0.043,646.0,85603400.0,85014040.0,,,11720.0,135300.0,998467.0,1707286,,,90180976.0,16102894.0,,,,34319512.0,10222770.0,86740408.0,47687900.0,11432400.0,822554.0,1097376.0,90180976.0,86740408.0,,,,0.929066,0.605666,0.551941,38283
31402,2013,413413,Capella University,Minnesota,,,,,,55402-3389,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","20,000 and above",-93.2687,44.9762,0.13,17331.0,426944992.0,396032992.0,,,,,,1731000,,,397959008.0,39460000.0,,,,62780000.0,37844000.0,353350016.0,153390000.0,13739000.0,,,397959008.0,353350016.0,,,,0.979251,0.708705,0.37032,23811
31653,2012,125231,Walden University,Minnesota,,,,,,55401,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","20,000 and above",-93.2661,44.981,0.054000000000000006,12478.0,550374976.0,485088000.0,,,21329000.0,,,32083000,,,555388992.0,139172992.0,,,,,,452132992.0,,,,,555388992.0,452132992.0,,,,0.972275,0.788003,0.384672,23771.5
31911,2012,190150,Columbia University in the City of New York,New York,34810.0,2418.0,1391.0,0.0,1391.0,10027,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-73.9619,40.8083,0.028999999999999998,4306.0,1141490944.0,826228992.0,,420000.0,788254016.0,12764000.0,627753024.0,1356000,,,4456796160.0,2022514944.0,664595968.0,125717000.0,790312960.0,115700000.0,115991000.0,3460016896.0,1629264000.0,411052992.0,7654152192.0,8197879808.0,4456796160.0,3460016896.0,1279.0,0.9329999999999999,,0.445392,0.510353,0.0698335,31221
31919,2012,190415,Cornell University,New York,37808.0,6259.0,3217.0,0.0,3217.0,14853,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-76.4827,42.4453,0.022000000000000002,2566.0,849533504.0,515428864.0,,199528.0,336215648.0,226580560.0,299982656.0,71968064,,,2157799424.0,494620640.0,364136224.0,122543752.0,486679968.0,183546288.0,133483120.0,1779141504.0,815602240.0,196758400.0,3850425856.0,4133841664.0,2157799424.0,1779141504.0,2805.0,0.9329999999999999,,0.1404,0.516736,0.0125523,67546.5
31932,2012,190594,CUNY Hunter College,New York,30529.0,8315.0,2130.0,47.0,2177.0,10065,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-73.9648,40.7687,0.045,1637.0,149141840.0,109035328.0,629318.0,15906908.0,58866668.0,147084608.0,1937738.0,17468616,185191200.0,152278304.0,359427008.0,161571152.0,29908168.0,4894901.0,34803068.0,31518200.0,28209218.0,346443968.0,156731136.0,59791920.0,63089832.0,73847744.0,359427008.0,346443968.0,934.0,0.504,,0.312816,0.675439,0.0581326,20903.5
31939,2012,190664,CUNY Queens College,New York,18722.0,5746.0,1419.0,25.0,1444.0,11367,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-73.8154,40.7378,0.046,1186.0,116644888.0,77254264.0,125200.0,11789717.0,41803120.0,112639840.0,860070.0,13667885,133267400.0,114166440.0,258770976.0,129375688.0,19952328.0,1618235.0,21570564.0,20909392.0,32595398.0,278506816.0,117936232.0,54432168.0,38330592.0,43646660.0,258770976.0,278506816.0,989.0,0.564,,0.342197,0.586201,0.0775113,20799.5
32045,2012,193900,New York University,New York,42807.0,14998.0,5125.0,16.0,5141.0,10012-1091,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-73.9973,40.7295,0.036000000000000004,7952.0,1806962944.0,1410790016.0,,3619000.0,314164992.0,18204000.0,612403968.0,739731968,,,4376953856.0,1275170944.0,704262976.0,6531000.0,710793984.0,71837000.0,108873000.0,3953776128.0,1728813056.0,489622016.0,2800399104.0,2980026880.0,4376953856.0,3953776128.0,4069.0,0.833,,0.147356,0.61383,0.0282115,51000
32110,2012,195809,St. John's University-New York,New York,52972.0,25998.0,2761.0,2.0,2763.0,11439,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-73.7953,40.722,0.11,3788.0,541307072.0,355164000.0,,117312.0,7672785.0,4285992.0,19177548.0,9784593,,,526859968.0,177468080.0,9293064.0,,9293064.0,64517980.0,46257484.0,462692544.0,191590576.0,66811632.0,350486016.0,416230496.0,526859968.0,462692544.0,1755.0,0.557,,0.0806981,0.525661,0.0155521,45824
32124,2012,196088,University at Buffalo,New York,21905.0,12456.0,3563.0,17.0,3580.0,14260-1660,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-78.7892,43.0004,0.05,4961.0,265530352.0,215813856.0,,35737368.0,146045088.0,462360576.0,4512816.0,30359306,472648544.0,446269376.0,932167744.0,422866272.0,137796256.0,13559332.0,151355584.0,122395024.0,27445062.0,986465920.0,401657664.0,227612208.0,511019808.0,554392384.0,932167744.0,986465920.0,2160.0,0.72,,0.132662,0.468109,0.022504,48577
32125,2012,196097,Stony Brook University,New York,27513.0,11023.0,2674.0,2.0,2676.0,11794,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-73.1473,40.9164,0.053,3730.0,229850064.0,168672432.0,,58017192.0,178251232.0,451312576.0,6143670.0,20143396,1494699264.0,420397152.0,1923829760.0,426385888.0,125934560.0,25850174.0,151784736.0,118624696.0,48914148.0,2049446912.0,847381440.0,453707072.0,125375576.0,154681216.0,1923829760.0,2049446912.0,1819.0,0.659,,0.150805,0.492587,0.0366651,38475
32146,2012,196413,Syracuse University,New York,25790.0,13240.0,3382.0,10.0,3392.0,13244-5040,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-76.1351,43.0376,0.048,3292.0,734161984.0,460500224.0,,55772.0,42920688.0,11462615.0,78005056.0,,,,942050560.0,318905824.0,63541816.0,,63541816.0,109607408.0,60847272.0,808870656.0,354475872.0,107217456.0,940055680.0,1053213568.0,942050560.0,808870656.0,2507.0,0.8109999999999999,,0.0533665,0.566947,0.0153022,66942
