,year,unitid,inst_name,state_name,number_applied,number_admitted,number_enrolled_ft,number_enrolled_pt,number_enrolled_total,zip,region,inst_category,inst_size,longitude,latitude,default_rate,default_rate_denom,rev_tuition_fees_gross,rev_tuition_fees_net,rev_appropriations_local,rev_grants_contracts_local,rev_fed_approps_grants,rev_state_local_approps_grants,rev_gifts_grants_contracts,rev_other,rev_operating,rev_nonoperating,rev_total_current,exp_instruc_total,exp_research_total,exp_pub_serv_total,exp_res_pub_serv_total,exp_acad_supp_total,exp_student_serv_total,exp_total_current,exp_total_salaries,exp_total_benefits,endowment_beg,endowment_end,total_revenues_additions,total_expenses_deductions,completers_150pct,completion_rate_150pct,room_board_charge,independent_pct,female_pct,married_pct,faminc_med
34,2017,110422,California Polytechnic State University-San Luis Obispo,California,48588.0,16817.0,5241.0,12.0,5253.0,93407,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-120.65700000000001,35.2995,0.015,2989.0,248144176.0,193404288.0,,,19387800.0,242793376.0,24693864.0,24595656,264676064.0,300129792.0,583277632.0,206795248.0,1586015.0,288272.0,1874287.0,49556612.0,67215600.0,583200832.0,207186736.0,172135872.0,209804288.0,220572768.0,583277632.0,583200832.0,,,,,,,
2303,2014,110422,California Polytechnic State University-San Luis Obispo,California,43812.0,13533.0,4648.0,14.0,4662.0,93407,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-120.65899999999999,35.2989,0.016,2554.0,206737408.0,161722080.0,,,17948050.0,129727728.0,19004314.0,16404679,229645984.0,170202176.0,403697248.0,189305344.0,2758478.0,680793.0,3439271.0,50257340.0,64559168.0,411224384.0,162321648.0,66672552.0,207485856.0,198699696.0,403697248.0,411224384.0,2938.0,0.758,,0.0880995,0.481172,0.0129663,69038.5
2309,2014,110529,California State Polytechnic University-Pomona,California,32803.0,17016.0,3555.0,103.0,3658.0,91768,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.819,34.0543,0.032,3184.0,174438160.0,95953496.0,,,49485508.0,153091616.0,4020320.0,9624643,127454056.0,212284608.0,342136896.0,147455856.0,1518083.0,143662.0,1661745.0,44946832.0,44740408.0,323654720.0,130903600.0,51110400.0,86644216.0,90215784.0,342136896.0,323654720.0,1715.0,0.629,,0.265887,0.471493,0.0457372,28729
2312,2014,110556,California State University-Fresno,California,18964.0,11265.0,3387.0,146.0,3533.0,93740,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-119.74799999999999,36.8145,0.043,3463.0,161293440.0,74405760.0,,,59510696.0,162428544.0,4326445.0,12258501,87805232.0,233134576.0,347409120.0,132706744.0,5286808.0,3799877.0,9086685.0,37657400.0,45571880.0,318383840.0,127687424.0,48883540.0,153535264.0,156993296.0,347409120.0,318383840.0,1531.0,0.585,,0.245289,0.590043,0.0669152,26137
2313,2014,110565,California State University-Fullerton,California,40955.0,18212.0,4243.0,114.0,4357.0,92831-3599,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.885,33.8836,0.035,5249.0,271744864.0,172933168.0,,,70619080.0,200922448.0,542390.0,25706836,232326528.0,281324000.0,515088256.0,233922432.0,1200240.0,9749620.0,10949860.0,39321728.0,47497956.0,518976800.0,205836480.0,78305184.0,50355028.0,52645576.0,515088256.0,518976800.0,2379.0,0.619,,0.308891,0.582041,0.0629399,29036
2315,2014,110583,California State University-Long Beach,California,57322.0,20326.0,4237.0,98.0,4335.0,90840-0115,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-118.11200000000001,33.7828,0.038,5461.0,272759264.0,154536144.0,,,78225232.0,216428032.0,6436034.0,16592563,191656048.0,309165792.0,501588576.0,231536368.0,1110633.0,2614938.0,3725571.0,60332556.0,56626884.0,479660256.0,210486400.0,81003360.0,57046044.0,57190876.0,501588576.0,479660256.0,2328.0,0.67,,0.308523,0.581059,0.0450368,26402
2316,2014,110592,California State University-Los Angeles,California,31013.0,18941.0,3141.0,89.0,3230.0,90032,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-118.169,34.0669,0.06,3463.0,176493936.0,87121976.0,,,69642344.0,159799488.0,28421.0,14431516,110768720.0,235219712.0,348124672.0,131928040.0,2401343.0,2639456.0,5040799.0,45115180.0,25412544.0,324339968.0,132853936.0,46841552.0,19515536.0,23474392.0,348124672.0,324339968.0,851.0,0.45299999999999996,,0.371301,0.59589,0.0608828,20000
2317,2014,110608,California State University-Northridge,California,33386.0,17647.0,5450.0,76.0,5526.0,91330,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-118.527,34.2367,0.052000000000000005,6467.0,314911520.0,182507984.0,,75239.0,90127736.0,218514608.0,5379979.0,21153004,228044000.0,320339520.0,549404864.0,209244656.0,7387843.0,1892341.0,9280184.0,60670352.0,85533984.0,516451648.0,208806016.0,78176600.0,81369976.0,89715600.0,549404864.0,516451648.0,2042.0,0.504,,0.282132,0.575565,0.0467784,23559
2318,2014,110617,California State University-Sacramento,California,21550.0,15656.0,3473.0,222.0,3695.0,95819-2694,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-121.42200000000001,38.5574,0.057999999999999996,5071.0,212819376.0,121036120.0,,864413.0,68689824.0,183748496.0,933820.0,15401170,163613712.0,254636960.0,418801664.0,176308480.0,1327471.0,7284827.0,8612298.0,40546516.0,47592752.0,408443488.0,157915136.0,61748108.0,32297236.0,34136440.0,418801664.0,408443488.0,1358.0,0.46,,0.354473,0.589991,0.0785528,25645
2319,2014,110635,University of California-Berkeley,California,73782.0,11820.0,5432.0,35.0,5467.0,94720,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-122.26,37.8715,0.028999999999999998,5273.0,910569984.0,730156992.0,,198078000.0,457288000.0,625419008.0,216734000.0,470501984,1747367040.0,679505984.0,2845716992.0,868902976.0,668475072.0,79590608.0,748065664.0,223543808.0,214252656.0,2648372992.0,1136838912.0,439863936.0,1671938944.0,1834400000.0,,,3972.0,0.9159999999999999,15830.0,0.200653,0.551358,0.0315961,32558
2320,2014,110644,University of California-Davis,California,60543.0,24440.0,5331.0,46.0,5377.0,95616-8678,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-121.75200000000001,38.5399,0.027000000000000003,5610.0,631438976.0,460452000.0,,156024992.0,422519008.0,659772992.0,61560000.0,207248992,3403399936.0,549289984.0,4081221888.0,798020736.0,619365248.0,90948440.0,710313664.0,291486560.0,143609840.0,3919758080.0,1892124032.0,813520448.0,320744992.0,380039008.0,,,3766.0,0.8540000000000001,14316.0,0.170838,0.595666,0.0273848,34262.5
2321,2014,110653,University of California-Irvine,California,66515.0,24890.0,5426.0,9.0,5435.0,92697,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.84100000000001,33.6484,0.023,4346.0,559590976.0,446990016.0,,65801000.0,239383008.0,348062976.0,41709000.0,75936000,2149276928.0,384215008.0,2562417920.0,663248000.0,304995552.0,13070554.0,318066112.0,179083184.0,91891312.0,2529696000.0,1132593024.0,378185440.0,310163008.0,355888992.0,,,3535.0,0.8809999999999999,12638.0,0.101658,0.556221,0.0187737,35039.5
2322,2014,110662,University of California-Los Angeles,California,86537.0,16059.0,5753.0,11.0,5764.0,90095-1405,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-118.444,34.0689,0.015,6615.0,961960000.0,668355008.0,,271627008.0,634160000.0,797481024.0,284516992.0,366167008,5579668992.0,872110016.0,6630991872.0,1891603456.0,853991104.0,131846664.0,985837760.0,619181568.0,164537520.0,6316298240.0,2998533376.0,984743872.0,1616045056.0,2328472064.0,,,4072.0,0.9109999999999999,14511.0,0.180453,0.587724,0.0235127,33549.5
2323,2014,110671,University of California-Riverside,California,36101.0,21044.0,4272.0,7.0,4279.0,92521,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.331,33.9759,0.043,3733.0,357192000.0,275070016.0,,29254000.0,119883000.0,255504992.0,12798000.0,99315000,502692992.0,296703008.0,872158976.0,270492576.0,134228416.0,9560819.0,143789232.0,56400384.0,79635912.0,799110976.0,335142176.0,137090256.0,136003008.0,141459008.0,,,3116.0,0.731,13381.0,0.102409,0.54172,0.0180379,35534
2324,2014,110680,University of California-San Diego,California,73448.0,24449.0,4913.0,9.0,4922.0,92093,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.238,32.8766,0.025,5112.0,653158016.0,500926016.0,,259344992.0,693924992.0,610871936.0,77426000.0,389986976,3623706112.0,482236992.0,4442592256.0,794075328.0,902674880.0,23075786.0,925750656.0,375310496.0,122515384.0,4000535040.0,1801425536.0,602825088.0,534912000.0,719883008.0,,,3272.0,0.873,12254.0,0.116655,0.493777,0.0214981,37927.5
2326,2014,110705,University of California-Santa Barbara,California,66813.0,24283.0,4725.0,13.0,4738.0,93106,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-119.848,34.4154,0.04,3681.0,383217984.0,325012992.0,,47914000.0,155378000.0,240178000.0,38449000.0,106647000,657155008.0,270368000.0,998908992.0,276565696.0,198398240.0,12191509.0,210589744.0,87618000.0,91474528.0,1002033024.0,429590720.0,165399728.0,144379008.0,167632000.0,,,3699.0,0.81,14523.0,0.0711325,0.539644,0.00574943,39736
2579,2014,122409,San Diego State University,California,56921.0,19625.0,4779.0,275.0,5054.0,92182,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.071,32.7752,0.036000000000000004,5393.0,292381600.0,212228112.0,,7860906.0,52527420.0,204278368.0,16209936.0,19451160,289665664.0,270125248.0,567654656.0,212067168.0,4236189.0,5172622.0,9408811.0,72593584.0,93264872.0,538888448.0,205517152.0,81088776.0,201130992.0,210555280.0,567654656.0,538888448.0,2240.0,0.6809999999999999,,0.277902,0.571773,0.0591489,32439
2583,2014,122597,San Francisco State University,California,31963.0,21087.0,3630.0,124.0,3754.0,94132,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-122.478,37.7213,0.057,5506.0,217214608.0,135251632.0,,3766705.0,75207536.0,181516640.0,1533953.0,15202889,216952560.0,237386576.0,454346368.0,200050016.0,17179596.0,4149143.0,21328740.0,55104484.0,38952572.0,456678400.0,192327808.0,75024952.0,47988588.0,48257704.0,454346368.0,456678400.0,1975.0,0.512,,0.33048,0.57578,0.0420443,26694.5
2592,2014,122755,San Jose State University,California,29738.0,17797.0,3396.0,90.0,3486.0,95192-0001,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-121.881,37.3352,0.031,4566.0,276804416.0,192678384.0,,,53428776.0,161995488.0,2156289.0,22663120,259368352.0,227937888.0,487709280.0,198621856.0,34994.0,1945862.0,1980856.0,45853380.0,64714844.0,430841728.0,179013808.0,67875344.0,119265488.0,120043744.0,487709280.0,430841728.0,1488.0,0.568,,0.299285,0.509876,0.0514485,28669
2631,2014,123961,University of Southern California,California,51920.0,9358.0,3093.0,5.0,3098.0,90089,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-118.28399999999999,34.0211,0.012,6900.0,1710225024.0,1249949056.0,,15816000.0,374641984.0,52480000.0,565820032.0,96392000,,,4244709888.0,1749042944.0,372150016.0,72641000.0,444791008.0,122025000.0,270473984.0,3980355072.0,1798781056.0,509464992.0,4593013760.0,4709511168.0,4244709888.0,3980355072.0,2635.0,0.9229999999999999,,0.0893228,0.520357,0.0126714,47671
2665,2014,154022,Ashford University,California,,,,,,92123,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.14200000000001,32.8268,0.153,50050.0,692732992.0,581403008.0,,,,,,,,,613411968.0,113194000.0,,,,47111000.0,333544000.0,517707008.0,177884000.0,29451000.0,,,613411968.0,517707008.0,438.0,0.142,6300.0,0.96451,0.753143,0.330427,16858
3037,2014,484631,University of Phoenix-California,California,,,,,,92626,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.88600000000001,33.685,0.135,201163.0,202443600.0,182105632.0,,,,,,921317,,,197238128.0,47942448.0,,503496.0,503496.0,17610330.0,23140098.0,163849680.0,59242452.0,9757278.0,,,,,526.0,0.174,,0.913369,0.693896,0.298301,16619
3086,2013,110529,California State Polytechnic University-Pomona,California,28143.0,14686.0,3022.0,98.0,3120.0,91768,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.819,34.0543,0.038,2920.0,153017648.0,85651488.0,,,45154180.0,135870144.0,3367000.0,9020290,114170232.0,189457392.0,307299232.0,137499856.0,2143915.0,143105.0,2287020.0,35436772.0,35649336.0,293925408.0,119012096.0,51433768.0,69271864.0,86644216.0,307299232.0,293925408.0,1431.0,0.564,,0.265611,0.462997,0.0459066,28387.5
3089,2013,110556,California State University-Fresno,California,16242.0,9444.0,3036.0,103.0,3139.0,93740,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-119.74799999999999,36.8145,0.065,3356.0,156023168.0,73947800.0,,,56150576.0,149016736.0,3943182.0,12064246,87130600.0,216539936.0,311305184.0,128356128.0,1890286.0,6820326.0,8710612.0,36987184.0,41390080.0,306481120.0,119735488.0,51350404.0,136018304.0,153535264.0,311305184.0,306481120.0,1430.0,0.524,,0.232416,0.592019,0.0629807,26000
3090,2013,110565,California State University-Fullerton,California,38909.0,17817.0,4419.0,107.0,4526.0,92831-3599,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.885,33.8836,0.055999999999999994,4731.0,258645136.0,178236480.0,,,66303352.0,179230976.0,567306.0,24018166,231939056.0,255992096.0,491412800.0,230528560.0,1059642.0,9036985.0,10096627.0,37873912.0,45540944.0,496727616.0,186967920.0,78223696.0,42724220.0,50355028.0,491412800.0,496727616.0,2518.0,0.557,,0.30047,0.586052,0.0633993,29688
3092,2013,110583,California State University-Long Beach,California,55019.0,16956.0,4146.0,130.0,4276.0,90840-0115,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-118.11200000000001,33.7828,0.055,5283.0,260066256.0,153248032.0,,,71678088.0,193168384.0,7338106.0,15682070,188595824.0,280698784.0,469712160.0,221030144.0,1261922.0,2609708.0,3871630.0,57994216.0,53971044.0,458858720.0,196538752.0,83436016.0,50573928.0,57046044.0,469712160.0,458858720.0,2956.0,0.652,,0.299482,0.582914,0.0463267,26504
3093,2013,110592,California State University-Los Angeles,California,27321.0,18448.0,2765.0,143.0,2908.0,90032,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-118.169,34.0669,0.076,2790.0,158837264.0,78982144.0,,,61374112.0,137361056.0,29130.0,9020951,96030160.0,204102032.0,302059968.0,120555120.0,2971954.0,2938648.0,5910602.0,38600088.0,23692286.0,293266624.0,119893632.0,48127848.0,17355400.0,19515536.0,302059968.0,293266624.0,688.0,0.41100000000000003,,0.330856,0.600782,0.0565281,20618
3094,2013,110608,California State University-Northridge,California,29339.0,13566.0,4088.0,61.0,4149.0,91330,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-118.527,34.2367,0.076,5776.0,294125280.0,180912064.0,,118782.0,82274072.0,195069056.0,4852779.0,28153780,229510832.0,296218752.0,526006528.0,201550592.0,7400898.0,2025786.0,9426684.0,57675460.0,81901840.0,508913184.0,196794416.0,81120144.0,66980816.0,81369976.0,526006528.0,508913184.0,2110.0,0.46799999999999997,,0.275884,0.573739,0.0460022,23630
3095,2013,110617,California State University-Sacramento,California,19702.0,13728.0,2990.0,161.0,3151.0,95819-2694,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-121.42200000000001,38.5574,0.071,4875.0,207133152.0,118667424.0,,734503.0,65040904.0,165933088.0,591530.0,13966219,154274800.0,234242160.0,391235776.0,171306768.0,920407.0,4814413.0,5734820.0,37795756.0,46451664.0,384403040.0,146921488.0,62949812.0,28981610.0,32297236.0,391235776.0,384403040.0,1109.0,0.43700000000000006,,0.358863,0.590305,0.0826685,25307
3096,2013,110635,University of California-Berkeley,California,61717.0,11108.0,4127.0,35.0,4162.0,94720,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-122.26,37.8715,0.038,4768.0,864081024.0,691267008.0,,195663008.0,412588992.0,619112000.0,184112000.0,451182016,1650050048.0,607801024.0,2695502080.0,734636288.0,664185920.0,82772960.0,746958848.0,200613936.0,190601712.0,2546190080.0,1069662336.0,441408576.0,1411707008.0,1671938944.0,,,3866.0,0.907,15482.0,0.18916,0.547472,0.0321329,31377
3097,2013,110644,University of California-Davis,California,49820.0,22526.0,5173.0,35.0,5208.0,95616-8678,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-121.75200000000001,38.5399,0.038,5185.0,592532992.0,441020000.0,,153980000.0,436095008.0,647960000.0,64387000.0,165299008,3203971072.0,530596992.0,3831100928.0,747272960.0,625250176.0,110300968.0,735551168.0,237894304.0,134670512.0,3799899904.0,1796062720.0,777465728.0,252719008.0,320744992.0,,,4132.0,0.8320000000000001,13961.0,0.160556,0.583263,0.0275212,35784
3098,2013,110653,University of California-Irvine,California,56515.0,23956.0,5067.0,10.0,5077.0,92697,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.84100000000001,33.6484,0.031,3997.0,520087008.0,432116992.0,,66125000.0,298563008.0,334382976.0,38117000.0,407051008,2109692032.0,383032000.0,2833361920.0,579790912.0,313717632.0,13632920.0,327350560.0,208404176.0,85392880.0,2416242944.0,1079991680.0,433215584.0,261488000.0,310163008.0,,,3945.0,0.865,12073.0,0.0986398,0.560101,0.01733,32841
3099,2013,110662,University of California-Los Angeles,California,72676.0,15981.0,5608.0,12.0,5620.0,90095-1405,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-118.444,34.0689,0.022000000000000002,6768.0,913169984.0,653011968.0,,252046000.0,606857024.0,766752000.0,267996992.0,362140000,4930335744.0,853859968.0,6121487872.0,1679933568.0,795361600.0,118181680.0,913543296.0,606951104.0,145211344.0,5858971136.0,2773810176.0,1099631232.0,1411796992.0,1616045056.0,,,4308.0,0.91,14453.0,0.166846,0.584747,0.0247035,33000
3100,2013,110671,University of California-Riverside,California,30391.0,18843.0,4001.0,33.0,4034.0,92521,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.331,33.9759,0.061,3399.0,336364000.0,257259008.0,,25760000.0,111740000.0,241886000.0,13915000.0,142692992,454172992.0,283683008.0,879033984.0,228502784.0,122499464.0,9726546.0,132226008.0,54031168.0,68979008.0,717217024.0,304145376.0,136178752.0,111234000.0,136003008.0,,,3051.0,0.693,13509.0,0.101926,0.537459,0.019023,34501.5
3101,2013,110680,University of California-San Diego,California,60832.0,22812.0,4570.0,5.0,4575.0,92093,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.238,32.8766,0.028999999999999998,4800.0,603425984.0,463455008.0,,233260992.0,687433024.0,574284992.0,74707000.0,76140000,3327195904.0,458708000.0,3817786112.0,754768320.0,841530176.0,24401036.0,865931200.0,329591296.0,111374656.0,3884466944.0,1687913216.0,657984640.0,471857984.0,534912000.0,,,3666.0,0.862,11978.0,0.113908,0.486707,0.0225688,39401
3103,2013,110705,University of California-Santa Barbara,California,55258.0,24556.0,4722.0,19.0,4741.0,93106,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-119.848,34.4154,0.045,3333.0,359380992.0,307204000.0,,46531000.0,158648992.0,216476992.0,38903000.0,139990000,656856000.0,247646000.0,1016051968.0,261698320.0,199756448.0,10758245.0,210514688.0,65179196.0,84258264.0,919276992.0,393046976.0,161848528.0,126046000.0,144379008.0,,,3546.0,0.813,14115.0,0.069151,0.540349,0.00708568,38154
3365,2013,122409,San Diego State University,California,51163.0,15970.0,3829.0,310.0,4139.0,92182,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.071,32.7752,0.052000000000000005,5594.0,274707264.0,196303056.0,,250000.0,51349088.0,181951872.0,17204540.0,19272464,266712032.0,254471856.0,523225312.0,198984544.0,2895261.0,4963552.0,7858813.0,58929760.0,91819752.0,502813312.0,189159408.0,82646256.0,162007248.0,201130992.0,523225312.0,502813312.0,2361.0,0.66,,0.284966,0.574251,0.0616615,30220.5
3369,2013,122597,San Francisco State University,California,31462.0,20070.0,3756.0,51.0,3807.0,94132,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-122.478,37.7213,0.07200000000000001,5082.0,218852368.0,154114512.0,,4421915.0,74222688.0,160007632.0,1439051.0,10850397,236442752.0,212586528.0,449454624.0,202258960.0,20375282.0,5184932.0,25560214.0,52892280.0,40518324.0,475746688.0,187787424.0,79300776.0,41269108.0,47988588.0,449454624.0,475746688.0,1747.0,0.49700000000000005,,0.324872,0.588034,0.0426496,27477.5
3379,2013,122755,San Jose State University,California,25155.0,15967.0,3300.0,84.0,3384.0,95192-0001,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-121.881,37.3352,0.048,4456.0,261129824.0,188919264.0,,,49590444.0,146850368.0,2078338.0,18336542,242893248.0,204529760.0,503974912.0,204614144.0,561.0,2051967.0,2052528.0,39115168.0,68658408.0,409649984.0,173725680.0,72445216.0,99869024.0,119265488.0,503974912.0,409649984.0,1787.0,0.516,,0.299308,0.508506,0.0564787,29491.5
3418,2013,123961,University of Southern California,California,47358.0,9395.0,2920.0,2.0,2922.0,90089,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-118.28399999999999,34.0211,0.018000000000000002,5783.0,1602331008.0,1162317056.0,,10540000.0,373121984.0,50022000.0,745854976.0,97205000,,,4767297024.0,1635753984.0,346523008.0,64647000.0,411170016.0,111911000.0,274448992.0,3682731008.0,1695458048.0,462916000.0,3868355072.0,4593013760.0,4767297024.0,3682731008.0,2508.0,0.9079999999999999,,0.100847,0.510488,0.0163372,46570.5
3877,2012,110529,California State Polytechnic University-Pomona,California,23946.0,13191.0,3152.0,97.0,3249.0,91768,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.819,34.0543,0.053,2433.0,142391440.0,83022656.0,,,41858200.0,115226040.0,3594914.0,8457586,110096432.0,165875840.0,283791008.0,133419400.0,1434155.0,225873.0,1660028.0,33137068.0,34975772.0,283996864.0,115997328.0,48909704.0,55570856.0,69271864.0,283791008.0,283996864.0,1788.0,0.524,,0.257357,0.457949,0.0491319,29761
3880,2012,110556,California State University-Fresno,California,15482.0,9352.0,2831.0,94.0,2925.0,93740,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-119.74799999999999,36.8145,0.08,3193.0,149794624.0,75784448.0,,,51567176.0,128433856.0,3296214.0,13080950,89009488.0,191260256.0,281295520.0,122431312.0,1802523.0,3105702.0,4908225.0,35250112.0,40590992.0,287984704.0,111424208.0,49118564.0,123512368.0,136018304.0,281295520.0,287984704.0,1240.0,0.486,,0.245746,0.597465,0.072285,26565
3881,2012,110565,California State University-Fullerton,California,35235.0,16452.0,4091.0,104.0,4195.0,92831-3599,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.885,33.8836,0.076,4611.0,249487280.0,177932256.0,,,59695820.0,148339840.0,834470.0,26770980,228128304.0,223494816.0,452284128.0,222463136.0,1960362.0,9350082.0,11310444.0,36207180.0,43646988.0,479427904.0,175128992.0,74897424.0,34376680.0,42724220.0,452284128.0,479427904.0,2160.0,0.535,,0.30126,0.590743,0.0643214,30630
3883,2012,110583,California State University-Long Beach,California,49775.0,15122.0,3909.0,78.0,3987.0,90840-0115,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-118.11200000000001,33.7828,0.06,5053.0,253018688.0,150547968.0,,4698.0,67802000.0,166685600.0,5972964.0,15418514,186505680.0,247302048.0,437883072.0,209939120.0,1898774.0,2447564.0,4346338.0,53908544.0,51370128.0,436610880.0,187137280.0,78680880.0,42544936.0,50573928.0,437883072.0,436610880.0,2494.0,0.603,,0.283098,0.586521,0.0479944,27345
3884,2012,110592,California State University-Los Angeles,California,24218.0,16812.0,2368.0,105.0,2473.0,90032,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-118.169,34.0669,0.076,3116.0,148714992.0,75212936.0,,,55362488.0,117521768.0,77999.0,8706882,92027856.0,178011856.0,271073920.0,115255600.0,2718849.0,2442268.0,5161117.0,34527060.0,24006684.0,273410080.0,112853632.0,44905836.0,16250340.0,17355400.0,271073920.0,273410080.0,630.0,0.35700000000000004,,0.344677,0.610087,0.0599083,21000
3885,2012,110608,California State University-Northridge,California,25822.0,16075.0,5162.0,107.0,5269.0,91330,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-118.527,34.2367,0.087,5669.0,276215008.0,168190352.0,,,71648144.0,163696704.0,4107044.0,20243156,215347536.0,245786176.0,462454816.0,195072400.0,4496252.0,1874454.0,6370706.0,55698820.0,77241896.0,472239584.0,187798192.0,76227040.0,58459860.0,66980816.0,462454816.0,472239584.0,1820.0,0.45799999999999996,,0.280676,0.565381,0.0471536,23702
3886,2012,110617,California State University-Sacramento,California,18617.0,12492.0,2800.0,112.0,2912.0,95819-2694,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-121.42200000000001,38.5574,0.086,4728.0,201250832.0,117259888.0,,776388.0,58886148.0,143826544.0,577804.0,12853545,150596336.0,205842736.0,362950144.0,161886176.0,1013414.0,4615613.0,5629027.0,36538016.0,42908160.0,358134592.0,140571344.0,58707220.0,27276272.0,28981610.0,362950144.0,358134592.0,1010.0,0.429,,0.370051,0.596212,0.0896675,25896
3887,2012,110635,University of California-Berkeley,California,52982.0,11450.0,4412.0,31.0,4443.0,94720,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-122.26,37.8715,0.033,4679.0,806262976.0,639859968.0,,196870000.0,407751008.0,593326976.0,177468000.0,177356992,1589211008.0,595577984.0,2363062016.0,691070016.0,628534976.0,85074000.0,713608960.0,196290000.0,152618000.0,2400079104.0,1022803008.0,327124992.0,1254516992.0,1411707008.0,,,3847.0,0.91,15304.0,0.17855,0.539915,0.0305911,32603
