"year","unitid","inst_name","state_name","years_since_entering_repay","repay_rate","repay_rate_female","repay_rate_male","repay_rate_firstgen","repay_count_female","repay_count_male","repay_count_firstgen"
"2016","227526","Prairie View A & M University","Texas","5","0.358317","0.380411","0.329092","0.349127","2287","1729","1604"
"2016","227526","Prairie View A & M University","Texas","7","0.45295","0.487687","0.407794","0.44399","1868","1437","1223"
"2016","227881","Sam Houston State University","Texas","3","0.581579","0.574887","0.591292","0.569922","3966","2733","2939"
"2016","227881","Sam Houston State University","Texas","5","0.641424","0.640219","0.643084","0.630443","3466","2516","2503"
"2016","227881","Sam Houston State University","Texas","7","0.705839","0.708398","0.70203","0.688277","3227","2168","2252"
"2016","228431","Stephen F Austin State University","Texas","3","0.521833","0.524362","0.51767","0.492202","3448","2094","2180"
"2016","228431","Stephen F Austin State University","Texas","5","0.5801","0.59598","0.555149","0.555556","3433","2185","2349"
"2016","228431","Stephen F Austin State University","Texas","7","0.644685","0.658027","0.624454","0.606337","2778","1832","1862"
"2016","228459","Texas State University","Texas","3","0.570494","0.570479","0.570513","0.539355","7073","5304","4650"
"2016","228459","Texas State University","Texas","5","0.621164","0.622826","0.619106","0.580827","6037","4878","4089"
"2016","228459","Texas State University","Texas","7","0.706308","0.713486","0.697178","0.680625","5183","4075","3391"
"2016","228501","Sul Ross State University","Texas","3","0.439655","0.45942","0.416382","0.445748","690","586","682"
"2016","228501","Sul Ross State University","Texas","5","0.502504","0.51875","0.483871","0.490126","640","558","557"
"2016","228501","Sul Ross State University","Texas","7","0.538801","0.550769","0.522727","0.521127","650","484","568"
"2016","228529","Tarleton State University","Texas","3","0.550944","0.5406","0.568544","0.530077","3202","1882","2211"
"2016","228529","Tarleton State University","Texas","5","0.639702","0.630853","0.652625","0.627778","2392","1638","1800"
"2016","228529","Tarleton State University","Texas","7","0.693266","0.694271","0.691654","0.682085","2077","1294","1535"
"2016","228635","University of Texas Southwestern Medical Center","Texas","3","Suppressed data","Suppressed data","Suppressed data","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2016","228635","University of Texas Southwestern Medical Center","Texas","5","Suppressed data","Suppressed data","Suppressed data","Suppressed data","46","13","26"
"2016","228635","University of Texas Southwestern Medical Center","Texas","7","Suppressed data","Suppressed data","Suppressed data","Suppressed data","46","15","24"
"2016","228644","The University of Texas Health Science Center at San Antonio","Texas","3","0.832803","0.85336","0.759124","0.792952","491","137","227"
"2016","228644","The University of Texas Health Science Center at San Antonio","Texas","5","0.825043","0.856492","0.729167","0.798206","439","144","223"
"2016","228644","The University of Texas Health Science Center at San Antonio","Texas","7","0.859213","0.868633","0.827273","0.839779","373","110","181"
"2016","228653","The University of Texas Medical Branch","Texas","3","0.848263","0.850679","0.838095","0.84058","442","105","207"
"2016","228653","The University of Texas Medical Branch","Texas","5","0.818594","0.82967","0.766234","0.788462","364","77","156"
"2016","228653","The University of Texas Medical Branch","Texas","7","0.853801","0.881295","0.734375","0.842105","278","64","133"
"2016","228705","Texas A & M University-Kingsville","Texas","3","0.480988","0.464259","0.503809","0.471338","2686","1969","2355"
"2016","228705","Texas A & M University-Kingsville","Texas","5","0.520866","0.523031","0.518457","0.494903","2019","1815","1962"
"2016","228705","Texas A & M University-Kingsville","Texas","7","0.585409","0.589727","0.580189","0.574359","1538","1272","1365"
"2016","228723","Texas A & M University-College Station","Texas","3","0.817294","0.814622","0.819828","0.781896","5184","5467","3049"
"2016","228723","Texas A & M University-College Station","Texas","5","0.852034","0.852941","0.851189","0.812123","4896","5255","2821"
"2016","228723","Texas A & M University-College Station","Texas","7","0.877795","0.883599","0.8722","0.842439","4390","4554","2526"
"2016","228769","The University of Texas at Arlington","Texas","3","0.575162","0.568474","0.586193","0.57383","8171","4954","5472"
"2016","228769","The University of Texas at Arlington","Texas","5","0.631569","0.622075","0.645564","0.619292","6496","4407","4489"
"2016","228769","The University of Texas at Arlington","Texas","7","0.706139","0.701852","0.711921","0.674434","4481","3322","3090"
"2016","228778","The University of Texas at Austin","Texas","3","0.767716","0.773331","0.761348","0.722203","5722","5045","2905"
"2016","228778","The University of Texas at Austin","Texas","5","0.816643","0.829635","0.801689","0.778129","5723","4972","2844"
"2016","228778","The University of Texas at Austin","Texas","7","0.85009","0.86247","0.836154","0.814578","4988","4431","2497"
"2016","228787","The University of Texas at Dallas","Texas","3","0.647421","0.629126","0.66482","0.620209","2060","2166","1435"
"2016","228787","The University of Texas at Dallas","Texas","5","0.707925","0.693972","0.721239","0.697794","1941","2034","1360"
"2016","228787","The University of Texas at Dallas","Texas","7","0.75172","0.75072","0.752802","0.743816","1737","1606","1132"
"2016","228796","The University of Texas at El Paso","Texas","3","0.460478","0.46415","0.455685","0.447879","4477","3430","3559"
"2016","228796","The University of Texas at El Paso","Texas","5","0.542658","0.561142","0.517723","0.530658","3958","2934","3115"
"2016","228796","The University of Texas at El Paso","Texas","7","0.639381","0.649464","0.624295","0.640161","3449","2305","2729"
"2016","228802","The University of Texas at Tyler","Texas","3","0.577778","0.57205","0.587912","0.551165","1610","910","987"
"2016","228802","The University of Texas at Tyler","Texas","5","0.653045","0.640159","0.673774","0.652085","1509","938","983"
"2016","228802","The University of Texas at Tyler","Texas","7","0.692485","0.686854","0.701841","0.681378","1354","815","929"
"2016","228909","University of North Texas Health Science Center","Texas","5","Suppressed data","Suppressed data","Suppressed data","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2016","228909","University of North Texas Health Science Center","Texas","7","Suppressed data","Suppressed data","Suppressed data","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2016","229018","The University of Texas of the Permian Basin","Texas","3","0.596947","0.578313","0.629167","0.567568","830","480","592"
"2016","229018","The University of Texas of the Permian Basin","Texas","5","0.653846","0.662763","0.638554","0.639876","854","498","647"
"2016","229018","The University of Texas of the Permian Basin","Texas","7","0.687036","0.673102","0.711982","0.671053","777","434","608"
"2016","229027","The University of Texas at San Antonio","Texas","3","0.547391","0.53752","0.557913","0.524572","6130","5750","4619"
"2016","229027","The University of Texas at San Antonio","Texas","5","0.617346","0.616309","0.618492","0.596083","6156","5570","4595"
"2016","229027","The University of Texas at San Antonio","Texas","7","0.659813","0.664068","0.654569","0.642553","5772","4684","4230"
"2016","229063","Texas Southern University","Texas","3","0.274361","0.292557","0.248747","0.272144","3090","2195","2337"
"2016","229063","Texas Southern University","Texas","5","0.299783","0.309128","0.286792","0.298808","2947","2120","2182"
"2016","229063","Texas Southern University","Texas","7","0.38781","0.413652","0.349277","0.377673","2681","1798","1917"
"2016","229115","Texas Tech University","Texas","3","0.650965","0.644689","0.656447","0.583808","4444","5088","3162"
"2016","229115","Texas Tech University","Texas","5","0.717826","0.724354","0.712532","0.676275","3831","4724","2706"
"2016","229115","Texas Tech University","Texas","7","0.786925","0.792491","0.782003","0.748513","3489","3945","2354"
"2016","229179","Texas Woman's University","Texas","3","0.54693","0.549564","0.521253","0.532385","4358","447","2038"
"2016","229179","Texas Woman's University","Texas","5","0.617001","0.617601","0.610966","0.603292","3852","383","1762"
"2016","229179","Texas Woman's University","Texas","7","0.690504","0.690313","0.692913","0.687677","3200","254","1412"
"2016","229300","The University of Texas Health Science Center at Houston","Texas","3","0.859002","0.860215","0.853933","0.87234","372","89","188"
"2016","229300","The University of Texas Health Science Center at Houston","Texas","5","0.855491","Suppressed data","Suppressed data","0.815068","301","45","146"
"2016","229300","The University of Texas Health Science Center at Houston","Texas","7","0.889518","Suppressed data","Suppressed data","0.891304","301","52","138"
"2016","229337","Texas Tech University Health Sciences Center","Texas","3","0.775271","0.797619","0.663043","0.769036","924","184","394"
"2016","229337","Texas Tech University Health Sciences Center","Texas","5","0.8125","0.824484","0.75974","0.793651","678","154","315"
"2016","229337","Texas Tech University Health Sciences Center","Texas","7","0.833663","0.854415","0.732558","0.833333","419","86","192"
"2016","229355","Tyler Junior College","Texas","3","0.312062","0.318142","0.303196","0.300283","3467","2378","2824"
"2016","229355","Tyler Junior College","Texas","5","0.357273","0.36539","0.34478","0.336842","3317","2155","2755"
"2016","229355","Tyler Junior College","Texas","7","0.418077","0.447419","0.374013","0.403604","2092","1393","1665"
"2016","229814","West Texas A & M University","Texas","3","0.555834","0.563616","0.545845","0.532641","1792","1396","1348"
"2016","229814","West Texas A & M University","Texas","5","0.654184","0.668911","0.633825","0.634802","1782","1289","1339"
"2016","229814","West Texas A & M University","Texas","7","0.693018","0.710108","0.669312","0.663043","1573","1134","1196"
"2016","262129","New College of Florida","Florida","3","0.706612","0.707317","0.705128","0.607843","164","78","51"
"2016","262129","New College of Florida","Florida","5","0.711957","0.695238","0.734177","Suppressed data","105","79","36"
"2016","262129","New College of Florida","Florida","7","0.782857","0.801887","0.753623","Suppressed data","106","69","32"
"2016","407009","Arizona State University-West","Arizona","3","0.584856","0.575553","0.595843","0.559313","13752","11644","9492"
"2016","407009","Arizona State University-West","Arizona","5","0.62692","0.627352","0.626415","0.595519","11056","9449","7365"
"2016","407009","Arizona State University-West","Arizona","7","0.676281","0.67422","0.678803","0.650566","8297","6784","5300"
"2016","409315","South Texas College","Texas","5","Suppressed data","Suppressed data","Suppressed data","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2016","409315","South Texas College","Texas","7","Suppressed data","Suppressed data","Suppressed data","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2016","416801","The University of Texas MD Anderson Cancer Center","Texas","3","0.788889","0.795082","0.775862","0.785714","122","58","84"
"2016","416801","The University of Texas MD Anderson Cancer Center","Texas","5","0.841379","0.868132","0.796296","0.769231","91","54","52"
"2016","416801","The University of Texas MD Anderson Cancer Center","Texas","7","0.82243","Suppressed data","Suppressed data","Suppressed data","63","44","46"
"2016","420574","Arizona State University-Polytechnic","Arizona","3","0.584856","0.575553","0.595843","0.559313","13752","11644","9492"
"2016","420574","Arizona State University-Polytechnic","Arizona","5","0.62692","0.627352","0.626415","0.595519","11056","9449","7365"
"2016","420574","Arizona State University-Polytechnic","Arizona","7","0.676281","0.67422","0.678803","0.650566","8297","6784","5300"
"2016","433660","Florida Gulf Coast University","Florida","3","0.593879","0.589719","0.599607","0.585791","2101","1526","1492"
"2016","433660","Florida Gulf Coast University","Florida","5","0.656844","0.655873","0.658228","0.636012","1575","1106","1033"
"2016","433660","Florida Gulf Coast University","Florida","7","0.706358","0.717111","0.688312","0.701847","1163","693","758"
"2016","447689","Georgia Gwinnett College","Georgia","3","0.317295","0.300435","0.338112","0.327389","2067","1674","1402"
"2016","447689","Georgia Gwinnett College","Georgia","5","0.383613","0.354988","0.416555","0.386525","862","749","564"
"2016","447689","Georgia Gwinnett College","Georgia","7","0.478261","0.47619","0.48","0.521739","63","75","46"
"2016","448840","University of South Florida-St Petersburg","Florida","3","0.574913","0.570558","0.581529","0.559334","8702","5728","5705"
"2016","448840","University of South Florida-St Petersburg","Florida","5","0.637463","0.635749","0.640112","0.612468","8280","5360","5117"
"2016","448840","University of South Florida-St Petersburg","Florida","7","0.691972","0.691267","0.693153","0.67012","7168","4279","4344"
"2016","448886","Arizona State University-Downtown Phoenix","Arizona","3","0.584856","0.575553","0.595843","0.559313","13752","11644","9492"
"2016","448886","Arizona State University-Downtown Phoenix","Arizona","5","0.62692","0.627352","0.626415","0.595519","11056","9449","7365"
"2016","448886","Arizona State University-Downtown Phoenix","Arizona","7","0.676281","0.67422","0.678803","0.650566","8297","6784","5300"
"2016","451671","University of South Florida-Sarasota-Manatee","Florida","3","0.574913","0.570558","0.581529","0.559334","8702","5728","5705"
"2016","451671","University of South Florida-Sarasota-Manatee","Florida","5","0.637463","0.635749","0.640112","0.612468","8280","5360","5117"
"2016","451671","University of South Florida-Sarasota-Manatee","Florida","7","0.691972","0.691267","0.693153","0.67012","7168","4279","4344"
"2016","456959","University of Minnesota-Rochester","Minnesota","3","0.746965","0.733959","0.76193","0.712837","6390","5553","2563"
"2016","456959","University of Minnesota-Rochester","Minnesota","5","0.784998","0.779845","0.791015","0.73113","6341","5431","2663"
"2016","456959","University of Minnesota-Rochester","Minnesota","7","0.808597","0.805004","0.813039","0.772581","5595","4525","2480"
"2016","482149","Augusta University","Georgia","3","0.560544","0.601134","0.456311","0.549618","529","206","262"
"2016","482149","Augusta University","Georgia","5","0.828125","Suppressed data","Suppressed data","0.830508","271","49","118"
"2016","482149","Augusta University","Georgia","7","0.876033","Suppressed data","Suppressed data","0.858491","302","61","106"
"2016","482158","Middle Georgia State University","Georgia","3","0.333333","0.31548","0.359242","0.309966","1531","1055","1184"
"2016","482158","Middle Georgia State University","Georgia","5","0.376277","0.355359","0.40198","0.348555","1241","1010","1073"
"2016","482158","Middle Georgia State University","Georgia","7","0.407855","0.415544","0.397101","0.404255","965","690","799"
"2016","482680","University of North Georgia","Georgia","3","0.630836","0.616901","0.648361","0.612903","1420","1129","899"
"2016","482680","University of North Georgia","Georgia","5","0.721148","0.73025","0.707025","0.730634","1038","669","568"
"2016","482680","University of North Georgia","Georgia","7","0.778583","0.790427","0.759062","0.769752","773","469","443"
"2016","482699","South Georgia State College","Georgia","3","0.266465","0.264207","0.269939","0.265789","1003","652","760"
"2016","482699","South Georgia State College","Georgia","5","0.297257","0.314861","0.272072","0.281924","794","555","603"
"2016","482699","South Georgia State College","Georgia","7","0.430804","0.464912","0.371166","0.443662","570","326","426"
"2016","483124","Arizona State University-Skysong","Arizona","3","0.584856","0.575553","0.595843","0.559313","13752","11644","9492"
"2016","483124","Arizona State University-Skysong","Arizona","5","0.62692","0.627352","0.626415","0.595519","11056","9449","7365"
"2016","483124","Arizona State University-Skysong","Arizona","7","0.676281","0.67422","0.678803","0.650566","8297","6784","5300"
"2016","484473","University of Florida-Online","Florida","3","0.688023","0.683249","0.694002","0.660483","4322","3451","2318"
"2016","484473","University of Florida-Online","Florida","5","0.717674","0.715276","0.720652","0.680576","4039","3254","2013"
"2016","484473","University of Florida-Online","Florida","7","0.75867","0.764845","0.751261","0.74521","3806","3172","1931"
"2016","485111","Georgia Military College","Georgia","3","0.255176","0.248103","0.268715","0.243666","3426","1790","2368"
"2016","485111","Georgia Military College","Georgia","5","0.32507","0.319984","0.334032","0.314631","2522","1431","1818"
"2016","485111","Georgia Military College","Georgia","7","0.39176","0.384486","0.404858","0.376777","1779","988","1266"
"2016","486840","Kennesaw State University","Georgia","3","0.531108","0.521839","0.545205","0.500461","6090","4004","3257"
"2016","486840","Kennesaw State University","Georgia","5","0.601373","0.605717","0.594425","0.580161","5108","3193","2863"
"2016","486840","Kennesaw State University","Georgia","7","0.657769","0.651289","0.668828","0.630077","3685","2159","2068"
"2016","487296","University of Arizona-South","Arizona","3","0.656278","0.653325","0.659635","0.611213","4797","4219","2729"
"2016","487296","University of Arizona-South","Arizona","5","0.716021","0.71717","0.714648","0.669194","4706","3939","2506"
"2016","487296","University of Arizona-South","Arizona","7","0.754595","0.759536","0.748691","0.711521","3880","3247","2170"
"2015","103778","Thunderbird School of Global Management","Arizona","3","0.573531","0.568643","0.579285","0.53588","12310","10456","8403"
"2015","103778","Thunderbird School of Global Management","Arizona","5","0.637953","0.63348","0.643237","0.616935","9110","7711","5952"
"2015","103778","Thunderbird School of Global Management","Arizona","7","0.688445","0.687927","0.689103","0.663625","7761","6121","4822"
"2015","104151","Arizona State University-Tempe","Arizona","3","0.573531","0.568643","0.579285","0.53588","12310","10456","8403"
"2015","104151","Arizona State University-Tempe","Arizona","5","0.637953","0.63348","0.643237","0.616935","9110","7711","5952"
"2015","104151","Arizona State University-Tempe","Arizona","7","0.688445","0.687927","0.689103","0.663625","7761","6121","4822"
"2015","104179","University of Arizona","Arizona","3","0.671279","0.67159","0.670921","0.625296","4604","3996","2530"
"2015","104179","University of Arizona","Arizona","5","0.716236","0.717682","0.714571","0.67346","4038","3507","2257"
"2015","104179","University of Arizona","Arizona","7","0.761244","0.759703","0.763158","0.731852","3633","2926","2025"
"2015","105330","Northern Arizona University","Arizona","3","0.551265","0.545504","0.56017","0.511816","5472","3540","3216"
"2015","105330","Northern Arizona University","Arizona","5","0.590562","0.583919","0.601335","0.555508","4129","2546","2351"
"2015","105330","Northern Arizona University","Arizona","7","0.649151","0.643167","0.659124","0.615117","3461","2077","2011"
"2015","132693","Eastern Florida State College","Florida","3","0.357096","0.358209","0.355344","0.359723","2814","1787","2021"
"2015","132693","Eastern Florida State College","Florida","5","0.392706","0.398936","0.3824","0.38543","2068","1250","1510"
"2015","132693","Eastern Florida State College","Florida","7","0.474747","0.480141","0.463636","0.461847","1133","550","747"
"2015","132709","Broward College","Florida","3","0.367663","0.359195","0.381852","0.368243","4524","2700","3552"
"2015","132709","Broward College","Florida","5","0.438314","0.43904","0.437037","0.437833","3084","1755","2252"
"2015","132709","Broward College","Florida","7","0.491589","0.492513","0.489796","0.49765","2471","1274","1702"
"2015","132851","College of Central Florida","Florida","3","0.297954","0.289738","0.312281","0.292497","1988","1140","1706"
"2015","132851","College of Central Florida","Florida","5","0.380609","0.39469","0.357037","0.37449","1130","675","980"
"2015","132851","College of Central Florida","Florida","7","0.490768","0.488276","0.496711","0.489362","725","304","517"
"2015","132903","University of Central Florida","Florida","3","0.595219","0.583952","0.611778","0.574311","9434","6419","5403"
"2015","132903","University of Central Florida","Florida","5","0.682576","0.677188","0.690429","0.658113","6685","4587","3741"
"2015","132903","University of Central Florida","Florida","7","0.717728","0.712158","0.725863","0.697433","5371","3677","3077"
"2015","133021","Chipola College","Florida","3","0.478261","0.489796","0.432432","0.5125","147","37","80"
"2015","133021","Chipola College","Florida","5","0.42963","0.456311","0.34375","0.381579","103","32","76"
"2015","133021","Chipola College","Florida","7","0.607595","Suppressed data","Suppressed data","0.595238","62","17","42"
"2015","133386","Daytona State College","Florida","3","0.335844","0.331361","0.343691","0.323113","5577","3186","4240"
"2015","133386","Daytona State College","Florida","5","0.363542","0.370134","0.352327","0.352255","4239","2492","3259"
"2015","133386","Daytona State College","Florida","7","0.376518","0.375561","0.378527","0.385917","2676","1276","1832"
"2015","133508","Florida SouthWestern State College","Florida","3","0.42669","0.427399","0.425507","0.419951","2803","1678","2436"
"2015","133508","Florida SouthWestern State College","Florida","5","0.460531","0.461841","0.458293","0.457143","1782","1043","1470"
"2015","133508","Florida SouthWestern State College","Florida","7","0.567073","0.573859","0.552581","0.561993","1117","523","863"
"2015","133650","Florida Agricultural and Mechanical University","Florida","3","0.320685","0.329851","0.30793","0.290005","3159","2270","2131"
"2015","133650","Florida Agricultural and Mechanical University","Florida","5","0.408416","0.418049","0.395421","0.380176","2593","1922","1594"
"2015","133650","Florida Agricultural and Mechanical University","Florida","7","0.491204","0.526106","0.442849","0.490502","2509","1811","1474"
"2015","133669","Florida Atlantic University","Florida","3","0.546811","0.542905","0.553035","0.528272","4778","2998","3148"
"2015","133669","Florida Atlantic University","Florida","5","0.622589","0.622613","0.622547","0.603604","4033","2395","2553"
"2015","133669","Florida Atlantic University","Florida","7","0.65551","0.655928","0.654768","0.642735","3787","2129","2340"
"2015","133702","Florida State College at Jacksonville","Florida","3","0.342659","0.342207","0.343451","0.332368","6236","3558","4835"
"2015","133702","Florida State College at Jacksonville","Florida","5","0.424049","0.426449","0.419339","0.414702","4038","2058","2884"
"2015","133702","Florida State College at Jacksonville","Florida","7","0.475754","0.4773","0.472352","0.48916","3304","1501","2214"
"2015","133951","Florida International University","Florida","3","0.534232","0.520006","0.554114","0.531773","6573","4703","4359"
"2015","133951","Florida International University","Florida","5","0.63462","0.633105","0.636881","0.615523","5244","3514","3324"
"2015","133951","Florida International University","Florida","7","0.651423","0.656992","0.642905","0.643659","4548","2974","2941"
"2015","134097","Florida State University","Florida","3","0.631909","0.633711","0.629672","0.593964","5381","4334","2916"
"2015","134097","Florida State University","Florida","5","0.714122","0.727458","0.697112","0.664211","4902","3843","2579"
"2015","134097","Florida State University","Florida","7","0.761814","0.767369","0.754454","0.731037","4462","3368","2294"
"2015","134130","University of Florida","Florida","3","0.682756","0.67132","0.696761","0.651931","4083","3334","2149"
"2015","134130","University of Florida","Florida","5","0.724217","0.727391","0.720355","0.698715","3837","3154","1945"
"2015","134130","University of Florida","Florida","7","0.772367","0.775293","0.768691","0.752447","3578","2849","1737"
"2015","134343","Gulf Coast State College","Florida","3","0.399845","0.402968","0.393285","0.40246","876","417","569"
"2015","134343","Gulf Coast State College","Florida","5","0.462433","0.46063","0.466292","0.444444","762","356","513"
"2015","134343","Gulf Coast State College","Florida","7","0.559278","0.559702","0.558333","0.529221","536","240","308"
"2015","134608","Indian River State College","Florida","3","0.377985","0.379896","0.374867","0.360643","1532","939","1306"
"2015","134608","Indian River State College","Florida","5","0.427281","0.428981","0.42439","0.40363","1394","820","1157"
"2015","134608","Indian River State College","Florida","7","0.477778","0.470917","0.491228","0.462462","894","456","666"
"2015","135160","Florida Gateway College","Florida","3","0.414084","0.402863","0.438914","0.427896","489","221","423"
"2015","135160","Florida Gateway College","Florida","5","0.434874","0.427729","0.452555","0.426923","339","137","260"
"2015","135160","Florida Gateway College","Florida","7","0.577713","0.559524","0.629214","0.563218","252","89","174"
"2015","135188","Lake-Sumter State College","Florida","3","0.463492","0.472973","0.44086","0.5125","222","93","160"
"2015","135188","Lake-Sumter State College","Florida","5","0.455975","0.460905","0.44","0.487342","243","75","158"
"2015","135188","Lake-Sumter State College","Florida","7","0.476534","0.463768","0.514286","0.509202","207","70","163"
"2015","135391","State College of Florida-Manatee-Sarasota","Florida","3","0.351418","0.357143","0.341447","0.333828","2576","1479","2022"
"2015","135391","State College of Florida-Manatee-Sarasota","Florida","5","0.372926","0.387187","0.345016","0.35243","2513","1284","1955"
"2015","135391","State College of Florida-Manatee-Sarasota","Florida","7","0.457091","0.460066","0.450644","0.451264","1515","699","1108"
"2015","135717","Miami Dade College","Florida","3","0.404846","0.403194","0.407492","0.408284","3507","2189","2873"
"2015","135717","Miami Dade College","Florida","5","0.47538","0.468498","0.488077","0.45302","2476","1342","1788"
"2015","135717","Miami Dade College","Florida","7","0.494525","0.503538","0.476369","0.486044","2685","1333","2078"
"2015","136172","University of North Florida","Florida","3","0.596748","0.580799","0.620922","0.588961","2927","1931","1703"
"2015","136172","University of North Florida","Florida","5","0.652496","0.648497","0.65893","0.628006","2495","1551","1414"
"2015","136172","University of North Florida","Florida","7","0.663798","0.652645","0.683642","0.641928","2306","1296","1307"
"2015","136233","Northwest Florida State College","Florida","3","0.464501","0.451311","0.488215","0.453782","534","297","357"
"2015","136233","Northwest Florida State College","Florida","5","0.510885","0.512876","0.506726","0.530612","466","223","294"
"2015","136233","Northwest Florida State College","Florida","7","0.549057","0.535912","0.577381","0.543478","362","168","230"
"2015","136358","Palm Beach State College","Florida","3","0.388903","0.371908","0.414268","0.367367","2385","1598","1998"
"2015","136358","Palm Beach State College","Florida","5","0.432689","0.444111","0.415042","0.403974","1664","1077","1359"
"2015","136358","Palm Beach State College","Florida","7","0.46079","0.464416","0.454685","0.441496","1096","651","829"
"2015","136400","Pasco-Hernando State College","Florida","3","0.318406","0.316608","0.321516","0.318777","1415","818","1145"
"2015","136400","Pasco-Hernando State College","Florida","5","0.407305","0.420591","0.384758","0.401651","913","538","727"
"2015","136400","Pasco-Hernando State College","Florida","7","0.511853","0.514416","0.505576","0.518672","659","269","482"
"2015","136473","Pensacola State College","Florida","3","0.462218","0.48605","0.414201","0.432171","681","338","516"
"2015","136473","Pensacola State College","Florida","5","0.510638","0.516556","0.49827","0.486239","604","289","436"
"2015","136473","Pensacola State College","Florida","7","0.58303","0.600688","0.540984","0.592992","581","244","371"
"2015","136516","Polk State College","Florida","3","0.403875","0.428251","0.355556","0.382682","446","225","358"
"2015","136516","Polk State College","Florida","5","0.599315","0.586047","0.636364","0.574627","215","77","134"
"2015","136516","Polk State College","Florida","7","0.6375","0.637306","0.638298","0.652542","193","47","118"
"2015","137078","St Petersburg College","Florida","3","0.307337","0.316125","0.292258","0.295182","7380","4301","5583"
"2015","137078","St Petersburg College","Florida","5","0.408698","0.408597","0.408895","0.4","4513","2316","3245"
"2015","137078","St Petersburg College","Florida","7","0.443492","0.450028","0.427491","0.430736","3562","1455","2310"
"2015","137096","Santa Fe College","Florida","3","0.345502","0.333841","0.360833","0.326146","3283","2497","2597"
"2015","137096","Santa Fe College","Florida","5","0.416848","0.409781","0.426379","0.37844","2372","1759","1744"
"2015","137096","Santa Fe College","Florida","7","0.512442","0.493405","0.540099","0.496894","2047","1409","1449"
"2015","137209","Seminole State College of Florida","Florida","3","0.306044","0.292768","0.328098","0.300245","5711","3438","4090"
"2015","137209","Seminole State College of Florida","Florida","5","0.394764","0.400454","0.385241","0.385154","3084","1843","2142"
"2015","137209","Seminole State College of Florida","Florida","7","0.440565","0.432402","0.456763","0.405847","1790","902","1163"
"2015","137281","Saint Johns River State College","Florida","3","0.318669","0.317433","0.320968","0.322392","1153","620","853"
"2015","137281","Saint Johns River State College","Florida","5","0.409504","0.380282","0.462598","0.383929","923","508","672"
"2015","137281","Saint Johns River State College","Florida","7","0.444019","0.450284","0.431085","0.40795","704","341","478"
"2015","137315","South Florida State College","Florida","3","0.473913","0.447761","0.510417","0.492308","134","96","130"
"2015","137315","South Florida State College","Florida","5","0.52766","0.521739","0.540541","0.5","161","74","118"
"2015","137315","South Florida State College","Florida","7","0.642045","0.632812","0.666667","0.670886","128","48","79"
"2015","137351","University of South Florida-Main Campus","Florida","3","0.572523","0.569818","0.576629","0.556225","8336","5494","5309"
"2015","137351","University of South Florida-Main Campus","Florida","5","0.644528","0.645529","0.642902","0.620234","7727","4755","4695"
"2015","137351","University of South Florida-Main Campus","Florida","7","0.685005","0.683043","0.688191","0.662973","6310","3887","3881"
"2015","138187","Valencia College","Florida","3","0.309562","0.304718","0.316252","0.302945","8329","6030","6790"
"2015","138187","Valencia College","Florida","5","0.384463","0.390853","0.375483","0.377063","4723","3361","3636"
"2015","138187","Valencia College","Florida","7","0.477324","0.483591","0.467879","0.469322","2651","1759","1858"
"2015","138354","The University of West Florida","Florida","3","0.549324","0.541149","0.56298","0.526276","2175","1302","1332"
"2015","138354","The University of West Florida","Florida","5","0.592705","0.582941","0.610515","0.577423","1700","932","1001"
"2015","138354","The University of West Florida","Florida","7","0.683368","0.680719","0.688564","0.664459","1613","822","906"
"2015","138558","Abraham Baldwin Agricultural College","Georgia","3","0.410651","0.390057","0.444099","0.383736","1046","644","787"
"2015","138558","Abraham Baldwin Agricultural College","Georgia","5","0.439926","0.389013","0.502052","0.411215","892","731","749"
"2015","138558","Abraham Baldwin Agricultural College","Georgia","7","0.486604","0.448849","0.535893","0.46963","782","599","675"
"2015","138691","Darton State College","Georgia","3","0.283493","0.28005","0.292524","0.29256","2421","923","1586"
"2015","138691","Darton State College","Georgia","5","0.341198","0.343398","0.33583","0.334094","1954","801","1314"
"2015","138691","Darton State College","Georgia","7","0.358337","0.350174","0.386965","0.35463","1722","491","1080"
"2015","138716","Albany State University","Georgia","3","0.196358","0.207537","0.176931","0.193013","1778","1023","1145"
"2015","138716","Albany State University","Georgia","5","0.267516","0.28898","0.227618","0.278981","1225","659","785"
"2015","138716","Albany State University","Georgia","7","0.341705","0.371579","0.291297","0.33595","950","563","637"
"2015","138789","Armstrong State University","Georgia","3","0.482563","0.475432","0.497263","0.458723","2259","1096","1284"
"2015","138789","Armstrong State University","Georgia","5","0.583502","0.585754","0.577751","0.559633","2134","836","1199"
"2015","138789","Armstrong State University","Georgia","7","0.619188","0.611932","0.640264","0.56953","1760","606","978"
"2015","138901","Atlanta Metropolitan State College","Georgia","3","0.18907","0.206395","0.157143","0.191358","1032","560","648"
"2015","138901","Atlanta Metropolitan State College","Georgia","5","0.232089","0.254211","0.189349","0.256039","653","338","414"
"2015","138901","Atlanta Metropolitan State College","Georgia","7","0.322","0.329231","0.308571","0.336283","325","175","226"
