"year","unitid","inst_name","state_name","number_applied","number_admitted","number_enrolled_ft","number_enrolled_pt","number_enrolled_total","zip","county_name","region","inst_control","institution_level","sector","postsec_public_active_title_iv","longitude","latitude","rev_tuition_fees_gross","rev_tuition_fees_net","rev_appropriations_fed","rev_appropriations_state","rev_appropriations_local","rev_grants_contracts_federal","rev_grants_contracts_state","rev_grants_contracts_local","rev_gifts_grants_contracts","rev_total_current","sch_total_student_aid","sch_exp_net_fellowships","exp_instruc_total","exp_instruc_salaries","exp_res_pub_serv_total","exp_res_pub_serv_salaries","exp_acad_inst_student_total","exp_acad_inst_student_salaries","exp_aux_ent_total","exp_aux_ent_salaries","exp_net_grant_aid_total","exp_net_grant_aid_salaries","exp_total_current","exp_total_salaries","endowment_beg","endowment_end","total_revenues_additions","total_expenses_deductions","net_position_beginning","net_position_end","cpi","hepi","heca","calc_fte"
"2008","225502","University of Houston-Victoria","Texas","","","","","","77901","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","14267363","12758563","","18252372","","1525561","820426","853138","193308","36573184","2729414","1220614","16133541","10568338","854317","401924.97","14066643","6196718","8301","","1220614","","35688988","17166984","8421742","6746435","36573184","35688988","8263573","19920316","87.52","84.46","86.18","1767"
"2008","225511","University of Houston","Texas","11694","9182","3488","311","3799","77204-2018","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","294048768","233248032","","184862608","","88697640","37695152","17393516","33563952","752197248","93342816","32542070","218929408","147808592","135692416","57082912","240051328","104370232","80185632","26939680","32542070","","768001280","336845664","545068480","452755296","752197248","768001280","765447232","749672128","87.52","84.46","86.18","29760"
"2008","226091","Lamar University","Texas","5790","3587","1382","78","1460","77705","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","79087872","66747856","","45253552","","20705248","4636158","2634459","4809373","209388640","28788684","16448665","59515212","37837728","10001730","3294895","47235508","19589124","25771516","7185950.5","16448665","","179785904","67907696","21806048","20802692","209388640","179785904","194595904","224074992","87.52","84.46","86.18","9433"
"2008","226152","Texas A & M International University","Texas","2621","1663","629","18","647","78041-1900","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","26387422","17036800","","43539956","","16115632","5184290","1852868","5041747","95597392","16509701","7159080","33093794","16676847","4627208","1951963","26671118","10338619","7817323","2817056.5","7159080","","79368520","31784486","25301604","25118576","95597392","79368520","155252480","152907024","87.52","84.46","86.18","4222"
"2008","226806","Midland College","Texas","","","","","","79705","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","10718033","8024336","","13861837","17742652","7075329","271003","1551142","1621605","58657560","6683464","3483808","23200280","12534148","2926313","794087.13","17161872","7845131","3158319","751456.13","3483808","","54900512","21924820","18599856","19521012","58657560","54900512","67548224","71305272","87.52","84.46","86.18","3413"
"2008","226833","Midwestern State University","Texas","2982","2549","685","16","701","76308-2099","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","33270304","26643222","","23780228","","7484568","2853403","111415","4866258","88441328","13160086","6508101","33967312","19473264","1326429.75","462063.22","28249810","11256793","6077611","1168028","6508101","","76396888","32360148","4249129","11419544","88441328","76396888","74656064","86700504","87.52","84.46","86.18","4931"
"2008","227216","University of North Texas","Texas","13150","8411","3636","117","3753","76203-1277","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","234127008","196655392","","136758176","","49991472","18519780","4044883","7241629","511992896","83091792","45448480","196063552","118013888","26721178","10989976","154493632","70860568","42174940","14992799","45448480","","476020320","214857232","87833248","90499104","511992896","476020320","475668224","510920416","87.52","84.46","86.18","28234"
"2008","227368","The University of Texas-Pan American","Texas","6884","4266","2527","99","2626","78539-2999","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","69172712","50041040","","74197592","","56153416","28803956","5268","1905889","251015440","56782020","37650344","97297008","52005040","17009444","7615980.5","62392892","29823492","17743414","5708018","37650344","","249513968","95152536","","","251015440","249513968","274498240","275999680","87.52","84.46","86.18","14131"
"2008","227377","The University of Texas at Brownsville","Texas","","","","","","78520-4991","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","48242656","34946888","","50350304","16480318","38399244","9602226","9337279","136305","170795504","43826296","30530530","53320568","30012320","13138931","6041648","49339768","20640540","8623397","3299571.25","30530530","","163581216","59994080","12956139","11272211","170795504","163581216","195379248","202593536","87.52","84.46","86.18","10355"
"2008","227526","Prairie View A & M University","Texas","5899","2385","1320","2","1322","77446","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","51660640","32660956","6622439","61125216","","30932272","6975069","594808","720138","164810768","37239100","15709712","50883604","30152898","19522752","9003459","51464256","18229368","23371190","4223787.5","15709712","","180428256","62765280","52037532","45849328","164810768","180428256","394320704","378703200","87.52","84.46","86.18","6963"
"2008","227881","Sam Houston State University","Texas","9256","4926","2090","53","2143","77340","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","95401960","78148080","","56598472","","23517830","9706353","446724","4128631","232511824","29437392","12183513","64089400","44116180","27157124","9571299","65665628","26473944","33730324","9558596","12183513","","222329552","90659000","41877580","43082084","232511824","222329552","378241952","388424224","87.52","84.46","86.18","14199"
"2008","228431","Stephen F Austin State University","Texas","7810","5657","2310","44","2354","75962","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","72641848","58613736","","54448848","","24024524","6883874","1311330","2884361","193658096","35065000","13563337","67598968","41340932","12930433","5167489.5","55809956","22989610","35415564","7843345.5","13563337","","186147104","77341376","13785453","13191877","193658096","186147104","117670216","125138720","87.52","84.46","86.18","10584"
"2008","228459","Texas State University-San Marcos","Texas","11422","8494","3264","74","3338","78666","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","189209296","158748304","","123519936","","46678116","22181020","5183983","19576794","496928096","55685980","25224988","144320688","92141280","40141184","16388057","92890824","43557192","88887192","19816174","25224988","","430605312","173674400","95117856","86914224","496928096","430605312","790130624","856453440","87.52","84.46","86.18","24784"
"2008","228501","Sul Ross State University","Texas","","","","","","79832","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","9844683","6879262","","24256180","","9644410","1428865","487065","1364874","51016396","10069110","5627747","15722026","9615712","4091242.75","1727916","19173636","7437005","4064592.25","1221158","5627747","","53907276","20001792","12685421","12802000","51016396","53907276","86377184","83486296","87.52","84.46","86.18","1972"
"2008","228529","Tarleton State University","Texas","3545","1929","1190","26","1216","76401-0000","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","48903000","39655272","","48450020","","20691434","4049285","703355","1683154","126439960","21087394","10026632","51206992","30011300","14024598","4235644.5","33082860","13410314","19637158","4504470","10026632","","133205160","52161736","25152084","22676550","126439960","133205160","175961360","168609504","87.52","84.46","86.18","7491"
"2008","228635","University of Texas Southwestern Medical Center at Dallas","Texas","","","","","","75390-9096","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","17467160","14166334","","166282304","","213106848","515856","215121280","37821000","1622471808","4536754","656530","513630176","304941408","419311584","224501040","88323608","71526520","17494878","2972323.25","656530","","1769023744","748500928","824778176","684690816","1622471808","1769023744","2860853504","2714301440","87.52","84.46","86.18","2037"
"2008","228644","The University of Texas Health Science Center at San Antonio","Texas","32","6","4","2","6","78229-3900","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","29211796","27479708","","171941968","","142229568","2712510","150867200","24520898","666591296","4700359","2968270","308409024","186326704","209271776","92443816","80459272","43872712","7638554","1640049","2968270","","694568768","359170336","410390016","344951744","666591296","694568768","1151768448","1123790976","87.52","84.46","86.18","2780"
"2008","228653","The University of Texas Medical Branch","Texas","","","","","","77555-0129","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","20697452","19921488","","467346720","","229025488","3528983","79808216","13212985","1554465536","7046457","6270492","308614432","195847904","141841264","65489912","96168624","84305880","9609694","2128036","6270492","","1594460544","756373952","474017664","394171168","1554465536","1594460544","1300708224","1260713216","87.52","84.46","86.18","2043"
"2008","228705","Texas A & M University-Kingsville","Texas","3297","2846","973","376","1349","78363","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","36860912","27389294","","48392344","","20668016","4952154","2804578","5389206","136693920","21393370","10395533","44722532","26926272","15943353","7021516","37199108","15840646","12726101","3070194.25","10395533","","130460264","52858632","17214908","14820435","136693920","130460264","143019712","149195824","87.52","84.46","86.18","5622"
